Source,Target,Weight
NAKHUTSRISHVILI L,MERLEAUPONTY M,2
NEGRU T,MERLEAUPONTY M,1
NELSON B,MERLEAUPONTY M,1
NEVILLE RC,MERLEAUPONTY M,1
NG CI,MERLEAUPONTY M,1
NGO H,MERLEAUPONTY M,1
NITSCHE M,MERLEAUPONTY M,1
NORENBERG H,MERLEAUPONTY M,1
NOVOTNY K,MERLEAUPONTY M,2
O'MURCHADHA F,MERLEAUPONTY M,1
OBERT M,MERLEAUPONTY M,2
OGAWA T,MERLEAUPONTY M,1
OINAM B,MERLEAUPONTY M,2
OKSALA J,MERLEAUPONTY M,2
OKUI H,MERLEAUPONTY M,1
OLKOWSKI D,MERLEAUPONTY M,2
OLLAGNIER-BELDAME M,MERLEAUPONTY M,1
ORGANISTI UJ,MERLEAUPONTY M,1
OSSWALD AM,MERLEAUPONTY M,1
OVERGAARD S,MERLEAUPONTY M,3
PAIC Z,MERLEAUPONTY M,1
PALOMBI F,MERLEAUPONTY M,1
PAREDES-MARTIN MD,MERLEAUPONTY M,1
PARK JY,MERLEAUPONTY M,1
PARMENTIER M,MERLEAUPONTY M,1
PASSERINO LM,MERLEAUPONTY M,1
PEACOCKE C,MERLEAUPONTY M,1
PEIXOTO AJ,MERLEAUPONTY M,1
PELTIER A,MERLEAUPONTY M,1
PENA-GUZMAN DM,MERLEAUPONTY M,1
PENTO L,MERLEAUPONTY M,1
PEREGO V,MERLEAUPONTY M,1
PEREZ-ALVAREZ M,MERLEAUPONTY M,1
PERIUS C,MERLEAUPONTY M,5
PERRI T,MERLEAUPONTY M,2
PETERMANS A,MERLEAUPONTY M,1
PETHERBRIDGE D,MERLEAUPONTY M,2
PETITMENGIN C,MERLEAUPONTY M,1
PETITOT J,MERLEAUPONTY M,1
PETRANOVICH S,MERLEAUPONTY M,1
PETRICKOVA T,MERLEAUPONTY M,1
PETRINI EL,MERLEAUPONTY M,2
PETROVIC EK,MERLEAUPONTY M,1
PETTERSSON M,MERLEAUPONTY M,1
PHILLIPS J,MERLEAUPONTY M,2
PIEKARSKI M,MERLEAUPONTY M,1
PIETERSMA H,MERLEAUPONTY M,1
PINEDA MAV,MERLEAUPONTY M,2
PLOT M,MERLEAUPONTY M,2
PLOTKA W,MERLEAUPONTY M,1
POKORNY V,MERLEAUPONTY M,1
POKROPSKI M,MERLEAUPONTY M,1
POLLARD C,MERLEAUPONTY M,2
POMMIER E,MERLEAUPONTY M,2
POREE J,MERLEAUPONTY M,1
POTT H,MERLEAUPONTY M,1
POWER SE,MERLEAUPONTY M,1
POZO AG,MERLEAUPONTY M,1
PRAT OF,MERLEAUPONTY M,1
PREECE B,MERLEAUPONTY M,1
PROLE D,MERLEAUPONTY M,3
PRYHODKO VV,MERLEAUPONTY M,1
PUC J,MERLEAUPONTY M,4
PUGLIESE A,MERLEAUPONTY M,1
QAUROONI D,MERLEAUPONTY M,1
QUAEGHEBEUR L,MERLEAUPONTY M,1
QUINTILIANO A,MERLEAUPONTY M,1
QVORTRUP M,MERLEAUPONTY M,1
RABALLO A,MERLEAUPONTY M,1
RADDEN J,MERLEAUPONTY M,1
RAFFOUL F,MERLEAUPONTY M,2
RAMIREZ IQ,MERLEAUPONTY M,1
RAMIREZ MM,MERLEAUPONTY M,1
RAMIREZ MT,MERLEAUPONTY M,2
RAMOS DR,MERLEAUPONTY M,1
RAMOS MI,MERLEAUPONTY M,1
RAMOS SD,MERLEAUPONTY M,2
RASHED MA,MERLEAUPONTY M,1
RATCLIFF MJ,MERLEAUPONTY M,1
RATCLIFFE M,MERLEAUPONTY M,7
RAVIV O,MERLEAUPONTY M,2
REDFIELD JA,MERLEAUPONTY M,1
REID HG,MERLEAUPONTY M,2
RENAULTOVA A,MERLEAUPONTY M,2
REYNAERT P,MERLEAUPONTY M,1
REYNOLDS J,MERLEAUPONTY M,9
RICHIR M,MERLEAUPONTY M,1
RICOEUR P,MERLEAUPONTY M,1
RIETVELD E,MERLEAUPONTY M,1
RIMKEVICIUS P,MERLEAUPONTY M,1
ROBERTS M,MERLEAUPONTY M,1
ROCKMORE T,MERLEAUPONTY M,1
RODRIGO P,MERLEAUPONTY M,6
ROELOFS L,MERLEAUPONTY M,1
ROGOZINSKI J,MERLEAUPONTY M,1
ROHRBACH A,MERLEAUPONTY M,1
ROMANO C,MERLEAUPONTY M,2
ROMERO PD,MERLEAUPONTY M,2
ROSEN SM,MERLEAUPONTY M,4
ROSENTHAL SB,MERLEAUPONTY M,3
ROTH J,MERLEAUPONTY M,2
ROTHFIELD P,MERLEAUPONTY M,1
ROUSSE BS,MERLEAUPONTY M,3
ROZZONI C,MERLEAUPONTY M,1
RUDD A,MERLEAUPONTY M,2
RUGGERI C,MERLEAUPONTY M,1
RUIZ PEG,MERLEAUPONTY M,1
RUONAKOSKI E,MERLEAUPONTY M,1
RUSSO ATK,MERLEAUPONTY M,1
RUSSON J,MERLEAUPONTY M,2
SABOT P,MERLEAUPONTY M,1
SACHS CB,MERLEAUPONTY M,1
SACRINI M,MERLEAUPONTY M,2
SAENZ CL,MERLEAUPONTY M,2
SAENZ MCL,MERLEAUPONTY M,22
SAEVI T,MERLEAUPONTY M,3
SAITO Y,MERLEAUPONTY M,1
SAKAKIBARA T,MERLEAUPONTY M,2
SALAMON G,MERLEAUPONTY M,1
SALTER M,MERLEAUPONTY M,1
SAN MARTIN J,MERLEAUPONTY M,1
SANDU PG,MERLEAUPONTY M,1
SANTOS JM,MERLEAUPONTY M,1
SANTUCCI A,MERLEAUPONTY M,1
SASS L,MERLEAUPONTY M,3
SASS LA,MERLEAUPONTY M,2
SATKAUSKAS I,MERLEAUPONTY M,1
SAWADA T,MERLEAUPONTY M,2
SCARSO D,MERLEAUPONTY M,1
SCHEVELIER S,MERLEAUPONTY M,1
SCHIAVIO A,MERLEAUPONTY M,1
SCHLIMME JE,MERLEAUPONTY M,1
SCHNELL A,MERLEAUPONTY M,2
SCHOETTLE T,MERLEAUPONTY M,1
SCHOFIELD P,MERLEAUPONTY M,1
SCHREYACH M,MERLEAUPONTY M,1
SCHULTZ CKN,MERLEAUPONTY M,1
SCHWENKLER J,MERLEAUPONTY M,1
SEBA JR,MERLEAUPONTY M,1
SEBBAH FD,MERLEAUPONTY M,1
SENGUPTA R,MERLEAUPONTY M,1
SERBAN C,MERLEAUPONTY M,1
SETTINERI S,MERLEAUPONTY M,1
SEYLER F,MERLEAUPONTY M,1
SHAPIRO JB,MERLEAUPONTY M,1
SHAROPOVA NR,MERLEAUPONTY M,1
SHEETS-JOHNSTONE M,MERLEAUPONTY M,5
SHILINA-CONTE T,MERLEAUPONTY M,1
SHOLOKHOVA S,MERLEAUPONTY M,2
SHORES C,MERLEAUPONTY M,6
SHUSTER M,MERLEAUPONTY M,1
SILVA CAF,MERLEAUPONTY M,2
SILVA CHC,MERLEAUPONTY M,2
SILVERMAN H,MERLEAUPONTY M,1
SIMMS EM,MERLEAUPONTY M,2
SIMON ZB,MERLEAUPONTY M,1
SIMPSON Z,MERLEAUPONTY M,1
SIMS C,MERLEAUPONTY M,1
SINDONI PR,MERLEAUPONTY M,1
SINHA D,MERLEAUPONTY M,1
SIVIERO JM,MERLEAUPONTY M,1
SKIRKE C,MERLEAUPONTY M,1
SKOF L,MERLEAUPONTY M,1
SLATMAN J,MERLEAUPONTY M,2
SMILLIE D,MERLEAUPONTY M,1
SMITH B,MERLEAUPONTY M,1
SMITH C,MERLEAUPONTY M,1
SMITH DW,MERLEAUPONTY M,1
SMITH J,MERLEAUPONTY M,2
SMREKOVA D,MERLEAUPONTY M,2
SMYTH B,MERLEAUPONTY M,7
SOBCHACK V,MERLEAUPONTY M,6
SOLAS S,MERLEAUPONTY M,2
SOMERS-HALL H,MERLEAUPONTY M,2
SOMMER M,MERLEAUPONTY M,1
SPARROW T,MERLEAUPONTY M,4
SPIEGELBERG H,MERLEAUPONTY M,1
ST-LAURENT G,MERLEAUPONTY M,1
STACK GJ,MERLEAUPONTY M,1
STANAGE SM,MERLEAUPONTY M,1
STANCIU O,MERLEAUPONTY M,2
STANGHELLINI G,MERLEAUPONTY M,1
STAPLETON TJ,MERLEAUPONTY M,1
STAUDIGL M,MERLEAUPONTY M,4
STAWARSKA B,MERLEAUPONTY M,3
STEFANESCU D,MERLEAUPONTY M,1
STEINBOCK AJ,MERLEAUPONTY M,3
STEMBERGER M,MERLEAUPONTY M,1
STEVEN MM,MERLEAUPONTY M,1
STOLLER S,MERLEAUPONTY M,4
STRAWSER M,MERLEAUPONTY M,1
STRLE T,MERLEAUPONTY M,1
STRUYKERBOUDIER C,MERLEAUPONTY M,1
STUART SAJ,MERLEAUPONTY M,1
SUAREZ D,MERLEAUPONTY M,2
SUAREZ LPR,MERLEAUPONTY M,1
SUMMA M,MERLEAUPONTY M,5
SURANSKY V,MERLEAUPONTY M,1
SURNMA M,MERLEAUPONTY M,1
SVEC O,MERLEAUPONTY M,2
SVENAEUS F,MERLEAUPONTY M,3
TAIPALE J,MERLEAUPONTY M,1
TALERO ML,MERLEAUPONTY M,1
TALIA W,MERLEAUPONTY M,1
TALLON A,MERLEAUPONTY M,1
TAMARI S,MERLEAUPONTY M,2
TAMELINI MG,MERLEAUPONTY M,1
TANAKA S,MERLEAUPONTY M,1
TARDIVEL E,MERLEAUPONTY M,2
TAYLOR JG,MERLEAUPONTY M,1
TERRON JMM,MERLEAUPONTY M,1
TERZI P,MERLEAUPONTY M,1
THOMPSON E,MERLEAUPONTY M,4
THUMSER JD,MERLEAUPONTY M,1
TIEMERSMA D,MERLEAUPONTY M,2
TIESZEN R,MERLEAUPONTY M,1
TOADVINE T,MERLEAUPONTY M,3
TOMASOVICOVA J,MERLEAUPONTY M,2
TONER J,MERLEAUPONTY M,1
TORO-AREVALO S,MERLEAUPONTY M,1
TORRALBO AP,MERLEAUPONTY M,1
TRATTER AMD,MERLEAUPONTY M,1
TRCKA N,MERLEAUPONTY M,1
TRIGG D,MERLEAUPONTY M,5
TROUBE S,MERLEAUPONTY M,1
TRUJILLO J,MERLEAUPONTY M,1
TUCKER E,MERLEAUPONTY M,1
TUNON AH,MERLEAUPONTY M,4
ULLMANN T,MERLEAUPONTY M,1
URBAN P,MERLEAUPONTY M,8
VALENZUELA-MOGUILLANSKY C,MERLEAUPONTY M,1
VALLE G,MERLEAUPONTY M,2
VALLEGA-NEU D,MERLEAUPONTY M,2
VALLOR S,MERLEAUPONTY M,2
VAN DER SCHYFF D,MERLEAUPONTY M,1
VAN DER SCHYFF DB,MERLEAUPONTY M,1
VAN DUPPEN Z,MERLEAUPONTY M,1
VAN HAUTE P,MERLEAUPONTY M,1
VAN MANEN M,MERLEAUPONTY M,1
VAN TUINEN S,MERLEAUPONTY M,2
VANDEPITTE MM,MERLEAUPONTY M,1
VANZAGO L,MERLEAUPONTY M,1
VASTERLING V,MERLEAUPONTY M,2
VECERSKIS D,MERLEAUPONTY M,2
VENTURA JM,MERLEAUPONTY M,1
VERGANI M,MERLEAUPONTY M,1
VETROVCOVA M,MERLEAUPONTY M,1
VILJOEN M,MERLEAUPONTY M,1
VINCINI S,MERLEAUPONTY M,1
VIOLA T,MERLEAUPONTY M,1
VITIELLO G,MERLEAUPONTY M,1
VLASOVA O,MERLEAUPONTY M,1
VLIEGHE J,MERLEAUPONTY M,1
VOGD W,MERLEAUPONTY M,1
VOROS S,MERLEAUPONTY M,3
VRAHIMIS A,MERLEAUPONTY M,1
VYDRA A,MERLEAUPONTY M,3
VYDROVA J,MERLEAUPONTY M,3
WADDELL VL,MERLEAUPONTY M,1
WALDENFELS B,MERLEAUPONTY M,8
WALSH PJ,MERLEAUPONTY M,4
WANG YJ,MERLEAUPONTY M,2
WATSON SH,MERLEAUPONTY M,1
WEHRLE M,MERLEAUPONTY M,2
WEIDTMANN N,MERLEAUPONTY M,1
WEINER SE,MERLEAUPONTY M,1
WEINZWEIG M,MERLEAUPONTY M,1
WEISS G,MERLEAUPONTY M,1
WELTEN R,MERLEAUPONTY M,2
WELTON D,MERLEAUPONTY M,3
WERTZ FJ,MERLEAUPONTY M,1
WHEELER M,MERLEAUPONTY M,1
WHITE WJ,MERLEAUPONTY M,1
WHITMOYER K,MERLEAUPONTY M,4
WIGGINS OP,MERLEAUPONTY M,1
WILKERSON W,MERLEAUPONTY M,1
WILLIAMS J,MERLEAUPONTY M,1
WILLIAMS RR,MERLEAUPONTY M,1
WILLIFORD K,MERLEAUPONTY M,1
WILSON G,MERLEAUPONTY M,1
WISNEWSKI JJ,MERLEAUPONTY M,1
WOELERT P,MERLEAUPONTY M,1
WONG HY,MERLEAUPONTY M,1
WOOD D,MERLEAUPONTY M,1
WOODWARD A,MERLEAUPONTY M,2
WRATHALL MA,MERLEAUPONTY M,3
WRIGH C,MERLEAUPONTY M,1
WU KM,MERLEAUPONTY M,1
WUNENBURGER JJ,MERLEAUPONTY M,1
YAMPOLSKAYA A,MERLEAUPONTY M,1
YATES C,MERLEAUPONTY M,2
YOUNG IM,MERLEAUPONTY M,2
YU CC,MERLEAUPONTY M,1
YU H,MERLEAUPONTY M,1
ZAHAVI D,MERLEAUPONTY M,12
ZAIETTA L,MERLEAUPONTY M,4
ZEBROWSKI RL,MERLEAUPONTY M,1
ZEILER K,MERLEAUPONTY M,1
ZELIC T,MERLEAUPONTY M,1
ZEYNEP D,MERLEAUPONTY M,1
ZHENG PR,MERLEAUPONTY M,1
ZIELKE D,MERLEAUPONTY M,1
ZIRION A,MERLEAUPONTY M,1
FLOCK P,MERLEAUPONTY S,1
WALDENFELS B,MERLEAUPONTY S,1
BAEYENS F,MERLEAUPONTY Z,1
THYS M,MERLEAUPONTY Z,1
JOSL J,MERLIER P,1
MAGGINI G,MERLIER P,1
KECK F,MERLLIE D,1
PENTO L,MERLLIE D,1
FROLOV A,MERLOPONTI M,1
LOSONCZ M,MERLOPONTI M,1
NIKONENKO S,MERLOPONTI M,1
SATKAUSKAS I,MERLOPONTI M,1
YAMPOLSKAYA AV,MERLOPONTI M,1
DUKHAN IN,MERLOPONTY M,1
MIROSHNICHENKO MD,MERLOPONTY M,1
SASS LA,MERQUIOR J,1
THOMPSON MJ,MERQUIOR J,1
GREENE R,MERRICKS T,1
MILLER K,MERRICKS T,1
THOMASSON AL,MERRICKS T,1
GIER NF,MERRILL B,1
PARK BC,MERRILL B,1
CALLANAN JJ,MERRITT M,1
KRONSTED C,MERRITT M,1
LAZIC D,MERSCH D,1
LUH JJ,MERSCH D,1
OBERT M,MERSCH D,1
PURGAR K,MERSCH D,1
WALDENFELS B,MERSCH D,1
DE PALMA V,MERTENS K,1
DE SANTIS D,MERTENS K,1
DURD'OVIC M,MERTENS K,1
HEINAMAA S,MERTENS K,1
HIMANKA J,MERTENS K,2
JONKUS D,MERTENS K,1
LEE NI,MERTENS K,2
LOTZ C,MERTENS K,1
LUFT S,MERTENS K,2
MERTENS K,MERTENS K,1
VAN TUINEN S,MERTENS K,1
MILAVEC A,MERTON R,1
TUCKETT J,MERTON R,2
LUFT S,MERZ P,1
MINTKEN TE,MERZ P,1
STAITI A,MERZ P,1
STAITI AS,MERZ P,1
MURAWSKI R,MESCHKOWSKI H,2
BEAULIEU A,MESLIN M,1
CAMILLERI S,MESLIN M,1
BODEA OC,MESNIL J,1
FORESTIER F,MESNIL J,1
FURTUNA C,MESNIL J,1
MESNIL J,MESNIL J,2
RICHIR M,MESNIL J,1
VARELA PP,MESNIL J,1
YAMPOLSKAYA AV,MESNIL J,1
TAMELINI MG,MESSAS G,2
DUQUE CAL,MESSER A,2
JOHNSON F,MESSER A,1
STAITI A,MESSER A,1
BONILLA MB,MESZAROS I,1
HOHOS L,MESZAROS I,1
IBER C,MESZAROS I,1
CHARLAND M,METCALF R,1
DAVIA C,METCALF R,1
THEODOROU P,METCALF R,1
CHAMPAGNE M,METCALFE J,1
GRUNBAUM T,METCALFE J,1
PACHERIE E,METCALFE J,1
YOSHIMI J,METCALFE J,1
AVERCHI M,METRAUX A,1
EDIE JM,METRAUX A,1
GUNZEL S,METRAUX A,1
JONKUS D,METRAUX A,1
GARFITT T,METTEPENNINGEN J,1
MURCHADHA FO,METTEPENNINGEN J,1
COLONNELLO P,METZ C,1
GEDINA L,METZ C,1
JEONG SH,METZ C,1
SHILINA-CONTE T,METZ C,1
SOBCHACK V,METZ C,2
THOMSON-JONES K,METZ C,1
BESOLI S,METZGER A,1
CHOI KS,METZGER A,1
DE SANTIS D,METZGER A,1
LAHBIB O,METZGER A,1
MALL RA,METZGER A,1
SEPP HR,METZGER A,1
ZIRION AQ,METZGER A,1
ALBERTAZZI L,METZGER W,3
CALI C,METZGER W,2
DE PALMA V,METZGER W,1
GROSSHEIM M,METZGER W,1
GUIDETTI L,METZGER W,1
SCHELLENBERG S,METZGER W,1
TADDIO L,METZGER W,1
ABRAHAM A,METZINGER T,1
ARZY S,METZINGER T,1
BEATON M,METZINGER T,1
BELT J,METZINGER T,1
CARRUTHERS G,METZINGER T,1
COSERU C,METZINGER T,1
COSTA JF,METZINGER T,1
CROUT P,METZINGER T,1
DE LERNER RRP,METZINGER T,1
DORATO M,METZINGER T,2
ESCUDERO JA,METZINGER T,1
FRANCESCONI D,METZINGER T,1
FUCHS T,METZINGER T,2
GALIKOVA S,METZINGER T,1
GALLAGHER S,METZINGER T,1
GASPARYAN DE,METZINGER T,2
GUSMAN S,METZINGER T,1
HAGGARD P,METZINGER T,1
HOHWY J,METZINGER T,1
HOLMAN EL,METZINGER T,1
JACOBSON H,METZINGER T,1
LANE T,METZINGER T,1
MADARY M,METZINGER T,2
MALVICA S,METZINGER T,1
MCCLELLAND T,METZINGER T,1
MCDERMOTT D,METZINGER T,1
MILLIERE R,METZINGER T,1
MOVAHEDI H,METZINGER T,1
MUSS A,METZINGER T,1
MYLOPOULOS MI,METZINGER T,1
PANTANI M,METZINGER T,1
PERERA R,METZINGER T,1
ROBERTS M,METZINGER T,1
ROROT W,METZINGER T,1
ROSEN MG,METZINGER T,2
SCHLICHT T,METZINGER T,1
SEBASTIAN MA,METZINGER T,1
SLABY J,METZINGER T,1
SLORS M,METZINGER T,2
SPARBY T,METZINGER T,1
SUMMA M,METZINGER T,1
TAYLOR JG,METZINGER T,1
TRAFFORD J,METZINGER T,1
VICENTE A,METZINGER T,1
VOGD W,METZINGER T,1
VOROS S,METZINGER T,2
WINDT JM,METZINGER T,1
ZAHAVI D,METZINGER T,2
MEUNIER JP,MEUNIER J,2
SCHULTZ CKN,MEUNIER J,1
SOBCHACK V,MEUNIER J,1
JANOUSEK H,MEYER E,1
MILDENBERG A,MEYER E,1
BOWDEN H,MEYER J,1
ILUNDAIN-AGURRUZA J,MEYER J,1
MATHISON J,MEYER J,1
PANTANI M,MEYER K,1
VINCINI S,MEYER K,1
WALDENFELS B,MEYER K,1
ANGELINO L,MEYER L,2
CHRISTENSEN J,MEYER L,1
GOGUEN JA,MEYER L,1
LEVINSON J,MEYER L,2
NEGRETTO E,MEYER L,1
QUESADA D,MEYER L,1
HEFFERNAN G,MEYER S,2
MILDENBERG A,MEYER S,1
ROBINSON K,MEYER S,1
FELDGES T,MEYERDRAWE K,1
LANER I,MEYERDRAWE K,2
SCHALLER K,MEYERDRAWE K,1
GIAMPIERI-DEUTSCH P,MEYERPALMEDO I,1
GODDE G,MEYERPALMEDO I,1
KONG C,MEYERS D,1
LANGLE DE PAZ T,MEYERS D,1
SLORS M,MEYERS D,1
VARGA S,MEYERS D,1
KECK F,MEYERSON E,1
WILL F,MEYERSON E,1
HOFFDING S,MEYNEN G,1
LICCIONE D,MEYNEN G,1
GUBSER M,MEZEI B,1
MEZEI BM,MEZEI B,2
SZALAY M,MEZEI B,1
ULATOWSKI J,MEZEI B,1
VARGA PA,MEZEI B,1
CAVALETTI F,MEZEY A,1
MOSKALEWICZ M,MEZEY A,1
DONNIKOVA IA,MEZHUEV V,1
MUERBERG II,MEZHUEV V,1
D'ADDELFIO G,MEZIROW J,1
MATHISON J,MEZIROW J,2
FULFORD KB,MEZZICH J,1
SHOLOKHOVA S,MEZZICH J,1
FERNANDEZ AV,MICALI S,1
LACIAK P,MICALI S,1
MICALI S,MICALI S,3
MORAN D,MICALI S,1
SUMMA M,MICALI S,2
BOELLA L,MICHAEL J,1
CIAUNICA A,MICHAEL J,1
MUSHOLT K,MICHAEL J,1
SALICE A,MICHAEL J,1
SALMELA M,MICHAEL J,1
VINCINI S,MICHAEL J,1
WINDT JM,MICHAEL J,1
KIM TH,MICHAEL L,1
KIROVA A,MICHAEL L,1
BHARGAVA R,MICHAEL S,1
CAREL H,MICHAEL S,1
GREGOR B,MICHAEL S,1
FUCHS T,MICHAELS C,1
JORBA M,MICHAELS C,1
SHANON B,MICHAELS C,1
KRONSTED C,MICHALAK J,1
MICALI S,MICHALAK J,1
CIZEWSKA-MARTYNSKA E,MICHALSKI K,1
ELDRIDGE P,MICHALSKI K,1
PLOTKA W,MICHALSKI K,3
HIRANO T,MICHALSKI M,1
SLAMA P,MICHALSKI M,1
STUNKEL KM,MICHALSKI M,1
DEPRAZ N,MICHARD P,2
DUQUE JCM,MICHAUD Y,3
MONSEU N,MICHAUD Y,1
PAPUC I,MICHAUD Y,1
DUVAL R,MICHAUX H,1
SHANON B,MICHAUX H,1
SVEC O,MICHAUX H,1
MICHEL B,MICHEL B,2
DALISSIER M,MICHEL D,1
GLEONEC A,MICHEL D,1
SPIEGEL GM,MICHEL D,1
GLEONEC A,MICHEL H,1
HARDING B,MICHEL H,1
ASCARATE L,MICHEL J,1
CAPUTO A,MICHEL J,2
DAVIDSON S,MICHEL J,1
DIERCKXSENS G,MICHEL J,2
GARFITT T,MICHEL J,1
GOLDENSTEIN C,MICHEL J,1
GREGOR B,MICHEL J,1
MALET PM,MICHEL J,1
PICARDI R,MICHEL J,1
CHRISTENSEN J,MICHELFELDER D,1
DAVIDSON S,MICHELFELDER D,1
DORFLER T,MICHELFELDER D,1
EVINK E,MICHELFELDER D,1
MICKEVICIUS A,MICHELFELDER D,1
TERZI P,MICHELFELDER D,1
RUIZ-MIRAZO K,MICHOD R,2
ALBERTAZZI L,MICHOTTE A,3
BLOK V,MICHOTTE A,1
BRIEDIS M,MICHOTTE A,3
CALI C,MICHOTTE A,1
DI BONA E,MICHOTTE A,1
HAGGARD P,MICHOTTE A,1
NAHMIAS E,MICHOTTE A,1
ROELOFS L,MICHOTTE A,1
VARGA S,MICHOTTE A,1
WALSH PJ,MICHOTTE A,1
MEUNIER JP,MICHOTTE V,1
SOBCHACK V,MICHOTTE V,1
CARROCCIO A,MICKEL C,1
PAPE C,MICKEL C,1
MICKEVICIUS A,MICKEVICIUS A,2
SVERDIOLAS A,MICKEVICIUS A,1
BESSMEL'TSEVA O,MICKUNAS A,1
DALIUS J,MICKUNAS A,1
DAUJOTYTE-PAKERIENE V,MICKUNAS A,1
DEPRAZ N,MICKUNAS A,1
DONSKIS L,MICKUNAS A,1
GUTAUSKAS M,MICKUNAS A,2
JONKUS D,MICKUNAS A,3
JUZEFOVIC A,MICKUNAS A,2
KACERAUSKAS T,MICKUNAS A,1
SALDUKAITYTE J,MICKUNAS A,2
SVERDIOLAS A,MICKUNAS A,3
ASHLEY MA,MIDGLEY M,1
PAPUC I,MIDGLEY M,1
SKILLEN A,MIDGLEY M,1
TOADVINE T,MIDGLEY M,1
INVERSO HG,MIETTINEN T,1
LIPTAK M,MIETTINEN T,1
MIETTINEN T,MIETTINEN T,1
OKSALA J,MIETTINEN T,1
PETRANOVICH S,MIETTINEN T,1
RUMP J,MIETTINEN T,1
SZANTO T,MIETTINEN T,1
MIGNOLO WD,MIGNOLO W,4
VALLEGA AA,MIGNOLO W,1
MIKA C,MIKA C,2
AFANASOV NB,MIKESHINA L,1
KUZNETSOVA NI,MIKESHINA L,1
MICKESHINA LA,MIKESHINA L,1
BLAUBERG II,MIKHAILOV I,1
MAKUROVA AV,MIKHAILOV I,1
DALY A,MIKKOLA M,1
MIGLIO N,MIKKOLA M,1
DALISSIER M,MIKLOS V,1
JIMENEZ JMR,MIKLOS V,2
ALVIS JW,MILBANK J,1
ANDRUS G,MILBANK J,1
ARBOLEDA-MORA C,MILBANK J,1
COLLINS A,MILBANK J,1
GSCHWANDTNER CM,MILBANK J,1
HARDY JS,MILBANK J,1
LAUER C,MILBANK J,1
LAWELL D,MILBANK J,1
MURCHADHA FO,MILBANK J,2
O'LEARY JS,MILBANK J,1
PREVOT AL,MILBANK J,1
RIVERA JM,MILBANK J,1
RYNDIN D,MILBANK J,2
SANTANA WJ,MILBANK J,1
TURKIS ME,MILBANK J,1
WARDLEY KJ,MILBANK J,2
BARANOVSKAJA I,MILERIUS N,1
JUZEFOVIC A,MILERIUS N,1
STASIULIS N,MILERIUS N,1
PACHERIE E,MILES L,1
POKROPSKI M,MILES L,1
SALMELA M,MILES L,1
STEVEN MM,MILES L,1
FRECHETTE G,MILKOV N,1
MAC CUMHAILL C,MILKOV N,1
MORALES LAC,MILKOV N,1
VRAHIMIS A,MILKOV N,2
AUDI R,MILL J,1
BRAMBLE B,MILL J,1
CONKLIN W,MILL J,1
CONWAY MA,MILL J,1
DE LERNER RRP,MILL J,2
DEERY O,MILL J,1
DOUGHERTY CJ,MILL J,1
GEIGER M,MILL J,1
HAJIME T,MILL J,1
LANFREDINI R,MILL J,1
MAGRI E,MILL J,1
MARCELO JH,MILL J,1
MURAWSKI R,MILL J,1
PLOTKA W,MILL J,1
ROELOFS L,MILL J,1
SATKAUSKAS I,MILL J,1
SEEBOHM TM,MILL J,1
SMITH J,MILL J,1
URBAN P,MILL J,1
ACOSTA M,MILLANPUELLES A,1
BROTHERTON J,MILLANPUELLES A,1
ESCANDELL JJ,MILLANPUELLES A,2
GOMEZ MR,MILLANPUELLES A,1
SANCHEZ-MIGALLON S,MILLANPUELLES A,1
SEIFERT J,MILLANPUELLES A,2
ZORROZA MI,MILLANPUELLES A,1
CAVEDON-TAYLOR D,MILLAR A,1
DI BONA E,MILLAR A,1
DOKIC J,MILLAR A,1
POSLAJKO K,MILLAR A,1
SCHELLENBERG S,MILLAR A,2
SMITH J,MILLAR A,1
DEMIRCIOGLU E,MILLAR B,1
GOW L,MILLAR B,1
LANGSAM H,MILLAR B,1
MILLAR B,MILLAR B,1
NIIKAWA T,MILLAR B,1
WALSH PJ,MILLAR B,1
ANDERSEN N,MILLER A,1
BACHEV M,MILLER A,1
BATES JA,MILLER A,2
COLLETTI L,MILLER A,1
DONOUGHO M,MILLER A,1
FOSHAY R,MILLER A,1
GEORGIOU AKA,MILLER A,1
KAIN PJ,MILLER A,1
KASPAR D,MILLER A,1
LUMSDEN S,MILLER A,1
MCCUMBER J,MILLER A,1
MILLER A,MILLER A,1
POSLAJKO K,MILLER A,1
POTRC M,MILLER A,1
RATCLIFFE M,MILLER A,1
RUSSON JE,MILLER A,1
SUAREZ AG,MILLER A,2
VAN DER LUFT E,MILLER A,1
WEINER SE,MILLER A,1
WESTPHAL KR,MILLER A,1
MORLEY J,MILLER B,1
WERNER K,MILLER B,1
DINCOVICI A,MILLER D,1
FINN VK,MILLER D,1
FOLKMANN MN,MILLER D,1
KRIEGEL U,MILLER D,1
MONTEMAYOR C,MILLER D,1
MUERBERG II,MILLER D,1
SCHUBBACH A,MILLER D,1
WEALE A,MILLER D,1
ZOLLER D,MILLER D,1
BURKE MM,MILLER E,1
FROST CJ,MILLER E,1
LAWLOR L,MILLER E,1
MALDONATO M,MILLER E,1
REID HG,MILLER E,1
SEBASTIAN MA,MILLER E,1
STAUDIGL M,MILLER E,1
CASTRODEZA C,MILLER G,1
CRIPPEN M,MILLER G,1
DORDEVIC TS,MILLER G,1
EVANS F,MILLER G,2
FROESE T,MILLER G,1
MANGAN B,MILLER G,1
RASHED MA,MILLER G,1
SCHIAVIO A,MILLER G,1
