Source,Target,Weight
BOWER M,FUCHS T,2
BRINCK I,FUCHS T,2
BUONGIORNO F,FUCHS T,1
BUTNARU D,FUCHS T,1
CALDWELL C,FUCHS T,1
CAPEK J,FUCHS T,1
CAVALETTI F,FUCHS T,1
CIAUNICA A,FUCHS T,1
CUTTING J,FUCHS T,1
DE BRUIN LC,FUCHS T,1
DE HAAN S,FUCHS T,1
DE JAEGHER H,FUCHS T,2
DE JESUS P,FUCHS T,1
DOERR-ZEGERS O,FUCHS T,1
DORATO M,FUCHS T,1
ELBERFELD R,FUCHS T,1
FERNANDEZ AV,FUCHS T,3
FERNANDEZ VELASCO P,FUCHS T,1
FIGUEIRA ML,FUCHS T,1
FROESE T,FUCHS T,3
FUCHS T,FUCHS T,10
GAITSCH P,FUCHS T,2
GASPARYAN DE,FUCHS T,1
GIAMPIERI-DEUTSCH P,FUCHS T,1
GIERSCH A,FUCHS T,1
GODDE G,FUCHS T,1
GROHMANN T,FUCHS T,2
HE J,FUCHS T,2
HENRIKSEN MG,FUCHS T,1
HOFFDING S,FUCHS T,1
HUTH M,FUCHS T,2
INGERSLEV LR,FUCHS T,1
JACOBS K,FUCHS T,1
JELSCHA S,FUCHS T,1
KEE H,FUCHS T,1
KEMP R,FUCHS T,1
KLUCK S,FUCHS T,1
KOSTER A,FUCHS T,1
KOUBOVA A,FUCHS T,1
KOZYREVA A,FUCHS T,1
KRUEGER J,FUCHS T,1
KUHN R,FUCHS T,1
KUSTERS W,FUCHS T,1
KYSELO M,FUCHS T,1
LAZIC D,FUCHS T,1
LEE NI,FUCHS T,1
LIN E,FUCHS T,1
MICALI S,FUCHS T,3
MIGLIO N,FUCHS T,1
MISHARA AL,FUCHS T,1
MITCHELL D,FUCHS T,2
MORAN D,FUCHS T,1
MOSKALEWICZ M,FUCHS T,4
MOVAHEDI H,FUCHS T,1
MUSHOLT K,FUCHS T,1
NITSCHE M,FUCHS T,1
NORENBERG H,FUCHS T,1
OLIVIER A,FUCHS T,1
OLLAGNIER-BELDAME M,FUCHS T,1
OULIS P,FUCHS T,1
OWEN GS,FUCHS T,1
PUGLIESE A,FUCHS T,1
QAUROONI D,FUCHS T,1
RADDEN J,FUCHS T,1
RATCLIFFE M,FUCHS T,4
RINOFNER-KREIDL S,FUCHS T,1
ROUSSE BS,FUCHS T,1
SASS L,FUCHS T,2
SASS LA,FUCHS T,2
SCHMITZ H,FUCHS T,1
SETTINERI S,FUCHS T,2
SHOLOKHOVA S,FUCHS T,3
SIEROKA N,FUCHS T,1
SMILJANIC D,FUCHS T,1
SPAULDING S,FUCHS T,1
STANGHELLINI G,FUCHS T,1
STEPHENSEN H,FUCHS T,1
SUMMA M,FUCHS T,6
SVENAEUS F,FUCHS T,3
TAMELINI MG,FUCHS T,3
TANAKA S,FUCHS T,1
THOMA S,FUCHS T,1
TRCKA N,FUCHS T,2
TROUBE S,FUCHS T,1
URBAN P,FUCHS T,1
VALENZUELA-MOGUILLANSKY C,FUCHS T,1
VALINSKAITE V,FUCHS T,1
VAN DUPPEN Z,FUCHS T,4
VAN GRUNSVEN J,FUCHS T,1
VASTERLING V,FUCHS T,1
VON KALCKREUTH M,FUCHS T,1
WEHRLE M,FUCHS T,1
WHITMOYER K,FUCHS T,1
WILLIAMS H,FUCHS T,1
YAMPOLSKAYA A,FUCHS T,1
ZAHAVI D,FUCHS T,1
ALBERTAZZI L,FUCHS W,1
BRISART R,FUCHS W,1
DE SANTIS D,FUCHS W,1
GHIGI N,FUCHS W,1
KULE M,FUCHS W,1
MACLAREN K,FUCHS W,1
ARSTILA V,FUGELSANG J,1
MCDERMOTT D,FUGELSANG J,1
FUGLSETH K,FUGLSETH K,1
HIMANKA J,FUGLSETH K,1
CHEPURIN KV,FUKO M,1
DYAKOV AV,FUKO M,1
LAZIC D,FUKO M,1
RUTKEVICH AM,FUKO M,1
SHCHAVELOV AS,FUKO M,1
SKYRTACH VM,FUKO M,1
VLASOVA OA,FUKO M,1
HOFFMANN TS,FUKUYAMA F,1
KLEIN RA,FUKUYAMA F,1
MURRAY SJ,FUKUYAMA F,1
PETRANOVICH S,FUKUYAMA F,1
SMYTH B,FUKUYAMA F,1
THOMSON I,FUKUYAMA F,1
TUNON AH,FUKUYAMA F,1
WILSON G,FUKUYAMA F,1
CECCHINATO G,FULDA H,1
EMUNDTS D,FULDA H,1
FORSTER W,FULDA H,1
MENDOLA G,FULDA H,1
MILLS NG,FULDA H,2
RICHLI U,FULDA H,1
SCHUBBACH A,FULDA H,1
SCHUHMANN K,FULDA H,1
SORENSEN A,FULDA H,1
STEWARD J,FULDA H,1
TUFANO G,FULDA H,1
ARAGONA M,FULFORD K,1
BROOME MR,FULFORD K,1
CAREL H,FULFORD K,1
CELY FE,FULFORD K,1
FULFORD KB,FULFORD K,3
HAWTHORNE SCC,FULFORD K,1
MAUNG HH,FULFORD K,1
OULIS P,FULFORD K,1
SHOLOKHOVA S,FULFORD K,1
TROUBE S,FULFORD K,1
FULKA J,FULKA J,1
KOUBOVA A,FULKA J,1
NOVOTNY K,FULKA J,1
URBAN P,FULKA J,1
VYDROVA J,FULKA J,1
CHENG T,FULKERSON M,1
REILAND I,FULKERSON M,1
DALY A,FULLBROOK E,1
MCWEENY J,FULLBROOK E,2
GIBBS P,FULLER A,1
MCINTOSH D,FULLER A,1
HAMRICK WS,FULLER L,2
SKOUSGAARD S,FULLER L,1
BOURGET D,FULLER S,1
BYKOV E,FULLER S,1
GANSON T,FULLER S,1
HALADEWICZ-GRZELAK M,FULLER S,1
KORALUS P,FULLER S,1
OLIVEIRA R,FULLER S,1
RUSSELL M,FULTNER B,1
WRATHALL MA,FULTNER B,1
FUMAGALLI S,FUMAGALLI S,1
QUEPONS I,FUMAGALLI S,1
KOKSVIK O,FUMERTON R,1
PETERSON J,FUMERTON R,2
WILTSCHE HA,FUMERTON R,1
YONG P,FUMERTON R,1
BARUCH S,FUNKE G,1
BEHNKE EA,FUNKE G,2
CAVALLARO M,FUNKE G,1
CROWELL SG,FUNKE G,1
DE SANTIS D,FUNKE G,1
FUGALI E,FUNKE G,1
FUNKE G,FUNKE G,2
GHIGI N,FUNKE G,1
GRAHOVAC V,FUNKE G,1
LUFT S,FUNKE G,2
MALL RA,FUNKE G,1
MOHANTY JN,FUNKE G,1
MORAN D,FUNKE G,1
ORTH EW,FUNKE G,1
PATOCKA J,FUNKE G,1
SEPP HR,FUNKE G,1
SIVAK J,FUNKE G,1
ZHANG W,FUNKE G,1
MARAMBIO JTA,FUNKHOUSER E,1
PETERSON J,FUNKHOUSER E,1
FLYNN B,FURET F,1
GRONDIN J,FURET F,1
OGAWA T,FURET F,1
FURST M,FURST M,1
LEHRER K,FURST M,1
PRASERES JS,FURTADO L,1
SOUTO SS,FURTADO L,1
MAIESE M,FURTAK R,1
STOKES P,FURTAK R,3
MURAWSKI R,FUSON K,1
WOELERT P,FUSON K,1
MIGLIO N,FUSS D,1
SLATMAN J,FUSS D,1
YANCY G,FUSS D,1
FUCHS T,FUSTER J,1
MONSERRAT J,FUSTER J,1
SEBASTIAN MA,FUSTER J,3
STEVEN MM,FUSTER J,1
NAKHUTSRISHVILI L,FYNSK C,1
SUCHAREK P,FYNSK C,1
ESCUDERO JA,GABAS R,1
RUIZ AM,GABAS R,1
SHOLOKHOVA S,GABBARD G,2
HERBERT GB,GABBEY A,1
KVASZ L,GABBEY A,2
BESOLI S,GABEL M,1
DUQUE CAL,GABEL M,1
WALDENFELS B,GABEL M,1
ARBOLEDA-MORA C,GABELLIERI E,1
GABELLIERI E,GABELLIERI E,1
JIMENEZ JMR,GABELLIERI E,2
MALET PM,GABELLIERI E,1
MCCULLOUGH L,GABELLIERI E,1
RICARD MA,GABELLIERI E,1
BAPTIST G,GABLER G,1
SCHUHMANN K,GABLER G,1
SOBOTKA M,GABLER G,1
NOPPEN PF,GABORIAU F,1
SAVIAN J,GABORIAU F,1
GRATTAN-GUINNESS I,GABRIEL G,1
LUCHTE J,GABRIEL G,1
NELSON ES,GABRIEL G,1
TEXTOR M,GABRIEL G,1
ARNOLD T,GABRIEL M,1
ASSALONE E,GABRIEL M,1
COBIAN MTR,GABRIEL M,1
CONILL J,GABRIEL M,1
CROWELL S,GABRIEL M,1
DEWS P,GABRIEL M,1
GUARDIOLA JG,GABRIEL M,1
LICHTENTHALER S,GABRIEL M,1
LOSONCZ M,GABRIEL M,1
ROMER I,GABRIEL M,1
SCHNELL A,GABRIEL M,2
STREUBEL T,GABRIEL M,1
CLARK T,GADAMER,1
DAHL E,GADAMER,1
EVINK E,GADAMER,1
GREGOR B,GADAMER,1
GUZMAN CR,GADAMER,1
KOMEL D,GADAMER,1
SHEEHAN TJ,GADAMER,1
STRUYKERBOUDIER C,GADAMER,1
VESSEY D,GADAMER,1
COSTELLOE TM,GADAMER G,1
CROWELL SG,GADAMER G,1
HROCH J,GADAMER G,1
KUZNETSOVA NI,GADAMER G,1
AFLOROAEI S,GADAMER H,1
AHO K,GADAMER H,1
ALTMAN M,GADAMER H,1
ALVIN JW,GADAMER H,1
ARANDATORRES C,GADAMER H,1
ARGUELLES-FERNANDEZ G,GADAMER H,1
ARTEMENKO N,GADAMER H,2
ARTEMENKO NA,GADAMER H,1
BAERT P,GADAMER H,1
BARBA-KAY A,GADAMER H,1
BAYEROVA M,GADAMER H,1
BECH JM,GADAMER H,2
BECKER MA,GADAMER H,1
BENAYAS LF,GADAMER H,2
BENSON BE,GADAMER H,2
BERNASCONI R,GADAMER H,2
BEUCHOT M,GADAMER H,1
BOUYER GC,GADAMER H,1
BOZIC A,GADAMER H,3
BRIER S,GADAMER H,1
BURCH MI,GADAMER H,1
BURKE VI,GADAMER H,1
CAI WJ,GADAMER H,1
CAI XY,GADAMER H,1
CAMILLERI S,GADAMER H,1
CAPUTO JD,GADAMER H,1
CASTRO SJ,GADAMER H,1
CECCHI D,GADAMER H,1
CERBONE DR,GADAMER H,1
CHARLAND M,GADAMER H,2
CHELSTROM E,GADAMER H,1
CHEN Y,GADAMER H,1
CHESTANOV RZ,GADAMER H,1
CHIAPPE AA,GADAMER H,1
CHIEREGHIN F,GADAMER H,1
CHILLON JM,GADAMER H,2
CHOI KS,GADAMER H,1
CHRISTENSEN J,GADAMER H,4
CIBULKA J,GADAMER H,4
CLARK JO,GADAMER H,1
COBBEN P,GADAMER H,1
COLLEDGE RJ,GADAMER H,1
CONILL J,GADAMER H,1
CORA G,GADAMER H,2
COSTA SAD,GADAMER H,1
CRISTALDI G,GADAMER H,1
CROWELL S,GADAMER H,3
D'ADDELFIO G,GADAMER H,1
DAHL DE,GADAMER H,1
DAHL E,GADAMER H,2
DASTUR F,GADAMER H,1
DAVIA C,GADAMER H,3
DE LARA F,GADAMER H,1
DE WARREN N,GADAMER H,1
DELAY S,GADAMER H,1
DELIC Z,GADAMER H,1
DEMMERLING C,GADAMER H,1
DI CESARE D,GADAMER H,2
DINKINS CS,GADAMER H,1
DORFLER T,GADAMER H,1
DRAPER MR,GADAMER H,1
DURD'OVIC M,GADAMER H,2
EMBREE L,GADAMER H,1
ENCHEV K,GADAMER H,1
ENGELLAND C,GADAMER H,3
ESCUDERO JA,GADAMER H,4
EVINK E,GADAMER H,1
FAGNIEZ G,GADAMER H,1
FAIR H,GADAMER H,1
FALQUE E,GADAMER H,1
FERENCZ-FLATZ C,GADAMER H,1
FERNANDES CCD,GADAMER H,1
FERNANDEZ AV,GADAMER H,1
FERRARI M,GADAMER H,1
FERRER G,GADAMER H,1
FERRER RG,GADAMER H,1
FIELD JC,GADAMER H,1
FIGAL G,GADAMER H,2
FINLAY L,GADAMER H,1
FISCHER FD,GADAMER H,2
FORSTER W,GADAMER H,1
FRANCISC O,GADAMER H,1
FROST CJ,GADAMER H,1
FUENTE-ALBA F,GADAMER H,1
FUNKE G,GADAMER H,1
GENIUSAS S,GADAMER H,1
GEORGAKIS T,GADAMER H,1
GERL-FALKOVITZ HB,GADAMER H,1
GIBBS P,GADAMER H,1
GIER NF,GADAMER H,1
GINEV D,GADAMER H,1
GJESDAL K,GADAMER H,2
GRINTER A,GADAMER H,1
GRON A,GADAMER H,1
GRONDIN J,GADAMER H,2
GUILLEN GV,GADAMER H,1
GUTAUSKAS M,GADAMER H,2
GUTIERREZ POZO A,GADAMER H,1
HACKETT JE,GADAMER H,1
HAINIC C,GADAMER H,1
HANS JS,GADAMER H,1
HART JG,GADAMER H,1
HAVERKAMP A,GADAMER H,1
HEELAN PA,GADAMER H,1
HEFFERNAN G,GADAMER H,3
HELENIUS T,GADAMER H,1
HENRIKSEN MG,GADAMER H,1
HENRIKSSON C,GADAMER H,2
HERSCH EL,GADAMER H,1
HONRUBIA AD,GADAMER H,1
HOTTOIS G,GADAMER H,1
HOWARD P,GADAMER H,1
HROCH J,GADAMER H,1
INISHEV I,GADAMER H,1
INVERSO HG,GADAMER H,2
IONEL L,GADAMER H,1
JAMME C,GADAMER H,1
JARAN F,GADAMER H,1
JORGENSEN D,GADAMER H,1
KACERAUSKAS T,GADAMER H,2
KAEHLER KE,GADAMER H,1
KALE G,GADAMER H,1
KIMMERLE H,GADAMER H,1
KIRKLAND SD,GADAMER H,1
KIROVA A,GADAMER H,1
KISSEL T,GADAMER H,1
KOBE Z,GADAMER H,1
KOMEL D,GADAMER H,3
KONCHAK W,GADAMER H,1
KRUGER HP,GADAMER H,1
KULIKOV S,GADAMER H,1
KUZNETSOV VG,GADAMER H,1
LANGBEHN C,GADAMER H,2
LAUER C,GADAMER H,1
LAWLOR L,GADAMER H,1
LAZIC D,GADAMER H,1
LEBECH M,GADAMER H,2
LEDER A,GADAMER H,1
LICHEV V,GADAMER H,1
LICHTENTHALER S,GADAMER H,1
LIEBSCH B,GADAMER H,1
LIMA DD,GADAMER H,1
LINHARES JC,GADAMER H,1
LOEVY K,GADAMER H,1
LOEWEN GV,GADAMER H,1
LORELLE P,GADAMER H,1
LOTZ C,GADAMER H,1
LUFT S,GADAMER H,1
LUH JJ,GADAMER H,1
LUNA J,GADAMER H,2
MACAVOY L,GADAMER H,1
MAGGINI G,GADAMER H,1
MAKUROVA AV,GADAMER H,1
MALL RA,GADAMER H,1
MANZI R,GADAMER H,2
MARINO S,GADAMER H,1
MARSH JI,GADAMER H,1
MARSH JL,GADAMER H,3
MARTINI RMF,GADAMER H,1
MCGUIRK J,GADAMER H,1
MCINNES B,GADAMER H,1
MCINTOSH D,GADAMER H,1
MENGA FG,GADAMER H,1
MERAZ FA,GADAMER H,1
MERTENS K,GADAMER H,1
MEYER M,GADAMER H,1
MICHELOW D,GADAMER H,1
MICKEVICIUS A,GADAMER H,6
MONGE JMF,GADAMER H,2
MORAN D,GADAMER H,2
MORATALLA TD,GADAMER H,1
MORRIS D,GADAMER H,1
MORRIS M,GADAMER H,1
MOTROSHILOVA NV,GADAMER H,1
NELSON ES,GADAMER H,1
NEUHOUSER F,GADAMER H,1
NEUMANN H,GADAMER H,1
NEWBERRY AM,GADAMER H,2
NEWELL WR,GADAMER H,1
NG CI,GADAMER H,1
O'CONNOR B,GADAMER H,1
O'MURCHADHA F,GADAMER H,1
OCAY J,GADAMER H,1
OTT H,GADAMER H,1
OVERGAARD S,GADAMER H,1
PAPUC I,GADAMER H,1
PAUZA M,GADAMER H,1
PEREGO V,GADAMER H,2
PERINAN JJG,GADAMER H,1
PERKINS PA,GADAMER H,2
PICARDI R,GADAMER H,1
PIRC G,GADAMER H,1
PLOTKA W,GADAMER H,1
POREE J,GADAMER H,1
POTTER BD,GADAMER H,2
POZO AG,GADAMER H,2
RADINKOVIC Z,GADAMER H,1
RAE G,GADAMER H,1
RAGA AS,GADAMER H,1
RAMOS MI,GADAMER H,1
REY S,GADAMER H,1
RICARD MA,GADAMER H,1
RICCI GR,GADAMER H,1
RICOEUR P,GADAMER H,1
RISSER J,GADAMER H,3
ROBITAILLE M,GADAMER H,1
ROGGERO JL,GADAMER H,3
ROMANO C,GADAMER H,1
ROPERO NE,GADAMER H,5
ROUSSE BS,GADAMER H,3
RUIZ AM,GADAMER H,1
RUIZ EF,GADAMER H,1
RUSSON JE,GADAMER H,1
SAENZ MCL,GADAMER H,4
SAEVI T,GADAMER H,2
SAITO Y,GADAMER H,1
SAMPAIO LANPC,GADAMER H,1
SANCHEZ CA,GADAMER H,1
SARAGA M,GADAMER H,1
SASS LA,GADAMER H,1
SAVIN A,GADAMER H,1
SCHALOW F,GADAMER H,3
SCHEIDEGGER J,GADAMER H,1
SCULT A,GADAMER H,1
SEGEV A,GADAMER H,1
SEIGFRIED H,GADAMER H,1
SMITH JKA,GADAMER H,1
SOKOLOWSKI R,GADAMER H,1
SORENSEN A,GADAMER H,1
SPARROW T,GADAMER H,1
SPITZER C,GADAMER H,1
STEEVES HP,GADAMER H,1
STEFANESCU D,GADAMER H,1
STICKER M,GADAMER H,1
STIVIC S,GADAMER H,1
STOKES P,GADAMER H,2
STRAWSER M,GADAMER H,1
SUAREZ LPR,GADAMER H,1
SVENAEUS F,GADAMER H,1
SWAZO N,GADAMER H,1
TALIA W,GADAMER H,1
TENGELYI L,GADAMER H,1
THERIEN C,GADAMER H,3
TORO-AREVALO S,GADAMER H,1
TORRALBO AP,GADAMER H,1
TRATTER AMD,GADAMER H,1
TRIZIO E,GADAMER H,1
TURKIS ME,GADAMER H,1
TYMAN S,GADAMER H,1
VAN DER SCHYFF DB,GADAMER H,1
VAN MANEN M,GADAMER H,1
VANNATTA S,GADAMER H,1
VANZAGO L,GADAMER H,3
VASTERLING V,GADAMER H,1
VESSEY D,GADAMER H,1
WALDENFELS B,GADAMER H,3
WERTZ FJ,GADAMER H,1
WISCHKE M,GADAMER H,2
WLADIKA M,GADAMER H,1
WRATHALL MA,GADAMER H,2
WRETZEL JI,GADAMER H,1
WU R,GADAMER H,1
WU ZD,GADAMER H,1
WUNENBURGER JJ,GADAMER H,1
YAHALOM J,GADAMER H,1
YATES C,GADAMER H,1
ZAHAVI D,GADAMER H,2
ZERVAN M,GADAMER H,1
ZHANG W,GADAMER H,1
HAUSER K,GADD K,2
LLORENTE J,GAGNON R,1
MEANA DIR,GAGNON R,1
GAHRN-ANDERSEN R,GAHRNANDERSEN R,1
KEE H,GAHRNANDERSEN R,1
BLAUBERG II,GAIDENKO P,1
GERASIMOVA I,GAIDENKO P,1
KARPENKO I,GAIDENKO P,1
KRIOUKOV AN,GAIDENKO P,1
BARIZZA A,GAIFFI F,1
GIAMBASTIANI V,GAIFFI F,1
DAHL E,GAIGER J,1
SIMONITI V,GAIGER J,1
STOKES P,GAITA R,1
WILTSCHE HA,GAITA R,1
WYNN M,GAITA R,2
PLOTKA W,GALAROWICZ J,2
DE JAEGHER H,GALBUSERA L,1
KRONSTED C,GALBUSERA L,1
TAMELINI MG,GALBUSERA L,1
THOMA S,GALBUSERA L,1
HOWIE G,GALE R,1
KUSTERS W,GALE R,2
PROSSER S,GALE R,1
WEIDENBAUM J,GALE R,1
WILLIAMS C,GALE R,1
WILTSCHE HA,GALE R,1
DA SILVA JJ,GALILEI G,1
GEORGIOU AKA,GALILEI G,1
JOYCE R,GALILEI G,1
KVASZ L,GALILEI G,4
LERNER RRP,GALILEI G,2
PALMIERI P,GALILEI G,1
SALIN A,GALILEI G,1
SOFFER G,GALILEI G,1
VESSEY D,GALILEI G,1
ZIEGLER RH,GALILEI G,1
HENRY M,GALILEO,1
SINHA D,GALILEO,1
DE NATOLE D,GALIMBERTI U,1
FRANCESCONI D,GALIMBERTI U,1
MARINO S,GALIMBERTI U,1
PAVAN C,GALIMBERTI U,1
BASSO E,GALISON P,1
BERAN O,GALISON P,1
FERRARI M,GALISON P,1
WEIK E,GALISON P,1
BLOK V,GALL R,1
LOHT S,GALL R,1
CHENG T,GALLACE A,1
CIAUNICA A,GALLACE A,1
LIBERATI N,GALLACE A,1
REYNOLDS J,GALLAGHER D,1
VELMANS M,GALLAGHER D,1
GALLAGHER S,GALLAGHER K,1
REYNOLDS J,GALLAGHER K,1
VENTURINHA N,GALLAGHER K,1
ALDERSON-DAY B,GALLAGHER S,1
ALKSNIS N,GALLAGHER S,1
ALLOA E,GALLAGHER S,2
ALMADA LF,GALLAGHER S,1
ANGELINO L,GALLAGHER S,1
ARANYOSI I,GALLAGHER S,1
ARMEZZANI M,GALLAGHER S,1
ARSTILA V,GALLAGHER S,1
ARTEMENKO N,GALLAGHER S,1
ASTOBIZA AM,GALLAGHER S,1
BADER O,GALLAGHER S,1
BANICK K,GALLAGHER S,1
BARKER JM,GALLAGHER S,1
BEATON M,GALLAGHER S,1
BEHNKE EA,GALLAGHER S,1
BELT J,GALLAGHER S,2
BELZEAUX R,GALLAGHER S,1
BERENDZEN JC,GALLAGHER S,1
BIUSO AG,GALLAGHER S,1
BIZZARI V,GALLAGHER S,2
BLOMBERG J,GALLAGHER S,2
BOELLA L,GALLAGHER S,1
BORTOLAN A,GALLAGHER S,1
BORTOLOTTI L,GALLAGHER S,1
BOWER M,GALLAGHER S,4
BOYLE N,GALLAGHER S,1
BRADDOCK G,GALLAGHER S,1
BREDLAU S,GALLAGHER S,1
BREYER T,GALLAGHER S,1
BRIEDIS M,GALLAGHER S,2
BRINCK I,GALLAGHER S,1
BROWN MW,GALLAGHER S,1
BURCH M,GALLAGHER S,1
BUTNARU D,GALLAGHER S,1
CANAS PM,GALLAGHER S,1
CAPPUCCIO M,GALLAGHER S,1
CAREL H,GALLAGHER S,3
CARRUTHERS G,GALLAGHER S,2
CASCELLI M,GALLAGHER S,1
CELY FE,GALLAGHER S,1
CESCON E,GALLAGHER S,1
CHADHA M,GALLAGHER S,2
CHAMPAGNE M,GALLAGHER S,3
CHELSTROM E,GALLAGHER S,1
CHENG T,GALLAGHER S,1
CIAUNICA A,GALLAGHER S,1
CLARK JO,GALLAGHER S,1
COLOMBETTI G,GALLAGHER S,1
CONAILL DO,GALLAGHER S,1
COSERU C,GALLAGHER S,2
CROWTHER P,GALLAGHER S,2
DALY A,GALLAGHER S,1
DE BRUIN LC,GALLAGHER S,1
DE HAAN S,GALLAGHER S,1
DE HARO AS,GALLAGHER S,1
DE JAEGHER H,GALLAGHER S,1
DE JESUS P,GALLAGHER S,1
DE LERNER RRP,GALLAGHER S,1
DE PINEDO M,GALLAGHER S,1
DE VECCHI F,GALLAGHER S,1
DE VIGNEMONT F,GALLAGHER S,1
DEL ROSAL FI,GALLAGHER S,1
DEPRAZ N,GALLAGHER S,2
DESOUZA N,GALLAGHER S,1
DIERCKXSENS G,GALLAGHER S,1
DIMKOV P,GALLAGHER S,1
DINCOVICI A,GALLAGHER S,1
DOLEZAL L,GALLAGHER S,2
DORATO M,GALLAGHER S,2
DOTOV DG,GALLAGHER S,1
DOYON M,GALLAGHER S,2
ELSBY C,GALLAGHER S,1
FELDGES T,GALLAGHER S,1
FERENCZ-FLATZ C,GALLAGHER S,1
FERNANDEZ AV,GALLAGHER S,2
FEYAERTS J,GALLAGHER S,1
FEYLES M,GALLAGHER S,1
FIGUEIRA ML,GALLAGHER S,1
FOULTIER AP,GALLAGHER S,1
FRANCESCONI D,GALLAGHER S,2
FRECHETTE G,GALLAGHER S,1
FROESE T,GALLAGHER S,7
FUCHS T,GALLAGHER S,4
FUGALI E,GALLAGHER S,1
GAHRN-ANDERSEN R,GALLAGHER S,1
GALIKOVA S,GALLAGHER S,1
GALLAGHER S,GALLAGHER S,9
GARCIA E,GALLAGHER S,1
GASPARYAN DE,GALLAGHER S,2
GENIUIAS S,GALLAGHER S,1
GENIUSAS S,GALLAGHER S,1
GIAMPIERI-DEUTSCH P,GALLAGHER S,2
GILBERT F,GALLAGHER S,1
GIRN M,GALLAGHER S,1
GLAS G,GALLAGHER S,1
GRITTEN A,GALLAGHER S,1
GROHMANN T,GALLAGHER S,1
GROS AE,GALLAGHER S,1
GRUIA IE,GALLAGHER S,1
GRUNBAUM T,GALLAGHER S,2
GUARDIOLA JG,GALLAGHER S,1
GUSMAN S,GALLAGHER S,1
HACKETT JE,GALLAGHER S,1
HART JG,GALLAGHER S,1
HE J,GALLAGHER S,4
HEINAMAA S,GALLAGHER S,1
HEINER BT,GALLAGHER S,1
HERSCH EL,GALLAGHER S,1
HERSCHBACH M,GALLAGHER S,1
HOERL C,GALLAGHER S,1
HOFFDING S,GALLAGHER S,3
HOLUB G,GALLAGHER S,1
HORENSTEIN AB,GALLAGHER S,2
HORGAN T,GALLAGHER S,1
HORVATH L,GALLAGHER S,1
HORWITZ EB,GALLAGHER S,1
HOWELL W,GALLAGHER S,1
ILUNDAIN-AGURRUZA J,GALLAGHER S,2
INKPIN A,GALLAGHER S,1
INVERSO H,GALLAGHER S,1
JACOBSON K,GALLAGHER S,1
JANOUSEK H,GALLAGHER S,1
JANSEN J,GALLAGHER S,2
JARDINE J,GALLAGHER S,2
JELSCHA S,GALLAGHER S,1
JOLA C,GALLAGHER S,1
JORBA M,GALLAGHER S,1
KAISER P,GALLAGHER S,1
KEE H,GALLAGHER S,2
KEMP R,GALLAGHER S,1
KIM TH,GALLAGHER S,1
KON M,GALLAGHER S,1
KRAMER CA,GALLAGHER S,1
KRETSCHEL V,GALLAGHER S,1
KRICHEVETS AN,GALLAGHER S,1
KRONSTED C,GALLAGHER S,1
KRUEGER J,GALLAGHER S,2
KYSELO M,GALLAGHER S,1
LANE T,GALLAGHER S,1
LANER I,GALLAGHER S,1
LAROI F,GALLAGHER S,1
LEMANEK K,GALLAGHER S,1
LEON F,GALLAGHER S,2
LEUNG KW,GALLAGHER S,1
LEVIN K,GALLAGHER S,1
LIBERATI N,GALLAGHER S,4
LIBONATI F,GALLAGHER S,1
LLOYD D,GALLAGHER S,1
LOTZ C,GALLAGHER S,2
LOZANO AFV,GALLAGHER S,1
MACLAREN K,GALLAGHER S,1
MADARY M,GALLAGHER S,2
MALAFOURIS L,GALLAGHER S,1
MALVICA S,GALLAGHER S,1
MARBACH E,GALLAGHER S,1
MARIANI E,GALLAGHER S,1
MARTINSEN B,GALLAGHER S,1
MASI F,GALLAGHER S,1
MATHERNE S,GALLAGHER S,1
MCCURRY J,GALLAGHER S,1
MCDONALD MC,GALLAGHER S,1
MENSCH J,GALLAGHER S,1
MERRITT M,GALLAGHER S,1
MICALI S,GALLAGHER S,2
MIGLIO N,GALLAGHER S,1
MILLIERE R,GALLAGHER S,1
MIROSHNICHENKO MD,GALLAGHER S,1
MISAWA K,GALLAGHER S,1
MISHARA AL,GALLAGHER S,1
MONTEMAYOR C,GALLAGHER S,1
MORAN D,GALLAGHER S,1
MORRIS D,GALLAGHER S,2
MOSKALEWICZ M,GALLAGHER S,2
MULLER RM,GALLAGHER S,1
MURNIK M,GALLAGHER S,1
MUSHOLT K,GALLAGHER S,1
MYLOPOULOS MI,GALLAGHER S,1
NAGEL C,GALLAGHER S,1
NEGRETTO E,GALLAGHER S,1
NIKOLIC O,GALLAGHER S,1
NITSCHE M,GALLAGHER S,1
NORENBERG H,GALLAGHER S,1
O'SHEA JR,GALLAGHER S,1
OLIVIER A,GALLAGHER S,1
ORDONEZ S,GALLAGHER S,1
OULIS P,GALLAGHER S,1
PACHERIE E,GALLAGHER S,2
PANTANI M,GALLAGHER S,1
PELTIER A,GALLAGHER S,1
PETHERBRIDGE D,GALLAGHER S,1
PETITMENGIN C,GALLAGHER S,1
PLOTKA W,GALLAGHER S,2
POELLNER P,GALLAGHER S,1
POKORNY V,GALLAGHER S,1
POKROPSKI M,GALLAGHER S,1
POTT H,GALLAGHER S,1
POWER SE,GALLAGHER S,1
POZO AG,GALLAGHER S,1
PRINTZLAU GA,GALLAGHER S,1
PROPERZI M,GALLAGHER S,1
PROSSER S,GALLAGHER S,2
PUGLIESE A,GALLAGHER S,1
QUAEGHEBEUR L,GALLAGHER S,1
RADDEN J,GALLAGHER S,1
