Source,Target,Weight
MINATI G,DE F,1
TAIPALE J,DE F,1
BUBBIO P,LEWIS T,1
MINATI G,LEWIS T,1
KVASZ L,MANDELBROT B,1
MINATI G,MANDELBROT B,1
BERTOLASO M,MINATI G,1
MINATI G,MINATI G,1
VITIELLO G,MINATI G,1
CANNIZZARO S,PRIGOGINE I,1
COMPTON J,PRIGOGINE I,1
DE L,PRIGOGINE I,1
MINATI G,PRIGOGINE I,1
WALDENFELS B,PRIGOGINE I,1
DE P,BOWER M,2
GALLAGHER S,BOWER M,2
HEIM M,BOWER M,1
LAASIK K,BOWER M,1
RUMP J,BOWER M,1
VAN MAZIJK C,BOWER M,1
WALSH P,BOWER M,1
COSERU C,COLLINS S,1
HEIM M,COLLINS S,1
SHARF R,COLLINS S,1
HEIM M,HAMILTON S,1
LIN C,HAMILTON S,2
ADAM M,HARVEY P,1
COSERU C,HARVEY P,1
FINK C,HARVEY P,1
HEIM M,HARVEY P,1
RAMOS M,HARVEY P,1
SHARF R,HARVEY P,1
BERKOVICH O,KARUNADASA Y,1
HEIM M,KARUNADASA Y,1
ADAM M,NANAMOLI B,1
GROSSMAN P,NANAMOLI B,1
HEIM M,NANAMOLI B,1
PROSSER A,NANAMOLI B,1
HEIM M,POTTER K,1
KAPLAN S,POTTER K,1
KARDAS G,POTTER K,1
MARCUS J,POTTER K,1
MOHANTY J,POTTER K,2
CHADHA M,RONKIN N,2
COSERU C,RONKIN N,1
HEIM M,RONKIN N,1
NEDEL A,RONKIN N,1
HEIM M,WARDER A,1
KARDAS G,WARDER A,1
BERAN O,HADDOCK G,1
BERGHOFER P,HADDOCK G,1
CARUS A,HADDOCK G,1
DA S,HADDOCK G,1
FEIST R,HADDOCK G,1
HEINAMAA S,HADDOCK G,1
IERNA C,HADDOCK G,2
JANOUSEK H,HADDOCK G,1
LOBO C,HADDOCK G,2
O C,HADDOCK G,1
VAN ATTEN M,HADDOCK G,2
VRAHIMIS A,HADDOCK G,2
WEBB J,HADDOCK G,1
YOSHIMI J,HADDOCK G,1
BEHNKE E,HOFFMANN G,1
BERGHOFER P,HOFFMANN G,1
CAMILLERI S,HOFFMANN G,1
RADINKOVIC Z,HOFFMANN G,1
SERBAN C,HOFFMANN G,1
TRNKA J,HOFFMANN G,1
BERGHOFER P,JESHION R,1
MILLAR B,JESHION R,1
SCHELLENBERG S,JESHION R,4
BERGHOFER P,KASMIER D,1
YOSHIMI J,KASMIER D,1
BERGHOFER P,KIDD C,1
BESOLI S,KIDD C,1
VAN QUYNH A,KIDD C,1
WILTSCHE H,KIDD C,1
BERGHOFER P,PIAZZA T,1
HUEMER W,PIAZZA T,1
BERGHOFER P,PUST J,1
FRECHETTE G,PUST J,1
KOKSVIK O,PUST J,1
WILTSCHE H,PUST J,1
BERGHOFER P,VANCLEVE J,1
HOPP W,VANCLEVE J,2
MORRIS D,VANCLEVE J,1
BERGHOFER P,WEINBERG J,1
NAHMIAS E,WEINBERG J,1
BERGHOFER P,WIGNER E,1
HEELAN P,WIGNER E,2
TRLIFAJOVA K,WIGNER E,1
BERGHOFER P,ZUIDERVAART L,1
CHELSTROM E,ZUIDERVAART L,1
ZUIDERVAART L,ZUIDERVAART L,2
ALLOA E,BENVENISTE E,1
BERNASCONI R,BENVENISTE E,1
GRANT S,BENVENISTE E,1
GUILLOT M,BENVENISTE E,1
HARDY J,BENVENISTE E,1
KAWASE M,BENVENISTE E,1
KWAN T,BENVENISTE E,1
MARTINI R,BENVENISTE E,1
SASS L,BENVENISTE E,1
VIRI F,BENVENISTE E,1
WALDENFELS B,BENVENISTE E,1
WRATHALL M,BENVENISTE E,1
KAWASE M,BIN K,1
MICALI S,BIN K,1
COECKELBERGH M,COECKELBERGH M,6
QAUROONI D,COECKELBERGH M,1
COECKELBERGH M,FRIEDMAN B,1
CRIPPEN M,FRIEDMAN B,1
BABICH B,MITCHAM C,1
CHIAPPE A,MITCHAM C,1
COECKELBERGH M,MITCHAM C,1
SULLINS J,MITCHAM C,1
COECKELBERGH M,POSTMAN N,1
FROST C,POSTMAN N,1
COECKELBERGH M,SIMONDON G,1
FEENBERG A,SIMONDON G,1
GUARDIOLA J,SIMONDON G,1
HUI Y,SIMONDON G,2
LAWLOR L,SIMONDON G,1
LYSEMOSE K,SIMONDON G,1
PAIC Z,SIMONDON G,1
COECKELBERGH M,WHITING D,1
DOKIC J,WHITING D,1
MAIESE M,WHITING D,1
POSLAJKO K,WHITING D,1
BERAN O,WINCH P,2
BESSEMANS C,WINCH P,1
COECKELBERGH M,WINCH P,1
FURNER J,WINCH P,1
GIER N,WINCH P,1
KOTATKO P,WINCH P,1
NOE K,WINCH P,1
PLANT B,WINCH P,1
WEINZWEIG M,WINCH P,1
COECKELBERGH M,WINNER L,1
CRIPPEN M,WINNER L,1
SULLINS J,WINNER L,1
AVERCHI M,DI M,1
CERA A,DI M,1
DI M,DI M,1
GONNELLA S,DI M,1
PIANA G,DI M,1
STAITI A,DI M,1
STERNAD C,DI M,1
TERZI R,DI M,1
ZOCCHI E,DI M,1
AVERCHI M,ENGELLAND C,1
ENGELLAND C,ENGELLAND C,3
AVERCHI M,SEYFARTH R,1
KAISER P,SEYFARTH R,1
HARTIMO M,EWALD W,3
WEBB J,EWALD W,2
BIANCHIN M,KLEV A,1
HARTIMO M,KLEV A,1
CASSOU N,MANCOSU P,1
FEIST R,MANCOSU P,1
GRATTAN G,MANCOSU P,1
HARTIMO M,MANCOSU P,3
INVERSO H,MANCOSU P,1
MASI F,MANCOSU P,1
TIESZEN R,MANCOSU P,1
TOADER I,MANCOSU P,2
VAN ATTEN M,MANCOSU P,1
WEBB J,MANCOSU P,4
HARTIMO M,WIMSATT W,1
JACQUETTE D,WIMSATT W,1
RUIZ M,WIMSATT W,1
ALVES P,WRIGHT G,1
HARTIMO M,WRIGHT G,1
KASAVIN I,WRIGHT G,1
PIEKARSKI M,WRIGHT G,1
CASSEDY S,NEMETH T,1
JONES A,NEMETH T,1
NEMETH T,NEMETH T,2
ROCKMORE T,NEMETH T,1
TREMBLAY F,NEMETH T,2
ARTEMENKO N,SAVIN A,1
LAURUKHIN A,SAVIN A,2
NEMETH T,SAVIN A,1
NIKONENKO S,SAVIN A,1
SAVIN A,SAVIN A,1
ARTEMENKO N,SHPET G,2
BLAUBERG I,SHPET G,1
BOSTAD F,SHPET G,1
CASSEDY S,SHPET G,5
DENNES M,SHPET G,1
DOKUCHAYEV I,SHPET G,1
EMERSON C,SHPET G,1
JONES A,SHPET G,1
JONKUS D,SHPET G,1
KUZNETSOV V,SHPET G,1
LEKTORSKY V,SHPET G,1
NEMETH T,SHPET G,2
PLOTNIKOV N,SHPET G,2
SAVIN A,SHPET G,2
SHCHEDRINA T,SHPET G,2
SINEOKAYA J,SHPET G,1
TREMBLAY F,SHPET G,1
BOSTAD F,VOLKOV N,1
NEMETH T,VOLKOV N,1
PETERSON J,BICKLE J,1
ROBERTS M,BICKLE J,1
TUMKAYA S,BICKLE J,1
VERNAZZANI A,BICKLE J,1
BESSEMANS C,CHANG R,1
GUSTAFSSON J,CHANG R,1
PETERSON J,CHANG R,1
KOKSVIK O,FUMERTON R,1
PETERSON J,FUMERTON R,1
WILTSCHE H,FUMERTON R,1
YONG P,FUMERTON R,1
GUILLOT M,GERTLER B,1
HELLIE B,GERTLER B,1
KNAPPIK F,GERTLER B,1
MCCLELLAND T,GERTLER B,1
PETERSON J,GERTLER B,1
SCHWITZGEBEL E,GERTLER B,2
SOUSA P,GERTLER B,1
BLOCK N,KIM J,1
BLODWELL J,KIM J,1
CHADHA M,KIM J,1
CHUDNOFF E,KIM J,1
COSERU C,KIM J,2
DE L,KIM J,1
DEMPSEY L,KIM J,3
GASPARYAN D,KIM J,1
GENOVA A,KIM J,2
HORGAN T,KIM J,1
LI Z,KIM J,1
MCCLELLAND T,KIM J,1
MICHEL B,KIM J,1
PACHERIE E,KIM J,1
PERAK B,KIM J,1
PETERSON J,KIM J,2
POWER S,KIM J,1
RISIO L,KIM J,1
SCHWITZGEBEL E,KIM J,1
SLORS M,KIM J,2
SMITH D,KIM J,1
SOSA D,KIM J,1
STEVENSON K,KIM J,1
SUAREZ D,KIM J,1
THALABARD E,KIM J,1
TRIZIO E,KIM J,1
VANZAGO L,KIM J,1
WU R,KIM J,1
ZHOK A,KIM J,1
AYDEDE M,NELKIN N,1
BAYNE T,NELKIN N,1
JORBA M,NELKIN N,1
NANAY B,NELKIN N,1
PETERSON J,NELKIN N,1
PITT D,NELKIN N,1
BOWMAN B,PARFIT D,1
BRAMBLE B,PARFIT D,1
BREEUR R,PARFIT D,1
ENGELSEN S,PARFIT D,1
FUCHS T,PARFIT D,4
GUILLOT M,PARFIT D,1
MCDERMOTT D,PARFIT D,1
NEISSER J,PARFIT D,1
NESIC J,PARFIT D,1
PETERSON J,PARFIT D,1
SCHWITZGEBEL E,PARFIT D,1
SIEROKA N,PARFIT D,1
STOKES P,PARFIT D,3
VERGANI M,PARFIT D,1
ZOLLER D,PARFIT D,1
CHEMERO A,POLGER T,1
MCCLELLAND T,POLGER T,1
PETERSON J,POLGER T,1
SCHWITZGEBEL E,POLGER T,1
ANDERSON E,SCANLON T,1
CHOLBI M,SCANLON T,1
DOKIC J,SCANLON T,1
DORSCH F,SCANLON T,1
HOLTON R,SCANLON T,1
MEIJER M,SCANLON T,1
PACHERIE E,SCANLON T,1
PETERSON J,SCANLON T,1
SCHAUER F,SCANLON T,1
VARGA S,SCANLON T,1
PETERSON J,SCHROEDER T,1
WRIGHT B,SCHROEDER T,1
APOSTOLOPOULOS D,SMITH M,1
BAYNE T,SMITH M,1
BEN P,SMITH M,1
BIRD P,SMITH M,1
CARROLL N,SMITH M,1
DUFOURCQ A,SMITH M,1
FLYNN B,SMITH M,1
FORD R,SMITH M,1
GILL M,SMITH M,1
HORGAN T,SMITH M,1
HORNER R,SMITH M,1
JAMES S,SMITH M,1
JOYCE R,SMITH M,1
KLAUSEN S,SMITH M,1
KRIEGEL U,SMITH M,1
LANDES D,SMITH M,1
LEE E,SMITH M,1
MAJORS B,SMITH M,1
PACHERIE E,SMITH M,1
PETERSON J,SMITH M,1
POTRC M,SMITH M,2
RAFFOUL F,SMITH M,1
SINNERBRINK R,SMITH M,2
VIERKANT T,SMITH M,1
WESTPHAL M,SMITH M,1
JAIMA A,APPIAH K,1
WRIGH C,APPIAH K,1
REDFIELD J,BHABHA H,1
VAHABZADEH P,BHABHA H,1
WRIGH C,BHABHA H,1
DEPRAZ N,CASSIN B,1
DUSSERT J,CASSIN B,1
HAVERKAMP A,CASSIN B,1
KOZYREVA A,CASSIN B,1
WRIGH C,CASSIN B,1
BOWDEN S,HALLWARD P,1
COLLINS A,HALLWARD P,1
FEYAERTS J,HALLWARD P,1
REYNOLDS J,HALLWARD P,1
SOMERS H,HALLWARD P,1
VAN TUINEN S,HALLWARD P,1
WILLIAMS J,HALLWARD P,1
WRIGH C,HALLWARD P,1
JAIMA A,JAMES C,1
SKILLEN A,JAMES C,1
WRIGH C,JAMES C,1
ALVIS J,SPIVAK G,1
GLASS J,SPIVAK G,1
HEINAMAA S,SPIVAK G,1
KALL L,SPIVAK G,1
MELANEY W,SPIVAK G,1
NORRIS C,SPIVAK G,1
PERAK B,SPIVAK G,1
ROTHFIELD P,SPIVAK G,1
RUIZ E,SPIVAK G,1
VAHABZADEH P,SPIVAK G,3
WRIGH C,SPIVAK G,1
ESTRADA J,AVILA R,1
PICHON R,AVILA R,1
BLOSSER P,EMAD P,1
DOTY S,EMAD P,1
FLAY J,EMAD P,1
LOHT S,EMAD P,1
PARK B,EMAD P,1
PICHON R,EMAD P,1
POWELL J,EMAD P,1
SCHALOW F,EMAD P,2
STAEHLER T,EMAD P,1
THEODOROU P,EMAD P,1
TRAYLOR A,EMAD P,1
WITHY K,EMAD P,1
BERNINGER A,MAIBOM H,1
DE B,MAIBOM H,1
MUSHOLT K,MAIBOM H,1
PICHON R,MAIBOM H,2
SPAULDING S,MAIBOM H,2
AUDI R,RAWLS J,2
BIRD P,RAWLS J,2
BROWNLEE T,RAWLS J,2
CANIVEZ P,RAWLS J,1
CHARLAND M,RAWLS J,1
DAVENPORT J,RAWLS J,1
GIBBS P,RAWLS J,1
KORTNER U,RAWLS J,1
LACEY J,RAWLS J,1
OLBROMSKI C,RAWLS J,2
PICHON R,RAWLS J,1
RAMIREZ E,RAWLS J,1
SIVAK J,RAWLS J,1
SKILLEN A,RAWLS J,1
TORRALBO A,RAWLS J,1
VACEK E,RAWLS J,1
VERGANI M,RAWLS J,1
WEALE A,RAWLS J,2
WESTPHAL K,RAWLS J,1
ZAPATA M,RAWLS J,1
BRATU H,ROTENSTREICH N,1
HUI Y,ROTENSTREICH N,1
MOLOTOKIENE E,ROTENSTREICH N,1
PICHON R,ROTENSTREICH N,1
VANDEPITTE M,ROTENSTREICH N,1
CHELSTROM E,TAYLOR G,1
DIERCKXSENS G,TAYLOR G,2
FERRAN I,TAYLOR G,1
GENIUSAS S,TAYLOR G,1
GOSETTI F,TAYLOR G,1
LACEY J,TAYLOR G,1
MACAVOY L,TAYLOR G,1
PICHON R,TAYLOR G,1
TANG M,TAYLOR G,1
VANCE J,TAYLOR G,1
PICHON R,ZOURABICHVILI F,1
ZARADER M,ZOURABICHVILI F,1
MESNIL J,GARELLI J,1
SERBAN C,GARELLI J,1
ALVAREZ J,ORTEGA,1
DE C,ORTEGA,1
DE N,ORTEGA,1
DUQUE C,ORTEGA,1
FERRAN I,ORTEGA,2
GARRIDO M,ORTEGA,1
GONZALEZ P,ORTEGA,1
HARDING B,ORTEGA,1
ILUNDAIN A,ORTEGA,1
MESNIL J,ORTEGA,1
OCONNOR R,ORTEGA,1
SANCHEZ C,ORTEGA,1
VENTURA J,ORTEGA,1
JELSCHA S,SECHEHAYE M,1
LAROI F,SECHEHAYE M,1
MESNIL J,SECHEHAYE M,1
RABALLO A,SECHEHAYE M,1
RATCLIFFE M,SECHEHAYE M,1
SASS L,SECHEHAYE M,1
CARLSON S,ALEXANDER R,2
DUQUE J,ALEXANDER R,3
WHITE W,ALEXANDER R,1
DUQUE J,MICHAUD Y,3
MONSEU N,MICHAUD Y,1
DJIAN A,DENIAU G,1
EVINK E,DENIAU G,1
ARGUELLES F,ISER W,1
DAVIS C,ISER W,1
DEPRAZ N,ISER W,1
DJIAN A,ISER W,1
GOSETTI F,ISER W,1
MELANEY W,ISER W,1
MORENO M,ISER W,1
SHORES C,ISER W,1
SIVAK J,ISER W,1
STEEVES H,ISER W,1
VAN DER SCHYFF D,ISER W,1
ARGUELLES F,JAUSS H,1
DE B,JAUSS H,1
DJIAN A,JAUSS H,1
PRICE D,JAUSS H,1
DJIAN A,SCHWEIDLER W,1
HOFFMANN T,SCHWEIDLER W,1
GUSTAFSSON J,RABINOWICZ W,1
LEMAIRE S,RABINOWICZ W,1
KUZIN I,RENAULT A,1
RAMOS S,RENAULT A,1
ALLOA E,RODRIGO P,2
ANGELINO L,RODRIGO P,1
ASCARATE L,RODRIGO P,1
COBOS J,RODRIGO P,1
DALISSIER M,RODRIGO P,2
DELMOTTE B,RODRIGO P,1
LAPIERRE C,RODRIGO P,2
MAGGINI G,RODRIGO P,1
MALET P,RODRIGO P,1
MENDOZA C,RODRIGO P,1
PERRI T,RODRIGO P,1
PROLE D,RODRIGO P,1
RAMOS S,RODRIGO P,1
RODRIGO P,RODRIGO P,3
SLOWIKOVA K,RODRIGO P,1
SOBCHACK V,RODRIGO P,1
THOLT P,RODRIGO P,1
URBAN P,RODRIGO P,1
ATKINS R,MARKS L,1
BUENO R,MARKS L,1
INCE K,MARKS L,1
SHILINA C,MARKS L,2
SINNERBRINK R,MARKS L,1
SOBCHACK V,MARKS L,1
VASSILIOU K,MARKS L,1
BARKER J,SOBCHACK V,1
BUENO R,SOBCHACK V,1
INCE K,SOBCHACK V,1
MACDONALD P,SOBCHACK V,1
MEUNIER J,SOBCHACK V,1
MOLDENHAUER B,SOBCHACK V,2
RAVIV O,SOBCHACK V,1
RODRIGO P,SOBCHACK V,2
ROUSSE B,SOBCHACK V,1
RUKGABER M,SOBCHACK V,2
SHILINA C,SOBCHACK V,2
SHORES C,SOBCHACK V,2
SINNERBRINK R,SOBCHACK V,2
SOBCHACK V,SOBCHACK V,5
BERAN O,BLACKBURN S,1
CARUSO G,BLACKBURN S,1
COLOMBETTI G,BLACKBURN S,1
ENGELSEN S,BLACKBURN S,1
GILL M,BLACKBURN S,1
GLASGOW J,BLACKBURN S,1
HALDANE J,BLACKBURN S,1
HERSCHBACH M,BLACKBURN S,1
HOPP W,BLACKBURN S,1
HORGAN T,BLACKBURN S,1
JOYCE R,BLACKBURN S,2
KAUPPINEN A,BLACKBURN S,1
KOTATKO P,BLACKBURN S,1
LANDY D,BLACKBURN S,1
MAJORS B,BLACKBURN S,2
MEIJER M,BLACKBURN S,2
POTRC M,BLACKBURN S,1
PROSSER S,BLACKBURN S,1
SCHENK D,BLACKBURN S,1
SEIBT C,BLACKBURN S,1
SPAULDING S,BLACKBURN S,1
STANGHELLINI G,BLACKBURN S,1
ZAHAVI D,BLACKBURN S,1
BOI L,CLIFFORD W,1
BORTOLOTTI L,CLIFFORD W,1
DOROFEEV D,CLIFFORD W,1
HORGAN T,CLIFFORD W,1
HORGAN T,DOYLE A,1
ZIZEK S,DOYLE A,1
GILL M,MANDELBAUM M,2
GLASGOW J,MANDELBAUM M,1
HORGAN T,MANDELBAUM M,5
JOYCE R,MANDELBAUM M,1
KRIEGEL U,MANDELBAUM M,2
MASROUR F,MANDELBAUM M,1
MEIJER M,MANDELBAUM M,1
PARK Y,MANDELBAUM M,1
POTRC M,MANDELBAUM M,1
SINNOTT A,MANDELBAUM M,1
WARE O,MANDELBAUM M,1
HORGAN T,MONTMARQUET J,2
FLYNN B,MACEY D,1
NOVELLA E,MACEY D,1
SASS L,MACEY D,1
WATSON S,MACEY D,1
GRAVER M,COOPER J,1
GREGOR B,COOPER J,1
GUSICH G,COOPER J,1
KIM A,COOPER J,1
WESTPHAL K,COOPER J,1
BUENO G,ILLICH I,1
GREGOR B,ILLICH I,1
JANES L,ILLICH I,1
KITTLER F,ILLICH I,1
KUHN R,ILLICH I,1
MEANA D,ILLICH I,2
AKKERMAN A,LAERTIUS D,1
DONOUGHO M,LAERTIUS D,1
GREGOR B,LAERTIUS D,1
HEATON J,LAERTIUS D,1
HEFFERNAN G,LAERTIUS D,1
KIDD I,LAERTIUS D,1
WOOD R,LAERTIUS D,1
ASCARATE L,MICHEL J,1
CAPUTO A,MICHEL J,2
DAVIDSON S,MICHEL J,1
DIERCKXSENS G,MICHEL J,2
GARFITT T,MICHEL J,1
GOLDENSTEIN C,MICHEL J,1
GREGOR B,MICHEL J,1
MALET P,MICHEL J,1
PICARDI R,MICHEL J,1
BABICH B,NEHAMAS A,1
GREGOR B,NEHAMAS A,1
JACOBS H,NEHAMAS A,1
LANGBEHN C,NEHAMAS A,1
REED R,NEHAMAS A,1
SIMONITI V,NEHAMAS A,1
ANGELOVA E,COMAY R,1
CIAVATTA D,COMAY R,1
HERGOUTH M,COMAY R,1
MATEJCKOVA T,COMAY R,1
WALKER K,COMAY R,1
ANGELOVA E,MOLDENHAUER E,1
BERTINO A,MOLDENHAUER E,1
HOFFMANN T,MOLDENHAUER E,1
LAASIK K,LAASIK K,3
BERAN O,BORODITSKY L,1
MARTIN M,BORODITSKY L,1
MOSKALEWICZ M,BORODITSKY L,1
GIERSCH A,GIERSCH A,2
MOSKALEWICZ M,GIERSCH A,1
BELZEAUX R,HENRIKSEN M,1
HAMM J,HENRIKSEN M,1
HENRIKSEN M,HENRIKSEN M,2
JELSCHA S,HENRIKSEN M,1
MOSKALEWICZ M,HENRIKSEN M,1
STEPHENSEN H,HENRIKSEN M,1
VAN DUPPEN Z,HENRIKSEN M,2
BERNINGER A,JACOBS K,2
MOSKALEWICZ M,JACOBS K,1
AKKERMAN A,KRISTEVA J,1
ANGELINO L,KRISTEVA J,2
BERGO B,KRISTEVA J,1
DUKHAN I,KRISTEVA J,1
ELLIS M,KRISTEVA J,2
EMBREE L,KRISTEVA J,1
FULKA J,KRISTEVA J,1
GREGOR B,KRISTEVA J,1
HEINAMAA S,KRISTEVA J,1
KOUBOVA A,KRISTEVA J,2
MARASSI M,KRISTEVA J,1
MCMAHON J,KRISTEVA J,1
MOSKALEWICZ M,KRISTEVA J,1
PROLE D,KRISTEVA J,1
RUIZ E,KRISTEVA J,1
RUSSON J,KRISTEVA J,1
TERRON J,KRISTEVA J,1
WATSON S,KRISTEVA J,2
YANCY G,KRISTEVA J,1
FLOYD J,MARTIN B,1
GIERSCH A,MARTIN B,1
MOSKALEWICZ M,MARTIN B,1
QUIJANO A,MARTIN B,1
CORMICK C,MCTAGGART J,2
FRECHETTE G,MCTAGGART J,1
GALLAGHER S,MCTAGGART J,1
KUSTERS W,MCTAGGART J,2
MASI F,MCTAGGART J,2
MILLER K,MCTAGGART J,2
MOSKALEWICZ M,MCTAGGART J,1
PAUL R,MCTAGGART J,2
POWER S,MCTAGGART J,1
RAPIC S,MCTAGGART J,2
SIEROKA N,MCTAGGART J,1
IRWIN B,NUNEZ R,1
JACQUES W,NUNEZ R,1
MOSKALEWICZ M,NUNEZ R,1
NUNEZ I,NUNEZ R,1
QUAEGHEBEUR L,NUNEZ R,1
SENGUPTA R,NUNEZ R,1
KUHN R,SCHLIMME J,1
MOSKALEWICZ M,SCHLIMME J,1
SCHLIMME J,SCHLIMME J,2
SKODLAR B,SCHLIMME J,1
VAN DUPPEN Z,SCHLIMME J,1
FERNANDEZ A,SLABY J,1
GALLAGHER S,SLABY J,1
GALLEGOS F,SLABY J,1
MAIESE M,SLABY J,1
MOSKALEWICZ M,SLABY J,1
POTT H,SLABY J,1
RIETVELD E,SLABY J,1
SLABY J,SLABY J,2
SVENAEUS F,SLABY J,1
SZANTO T,SLABY J,2
THEODOROU P,SLABY J,1
TRCKA N,SLABY J,1
WEHRLE M,SLABY J,1
ZAHAVI D,SLABY J,1
FERNANDEZ A,SOLOMON A,1
MOSKALEWICZ M,SOLOMON A,1
RATCLIFFE M,SOLOMON A,1
SVENAEUS F,SOLOMON A,1
WRATHALL M,SOLOMON A,1
MOSKALEWICZ M,WYLLIE M,1
RATCLIFFE M,WYLLIE M,1
VAN DUPPEN Z,WYLLIE M,1
BERNINGER A,ZAKAY D,1
MOSKALEWICZ M,ZAKAY D,1
BOI L,CHEN K,1
SENGUPTA R,CHEN K,1
ATMANSPACHER H,FREEMAN W,2
BUSKELL A,FREEMAN W,1
CHIEREGHIN F,FREEMAN W,1
COOKE E,FREEMAN W,1
DREYFUS H,FREEMAN W,1
GENIUSAS S,FREEMAN W,1
MYIN E,FREEMAN W,1
RIETVELD E,FREEMAN W,1
SENGUPTA R,FREEMAN W,2
SLORS M,FREEMAN W,1
STEVEN M,FREEMAN W,4
TAYLOR J,FREEMAN W,2
THOMPSON E,FREEMAN W,1
VITIELLO G,FREEMAN W,2
WELTON D,FREEMAN W,1
WHEELER M,FREEMAN W,1
KON M,JOHNSTON A,1
SENGUPTA R,JOHNSTON A,1
JOLA C,MELCHER D,1
SENGUPTA R,MELCHER D,1
BEAVERS A,NEWELL A,1
FROESE T,NEWELL A,1
GOBET F,NEWELL A,1
MCDERMOTT D,NEWELL A,1
SENGUPTA R,NEWELL A,1
YOSHIMI J,NEWELL A,1
ZEBROWSKI R,NEWELL A,1
ALBERTAZZI L,TSE P,1
BLOCK N,TSE P,1
KORALUS P,TSE P,1
SENGUPTA R,TSE P,1
THALABARD E,TSE P,1
VAN HATEREN J,TSE P,1
HALADEWICZ G,WHORF B,1
MARCHAL K,WHORF B,1
SENGUPTA R,WHORF B,1
ADAMS Z,WILSON M,1
GARCIA E,WILSON M,1
JANSEN J,WILSON M,1
LOHMAR D,WILSON M,1
MATHISON J,WILSON M,1
QUAEGHEBEUR L,WILSON M,1
SENGUPTA R,WILSON M,1
ANTONY M,ANTONY M,1
SEBASTIAN M,ANTONY M,1
D A,BROWN R,2
JENKINS S,BROWN R,1
SEBASTIAN M,BROWN R,3
ZIPPEL N,BROWN R,1
BEATON M,CHUARD P,1
HOERL C,CHUARD P,1
KON M,CHUARD P,1
SEBASTIAN M,CHUARD P,1
SCHELLENBERG S,EVERETT A,1
SEBASTIAN M,EVERETT A,1
VOLTOLINI A,EVERETT A,2
KOKSVIK O,FARRELL J,1
SEBASTIAN M,FARRELL J,1
SEBASTIAN M,GOLDMANRAKIC P,3
HOERL C,GRAFF D,1
SEBASTIAN M,GRAFF D,1
LOORITS K,HORIKAWA T,1
PANTANI M,HORIKAWA T,1
SEBASTIAN M,HORIKAWA T,3
D A,KOUIDER S,2
FROESE T,KOUIDER S,2
JACOBSON H,KOUIDER S,1
SCHLICHT T,KOUIDER S,1
SEBASTIAN M,KOUIDER S,3
SHEVLIN H,KOUIDER S,1
BERKOVICH O,LABERGE S,1
CORAZZA O,LABERGE S,1
LOORITS K,LABERGE S,2
ROSEN M,LABERGE S,1
SEBASTIAN M,LABERGE S,4
SHANON B,LABERGE S,1
WINDT J,LABERGE S,1
ZIPPEL N,LABERGE S,1
CALI C,LAMME V,1
FROESE T,LAMME V,2
JACOBSON H,LAMME V,1
JAGNOW R,LAMME V,1
JENNINGS C,LAMME V,1
NANAY B,LAMME V,1
PANTANI M,LAMME V,2
PEREIRA F,LAMME V,1
RAFTOPOULOS A,LAMME V,2
SCHLICHT T,LAMME V,1
SCHWITZGEBEL E,LAMME V,1
SEBASTIAN M,LAMME V,1
SHEVLIN H,LAMME V,1
D A,LANDMAN R,2
LEVY N,LANDMAN R,1
SCHLICHT T,LANDMAN R,1
SEBASTIAN M,LANDMAN R,3
SHEVLIN H,LANDMAN R,1
ROSEN M,LECLAIRVISONNEAU L,1
SEBASTIAN M,LECLAIRVISONNEAU L,3
WINDT J,LECLAIRVISONNEAU L,1
FURTAK R,PERKINS R,1
SEBASTIAN M,PERKINS R,1
STOKES P,PERKINS R,1
HUTH M,SEBASTIAN M,1
LOORITS K,SEBASTIAN M,1
PANTANI M,SEBASTIAN M,1
PEREIRA F,SEBASTIAN M,1
SEBASTIAN M,SEBASTIAN M,3
MARTINEZ M,SKYRMS B,1
SEBASTIAN M,SKYRMS B,1
SOSA D,SKYRMS B,1
D A,SLIGTE I,2
SEBASTIAN M,SLIGTE I,3
SHEVLIN H,SLIGTE I,1
BAYNE T,SPERLING G,1
BOI L,SPERLING G,1
BOURGET D,SPERLING G,1
D A,SPERLING G,2
FROESE T,SPERLING G,1
GRUNBAUM T,SPERLING G,1
HOERL C,SPERLING G,1
LEVY N,SPERLING G,1
SCHLICHT T,SPERLING G,1
SEBASTIAN M,SPERLING G,3
SHEVLIN H,SPERLING G,1
ALVIS J,CALHOUN C,1
BERTINO A,CALHOUN C,1
CURZER H,CALHOUN C,1
FURTAK R,CALHOUN C,2
MACLAREN K,CALHOUN C,1
VARGA S,CALHOUN C,1
YOUNG I,CALHOUN C,1
FERRAN I,ELSTER J,4
FURNER J,ELSTER J,1
FURTAK R,ELSTER J,1
KEREN A,ELSTER J,1
LANDWEER H,ELSTER J,1
MACLAREN K,ELSTER J,1
RADDEN J,ELSTER J,1
TYLER C,ELSTER J,1
BLACKMAN R,GREENSPAN P,1
BROGAARD B,GREENSPAN P,1
CHOLBI M,GREENSPAN P,1
FERRAN I,GREENSPAN P,1
FURTAK R,GREENSPAN P,1
MONTAGUE M,GREENSPAN P,1
SALMELA M,GREENSPAN P,2
VANCE J,GREENSPAN P,1
WRINGE B,GREENSPAN P,2
FURTAK R,JONES M,1
MORAN D,JONES M,1
PERRAUDIN J,JONES M,1
VYDRA A,JONES M,1
BARLASSINA L,REISENZEIN R,1
DEPRAZ N,REISENZEIN R,1
