Source,Target,Weight
RAMSTEAD M,SOKOLOWSKI R,2
REED R,SOKOLOWSKI R,1
RIVERA J,SOKOLOWSKI R,2
SCANLON J,SOKOLOWSKI R,1
SEIFERT J,SOKOLOWSKI R,1
SERON D,SOKOLOWSKI R,1
SHEETS J,SOKOLOWSKI R,1
SHIM M,SOKOLOWSKI R,1
SMITH B,SOKOLOWSKI R,1
SMITH J,SOKOLOWSKI R,2
SOKOLOWSKI R,SOKOLOWSKI R,5
SOLDATI G,SOKOLOWSKI R,1
STAITI A,SOKOLOWSKI R,1
STEINBOCK A,SOKOLOWSKI R,1
SUMMA M,SOKOLOWSKI R,2
TARDITI C,SOKOLOWSKI R,1
TAYLOR J,SOKOLOWSKI R,1
TEN K,SOKOLOWSKI R,1
TULLIUS W,SOKOLOWSKI R,1
VAN DER SCHYFF D,SOKOLOWSKI R,1
VAN MAZIJK C,SOKOLOWSKI R,1
VAN QUYNH A,SOKOLOWSKI R,1
VANDEPITTE M,SOKOLOWSKI R,1
WALDENFELS B,SOKOLOWSKI R,1
WALSH P,SOKOLOWSKI R,1
WILLIAMS H,SOKOLOWSKI R,1
WOELERT P,SOKOLOWSKI R,1
WU Z,SOKOLOWSKI R,1
XU Y,SOKOLOWSKI R,1
YU C,SOKOLOWSKI R,1
ZHANG W,SOKOLOWSKI R,1
ZINCQ A,SOKOLOWSKI R,1
BERGHOFER P,TIESZEN R,1
BROWN M,TIESZEN R,1
CHRISTOPOULOU D,TIESZEN R,1
CHUDNOFF E,TIESZEN R,5
DA S,TIESZEN R,1
DASILVA J,TIESZEN R,1
FEIST R,TIESZEN R,1
HARTIMO M,TIESZEN R,2
HAUSER K,TIESZEN R,2
KOVAC S,TIESZEN R,1
LIU X,TIESZEN R,1
LIVADAS S,TIESZEN R,4
MACAVOY L,TIESZEN R,1
MCDANIEL K,TIESZEN R,1
SHEAR J,TIESZEN R,1
TARDITI C,TIESZEN R,1
TIESZEN R,TIESZEN R,8
VAN ATTEN M,TIESZEN R,1
WOELERT P,TIESZEN R,2
WOJTOWICZ K,TIESZEN R,1
ALVES P,WEYL H,2
BOI L,WEYL H,1
CARUS A,WEYL H,1
CHRISTOPOULOU D,WEYL H,1
DA S,WEYL H,1
DASILVA J,WEYL H,1
FEIST R,WEYL H,2
GRELLAND H,WEYL H,1
HARTIMO M,WEYL H,3
LANCIANI A,WEYL H,1
LIVADAS S,WEYL H,1
LOBO C,WEYL H,4
MASI F,WEYL H,1
PATOCKA J,WEYL H,1
TARDITI C,WEYL H,2
TIESZEN R,WEYL H,2
TOADER I,WEYL H,2
VAN ATTEN M,WEYL H,1
WEBB J,WEYL H,1
ANTONY M,WRIGHT C,1
CHRISTOPOULOU D,WRIGHT C,1
DEHNEL P,WRIGHT C,1
DOYLE T,WRIGHT C,1
JOYCE R,WRIGHT C,1
KOTATKO P,WRIGHT C,1
LANDY D,WRIGHT C,1
LANGSAM H,WRIGHT C,1
MASI F,WRIGHT C,1
MASROUR F,WRIGHT C,1
MCGONIGAL A,WRIGHT C,2
MCMANUS D,WRIGHT C,1
MILLER A,WRIGHT C,1
NORRIS C,WRIGHT C,1
POSLAJKO K,WRIGHT C,1
PRITCHARD D,WRIGHT C,1
SEBASTIAN M,WRIGHT C,1
SOLDATI G,WRIGHT C,1
WESTPHAL K,WRIGHT C,1
WRIGH C,WRIGHT C,2
ZIPPEL N,WRIGHT C,1
BARKER J,BELL J,1
CATERINA G,BELL J,1
FEIST R,BELL J,1
GRATTAN G,BELL J,1
KARPENKO I,BELL J,2
REYNOLDS J,BELL J,1
SOMERS H,BELL J,2
AGUILERA V,DELEUZE G,2
AI S,DELEUZE G,1
AL S,DELEUZE G,2
ALLOA E,DELEUZE G,3
ANSELL P,DELEUZE G,1
BARKER J,DELEUZE G,2
BEAULIEU A,DELEUZE G,3
BELLEROSE C,DELEUZE G,1
BERGO B,DELEUZE G,1
BLASI G,DELEUZE G,2
BLUM A,DELEUZE G,1
BOJANIC P,DELEUZE G,4
BOUYER G,DELEUZE G,1
BOWDEN S,DELEUZE G,2
BRIEDIS M,DELEUZE G,2
BRUNFAUT S,DELEUZE G,2
BUENO R,DELEUZE G,1
CASEY E,DELEUZE G,1
CHERNAVIN G,DELEUZE G,1
CHOI K,DELEUZE G,2
CHOPLIN H,DELEUZE G,1
CLARK J,DELEUZE G,1
COATE M,DELEUZE G,1
COBIAN M,DELEUZE G,1
COLONNELLO P,DELEUZE G,1
CONTY A,DELEUZE G,2
DA S,DELEUZE G,1
DAVIDSON S,DELEUZE G,3
DE B,DELEUZE G,1
DE G,DELEUZE G,1
DE W,DELEUZE G,2
DEPP D,DELEUZE G,1
DUNAGAN C,DELEUZE G,1
DURANTE M,DELEUZE G,1
EMBREE L,DELEUZE G,1
FALABRETTI E,DELEUZE G,1
FALOUE E,DELEUZE G,1
FALQUE E,DELEUZE G,1
FEYLES M,DELEUZE G,1
FLYNN T,DELEUZE G,1
FONTENELLE P,DELEUZE G,1
FORD R,DELEUZE G,2
FROESE T,DELEUZE G,1
FURLAN R,DELEUZE G,1
GAHRN A,DELEUZE G,1
HARRIS E,DELEUZE G,1
HEIM M,DELEUZE G,1
HENGEHOLD L,DELEUZE G,1
HERVAS A,DELEUZE G,1
HRNJEZ S,DELEUZE G,1
JACQUES W,DELEUZE G,1
JANICAUD D,DELEUZE G,1
JARDIM A,DELEUZE G,1
JAROS M,DELEUZE G,1
JONES T,DELEUZE G,1
JUOZELIS E,DELEUZE G,1
JUZEFOVIC A,DELEUZE G,1
KAIKINI S,DELEUZE G,1
KAMECKE G,DELEUZE G,1
KEBEDE M,DELEUZE G,1
KELLY M,DELEUZE G,3
KOUBOVA A,DELEUZE G,1
KOZYREVA A,DELEUZE G,1
KUHN R,DELEUZE G,1
KUSTERS W,DELEUZE G,2
LABRADOR J,DELEUZE G,1
LAWLOR L,DELEUZE G,6
LEASK I,DELEUZE G,1
LEBRUN J,DELEUZE G,1
LEGRAND S,DELEUZE G,1
LEVIN K,DELEUZE G,2
LEVY L,DELEUZE G,1
LIMIDO H,DELEUZE G,1
LOBO C,DELEUZE G,1
LORELLE P,DELEUZE G,1
MADSEN T,DELEUZE G,1
MARINO S,DELEUZE G,1
MICALI S,DELEUZE G,2
MIETTINEN T,DELEUZE G,1
MILDENBERG A,DELEUZE G,1
MULLARKEY J,DELEUZE G,1
NAKHUTSRISHVILI L,DELEUZE G,1
NOVELLA E,DELEUZE G,1
OANCEA R,DELEUZE G,2
OLKOWSKI D,DELEUZE G,2
OSSWALD A,DELEUZE G,2
PALOMBI F,DELEUZE G,1
PEARSON K,DELEUZE G,1
PETERMANS A,DELEUZE G,1
PICHON R,DELEUZE G,1
POMMIER E,DELEUZE G,1
PRASEK P,DELEUZE G,1
PROLE D,DELEUZE G,1
RAVIV O,DELEUZE G,1
REDFIELD J,DELEUZE G,1
REYNOLDS J,DELEUZE G,2
ROBERT J,DELEUZE G,1
RODRIGO P,DELEUZE G,3
ROMER I,DELEUZE G,1
ROTHFIELD P,DELEUZE G,1
ROZIN V,DELEUZE G,1
SANTUCCI A,DELEUZE G,1
SCHROEDER B,DELEUZE G,1
SEBBAH F,DELEUZE G,1
SHORES C,DELEUZE G,7
SMITH B,DELEUZE G,1
SOMERS H,DELEUZE G,2
STOLLER S,DELEUZE G,1
TERZI P,DELEUZE G,1
TOADVINE T,DELEUZE G,1
TODARIYA S,DELEUZE G,1
TUNON A,DELEUZE G,1
VASSILIOU K,DELEUZE G,2
VIRI F,DELEUZE G,2
VIVEIROS P,DELEUZE G,1
VRAHIMIS A,DELEUZE G,1
WILKERSON W,DELEUZE G,1
WILLIAMS J,DELEUZE G,3
ZARADER M,DELEUZE G,1
AI S,DILLON M,2
APOSTOLOPOULOS D,DILLON M,1
BUENO R,DILLON M,1
CHANG T,DILLON M,1
CROWTHER P,DILLON M,1
DE S,DILLON M,1
FERNANDEZ A,DILLON M,1
GARCIA E,DILLON M,1
GODWAY E,DILLON M,1
HEINAMAA S,DILLON M,4
HUGHES F,DILLON M,1
JACKSON G,DILLON M,1
LAWLOR L,DILLON M,2
LEE E,DILLON M,1
LEVIN D,DILLON M,1
LOW D,DILLON M,5
LUO Z,DILLON M,1
MILDENBERG A,DILLON M,1
MOISE G,DILLON M,1
MOONEY T,DILLON M,1
MORRIS D,DILLON M,1
MULLER R,DILLON M,1
OLKOWSKI D,DILLON M,1
ROHRBACH A,DILLON M,1
SACRINI M,DILLON M,1
SAENZ M,DILLON M,1
SCHREYACH M,DILLON M,1
SMYTH B,DILLON M,1
SOMERS H,DILLON M,1
SPARROW T,DILLON M,1
TOADVINE T,DILLON M,1
TRIGG D,DILLON M,2
URBAN P,DILLON M,1
VALLOR S,DILLON M,1
WILKERSON W,DILLON M,1
ZAIETTA L,DILLON M,1
AGGLETON S,LAWLOR L,1
AI S,LAWLOR L,1
AL S,LAWLOR L,2
ALLOA E,LAWLOR L,2
ALVIS J,LAWLOR L,1
ANGELOVA E,LAWLOR L,2
ANSELL P,LAWLOR L,1
APOSTOLOPOULOS D,LAWLOR L,1
BANHAM G,LAWLOR L,1
BARKER J,LAWLOR L,1
BOWDEN S,LAWLOR L,1
BRUZINA R,LAWLOR L,1
DRABINSKI J,LAWLOR L,1
DUFOURCQ A,LAWLOR L,1
DURIE R,LAWLOR L,2
EVANS J,LAWLOR L,1
FORD R,LAWLOR L,1
GALLAGHER S,LAWLOR L,1
HARDY J,LAWLOR L,1
HEINAMAA S,LAWLOR L,4
HUGHES F,LAWLOR L,1
KATES J,LAWLOR L,2
KELLY M,LAWLOR L,2
KENNY Y,LAWLOR L,1
KRETSCHEL V,LAWLOR L,1
KWOK S,LAWLOR L,1
LAWLOR L,LAWLOR L,4
MORAN D,LAWLOR L,2
MORRIS D,LAWLOR L,3
O C,LAWLOR L,1
PIANA G,LAWLOR L,1
PLOT M,LAWLOR L,1
REDFIELD J,LAWLOR L,1
REYNOLDS J,LAWLOR L,1
ROUBACH M,LAWLOR L,1
SHAIN R,LAWLOR L,1
SHORES C,LAWLOR L,2
SIMON Z,LAWLOR L,1
SOMERS H,LAWLOR L,1
STOLLER S,LAWLOR L,1
TERZI P,LAWLOR L,2
THOMPSON M,LAWLOR L,1
TOADVINE T,LAWLOR L,2
VAN TUINEN S,LAWLOR L,1
WHITMOYER K,LAWLOR L,1
YAMPOLSKAYA A,LAWLOR L,1
ZAHAVI D,LAWLOR L,1
ALVIN J,PLATO,1
ALVIS J,PLATO,1
ATTERTON P,PLATO,1
BEN P,PLATO,1
BENGTSSON J,PLATO,1
BETZLER M,PLATO,1
BODEA C,PLATO,1
CARLSSON U,PLATO,1
CHEN Z,PLATO,1
COSTA V,PLATO,1
CROWELL S,PLATO,1
DAVENPORT J,PLATO,1
DEPRAZ N,PLATO,2
DINKINS C,PLATO,1
DUVAL R,PLATO,1
FINK E,PLATO,1
FOSHAY R,PLATO,1
FRAISOPI F,PLATO,1
FREYDBERG B,PLATO,1
GAHRN A,PLATO,1
GERASIMOVA I,PLATO,1
GHANOTAKIS G,PLATO,1
GIBBS P,PLATO,1
GOGUEN J,PLATO,1
GOSETTI F,PLATO,1
GRIMWOOD T,PLATO,1
HAHN S,PLATO,1
HANSON J,PLATO,1
HARDING B,PLATO,1
HART J,PLATO,1
HATEM N,PLATO,1
HEINAMAA S,PLATO,1
HEPACH M,PLATO,1
HIMANKA J,PLATO,1
HOPKINS B,PLATO,1
HUBICK J,PLATO,1
JACQUES W,PLATO,1
JANKAUSKAS S,PLATO,2
KACERAUSKAS T,PLATO,1
KAIN P,PLATO,1
KARPENKO I,PLATO,1
KIDD I,PLATO,1
KUSTERS W,PLATO,1
LOBO C,PLATO,1
LOZAR J,PLATO,1
MACLAREN K,PLATO,1
MANGAN B,PLATO,1
MCCARTHY J,PLATO,1
MCGUIRK J,PLATO,1
MELANEY W,PLATO,1
MEZEI B,PLATO,1
MORAN D,PLATO,1
MOUTSOPOULOS E,PLATO,1
MURCHADHA F,PLATO,1
NEWELL W,PLATO,1
NOPPEN P,PLATO,1
NORRIS C,PLATO,1
OGAWA T,PLATO,2
OLEJNICZAK M,PLATO,1
PAIC Z,PLATO,1
PEPERZAK A,PLATO,2
RIVERA J,PLATO,1
RUSSON J,PLATO,1
SEIFERT J,PLATO,1
SENA M,PLATO,1
SKILLEN A,PLATO,1
SOKOLOWSKI R,PLATO,1
SOMERS H,PLATO,1
SONCINI U,PLATO,1
SPARROW T,PLATO,1
THOMPSON M,PLATO,1
TIESZEN R,PLATO,1
TOADVINE T,PLATO,1
TOMALA O,PLATO,1
WALDENFELS B,PLATO,1
WALSH P,PLATO,1
WEINER S,PLATO,1
WOELERT P,PLATO,1
WOOD R,PLATO,1
AGGLETON S,REYNOLDS J,1
BARKER J,REYNOLDS J,1
BLOCK N,REYNOLDS J,1
BOLDT J,REYNOLDS J,1
HEIM M,REYNOLDS J,1
INKPIN A,REYNOLDS J,1
JENNINGS C,REYNOLDS J,1
LOW D,REYNOLDS J,2
RAFTOPOULOS A,REYNOLDS J,1
REYNOLDS J,REYNOLDS J,5
SHORES C,REYNOLDS J,1
SOMERS H,REYNOLDS J,1
TAYLOR J,REYNOLDS J,1
VAN TUINEN S,REYNOLDS J,1
VOROS S,REYNOLDS J,1
VRAHIMIS A,REYNOLDS J,1
WILLIAMS J,REYNOLDS J,1
SHORES C,SHORES C,1
SOMERS H,SHORES C,1
ALVIS J,SMITH D,1
BALLE J,SMITH D,1
BECK O,SMITH D,1
BERGHOFER P,SMITH D,1
BEYER C,SMITH D,2
BLAIKLOCK J,SMITH D,1
BLASI G,SMITH D,1
BOI L,SMITH D,1
BOUYER G,SMITH D,1
BOWER M,SMITH D,2
CALI C,SMITH D,1
CAPUTO A,SMITH D,1
CAREL H,SMITH D,1
CARUS A,SMITH D,2
CERNICA V,SMITH D,1
CHRISTIAS D,SMITH D,1
COECKELBERGH M,SMITH D,1
COSERU C,SMITH D,1
DRUMMOND J,SMITH D,3
FASCHING W,SMITH D,1
FORD J,SMITH D,1
FUGALI E,SMITH D,1
GIAMPIERI D,SMITH D,1
GILL M,SMITH D,1
GOLMAN E,SMITH D,1
HARVEY C,SMITH D,1
HELLIE B,SMITH D,1
HIRANO T,SMITH D,1
HOPP W,SMITH D,2
JAMES S,SMITH D,1
JANSEN J,SMITH D,1
KINKAID J,SMITH D,1
KOUKAL D,SMITH D,1
KRIEGEL U,SMITH D,1
KRYSZTOFIAK W,SMITH D,1
LAASIK K,SMITH D,1
LEUNG K,SMITH D,1
LIVINGSTON P,SMITH D,2
LOSONCZ M,SMITH D,1
LUFT S,SMITH D,1
MADARY M,SMITH D,1
MARAMBIO J,SMITH D,1
MARTIN W,SMITH D,1
MASI F,SMITH D,1
MCDANIEL K,SMITH D,1
MCMANUS D,SMITH D,1
MONTAGUE M,SMITH D,3
MORAN D,SMITH D,2
NAGEL C,SMITH D,1
NIKOLIC O,SMITH D,1
NIKONENKO S,SMITH D,1
O C,SMITH D,1
OVERGAARD S,SMITH D,1
PERUZZI A,SMITH D,1
PETERMANS A,SMITH D,1
PLOTKA W,SMITH D,1
PRADELLE D,SMITH D,1
PRASEK P,SMITH D,1
PROSSER A,SMITH D,1
REYNOLDS J,SMITH D,1
RICHARDS B,SMITH D,1
ROUBACH M,SMITH D,1
RUKGABER M,SMITH D,1
RUMP J,SMITH D,1
SERNELJ T,SMITH D,1
SHEAR J,SMITH D,1
SHEREDOS B,SMITH D,1
SHIM M,SMITH D,1
SMITH D,SMITH D,10
SOMERS H,SMITH D,1
SOTO F,SMITH D,1
STRAWSON G,SMITH D,1
TERZI P,SMITH D,3
THOMASSON A,SMITH D,1
TIESZEN R,SMITH D,3
TOLLEY C,SMITH D,4
TRIZIO E,SMITH D,1
TUCKETT J,SMITH D,1
VACHA J,SMITH D,1
VAHABZADEH P,SMITH D,1
VAN DER SCHYFF D,SMITH D,1
VANDEPITTE M,SMITH D,1
VRAHIMIS A,SMITH D,1
WALSH P,SMITH D,2
WHITE W,SMITH D,1
WILLIAMS H,SMITH D,1
WILTSCHE H,SMITH D,3
YOSHIMI J,SMITH D,5
ZELINSKI D,SMITH D,1
ZUIDERVAART L,SMITH D,2
BARKER J,SOMERSHALL H,2
BOWDEN S,SOMERSHALL H,1
SHORES C,SOMERSHALL H,1
SOMERS H,SOMERSHALL H,3
ASHLEY M,BENEDICT X,1
CIARAMELLI F,BENEDICT X,1
DY L,BENEDICT X,1
AHN I,LEVINAS E,1
AI S,LEVINAS E,1
AL S,LEVINAS E,1
ALBERTINI F,LEVINAS E,2
ALLOA E,LEVINAS E,2
ALMOG M,LEVINAS E,2
ANDERSON P,LEVINAS E,1
ARBIB D,LEVINAS E,2
ARTEMENKO N,LEVINAS E,2
ATTERTON P,LEVINAS E,2
BABICH B,LEVINAS E,1
BAPTIST G,LEVINAS E,1
BARBER M,LEVINAS E,1
BEAVERS A,LEVINAS E,1
BECHTOL H,LEVINAS E,2
BELL N,LEVINAS E,2
BELTRAMIN J,LEVINAS E,1
BEN P,LEVINAS E,2
BERENPAS M,LEVINAS E,2
BERGO B,LEVINAS E,7
BERNASCONI R,LEVINAS E,1
BERNET R,LEVINAS E,2
BITBOL M,LEVINAS E,1
BLOECHL J,LEVINAS E,3
BLOND L,LEVINAS E,2
BOCHAROV A,LEVINAS E,1
BOELLA L,LEVINAS E,1
BONNEMANN J,LEVINAS E,1
BRAGAGNOLO F,LEVINAS E,1
BRAUDE H,LEVINAS E,1
BREEUR R,LEVINAS E,1
BRENNAN E,LEVINAS E,1
BRUNFAUT S,LEVINAS E,1
BURCH M,LEVINAS E,2
BURNS L,LEVINAS E,2
CAMILLERI S,LEVINAS E,1
CARASSAI M,LEVINAS E,2
CARDO J,LEVINAS E,2
CARRARA O,LEVINAS E,2
CHEPURIN K,LEVINAS E,1
CHILLON J,LEVINAS E,2
CHOI K,LEVINAS E,1
CHOPLIN H,LEVINAS E,2
CIARAMELLI F,LEVINAS E,1
CLEMENT A,LEVINAS E,2
COATE M,LEVINAS E,1
COECKELBERGH M,LEVINAS E,1
COHEN J,LEVINAS E,1
COHEN R,LEVINAS E,1
CORMANN G,LEVINAS E,1
CROWELL S,LEVINAS E,4
DA S,LEVINAS E,1
DAHL E,LEVINAS E,2
DALTON D,LEVINAS E,2
DASILVA J,LEVINAS E,1
DASTUR F,LEVINAS E,2
DAVIS C,LEVINAS E,1
DE B,LEVINAS E,1
DE G,LEVINAS E,2
DE W,LEVINAS E,1
DECLERCK G,LEVINAS E,1
DEPRAZ N,LEVINAS E,4
DIMKOV P,LEVINAS E,1
DIREK Z,LEVINAS E,2
DJIAN A,LEVINAS E,1
DOERR Z,LEVINAS E,1
DOLEZAL L,LEVINAS E,1
DORFMAN E,LEVINAS E,2
DOUKHAN A,LEVINAS E,1
DRABINSKI J,LEVINAS E,2
DRUMMOND J,LEVINAS E,2
DUBOST M,LEVINAS E,2
DUFOURCQ A,LEVINAS E,1
DUKHAN I,LEVINAS E,1
DUPONT C,LEVINAS E,2
DURANTE M,LEVINAS E,2
DURFEE H,LEVINAS E,1
DY L,LEVINAS E,1
ENCHEV K,LEVINAS E,1
ENNIS P,LEVINAS E,1
EVINK E,LEVINAS E,1
FABRI M,LEVINAS E,4
FERNANDEZ H,LEVINAS E,2
FERRER G,LEVINAS E,1
FISHER L,LEVINAS E,1
FLORES P,LEVINAS E,2
FORD R,LEVINAS E,2
FUCHS T,LEVINAS E,1
FULKA J,LEVINAS E,1
GABELLIERI E,LEVINAS E,1
GARCIA E,LEVINAS E,2
GARCIA O,LEVINAS E,1
GARRERA T,LEVINAS E,2
GARRIDO M,LEVINAS E,2
GERL F,LEVINAS E,2
GHANOTAKIS G,LEVINAS E,1
GIOVANNANGELI D,LEVINAS E,1
GLASS J,LEVINAS E,1
GONZALEZ J,LEVINAS E,1
GONZALEZ R,LEVINAS E,2
GREGOR B,LEVINAS E,1
GROS A,LEVINAS E,1
GRZIBOWSKI S,LEVINAS E,2
GSCHWANDTNER C,LEVINAS E,3
GUERRERO J,LEVINAS E,1
GUERRERO O,LEVINAS E,2
GUILLEN G,LEVINAS E,4
GUTAUSKAS M,LEVINAS E,2
HANSON J,LEVINAS E,1
HARDY J,LEVINAS E,1
HAWORTH M,LEVINAS E,1
HEINAMAA S,LEVINAS E,2
HENG W,LEVINAS E,1
HERMS E,LEVINAS E,1
HIMANKA J,LEVINAS E,2
HODGE J,LEVINAS E,1
HORNER R,LEVINAS E,3
HUTH M,LEVINAS E,2
IAIA G,LEVINAS E,1
INGERSLEV L,LEVINAS E,1
JACKSON J,LEVINAS E,1
JACOBS H,LEVINAS E,1
JACQUET F,LEVINAS E,2
JANICAUD D,LEVINAS E,1
JANKAUSKAS S,LEVINAS E,4
JIE S,LEVINAS E,1
JONKUS D,LEVINAS E,2
KACERAUSKAS T,LEVINAS E,7
KECK F,LEVINAS E,2
KELLY F,LEVINAS E,1
KENNY Y,LEVINAS E,1
KIM A,LEVINAS E,1
KLEIN R,LEVINAS E,1
KLEMM D,LEVINAS E,2
KORTNER U,LEVINAS E,1
KOSKY J,LEVINAS E,1
KOVACS G,LEVINAS E,1
KOZIN A,LEVINAS E,1
KRASSOY A,LEVINAS E,1
KRETSCHEL V,LEVINAS E,1
KRIEGEL U,LEVINAS E,1
KUHN R,LEVINAS E,4
KULE M,LEVINAS E,1
LABRADOR J,LEVINAS E,1
LANNOY J,LEVINAS E,2
LEBRUN J,LEVINAS E,1
LEDER A,LEVINAS E,1
LEE N,LEVINAS E,2
LEGRAND D,LEVINAS E,2
LENNON K,LEVINAS E,1
LEVIN D,LEVINAS E,2
LIEBSCH B,LEVINAS E,3
LINCOLN U,LEVINAS E,1
LINGIS A,LEVINAS E,1
LLEWELYN J,LEVINAS E,3
LLORENTE J,LEVINAS E,4
LORELLE P,LEVINAS E,1
LUO Z,LEVINAS E,1
MADARY M,LEVINAS E,1
MALET P,LEVINAS E,1
MALL R,LEVINAS E,1
MANOUSSAKIS J,LEVINAS E,2
MARANDOLA E,LEVINAS E,2
MARCELO J,LEVINAS E,1
MARDER M,LEVINAS E,1
MARTIN W,LEVINAS E,1
MASI F,LEVINAS E,3
MCCLUSKEY F,LEVINAS E,1
MCDANIEL K,LEVINAS E,1
MCGUIRK J,LEVINAS E,1
MEANA D,LEVINAS E,1
MEHL E,LEVINAS E,2
MENSCH J,LEVINAS E,1
MICALI S,LEVINAS E,3
MICHELOW D,LEVINAS E,1
MILLER H,LEVINAS E,2
MIN A,LEVINAS E,1
MINTKEN T,LEVINAS E,1
MISKIEWICZ W,LEVINAS E,1
MO W,LEVINAS E,2
MOONEY T,LEVINAS E,2
MORAN D,LEVINAS E,1
MORENO M,LEVINAS E,1
MORRISON G,LEVINAS E,2
MURCHADHA F,LEVINAS E,1
MURPHY A,LEVINAS E,1
NAKHUTSRISHVILI L,LEVINAS E,2
NG C,LEVINAS E,1
NIEL L,LEVINAS E,1
NOVOTNY K,LEVINAS E,5
NUYEN A,LEVINAS E,1
O C,LEVINAS E,1
OLIVARES C,LEVINAS E,2
OLIVIER A,LEVINAS E,1
ORGANISTI U,LEVINAS E,1
ORR J,LEVINAS E,1
OTT H,LEVINAS E,1
PAINTER R,LEVINAS E,1
PALEY M,LEVINAS E,2
PECHAR J,LEVINAS E,2
PEPERZAK A,LEVINAS E,3
PEREGO V,LEVINAS E,2
PERINAN J,LEVINAS E,1
PERRIER J,LEVINAS E,2
PESSIN S,LEVINAS E,2
PLANT B,LEVINAS E,3
PLANTE M,LEVINAS E,2
POZO A,LEVINAS E,1
PRADELLE D,LEVINAS E,2
PRASEK P,LEVINAS E,1
PREVOT A,LEVINAS E,1
PRIETO S,LEVINAS E,1
PROLE D,LEVINAS E,6
PURCELL M,LEVINAS E,6
RAFFOUL F,LEVINAS E,4
RAMSEY C,LEVINAS E,1
RATCLIFFE M,LEVINAS E,1
REED R,LEVINAS E,2
REYNOLDS J,LEVINAS E,3
RIQUIER C,LEVINAS E,1
RIVERA J,LEVINAS E,1
ROMER I,LEVINAS E,1
ROSATO J,LEVINAS E,2
RUI X,LEVINAS E,2
SAENZ M,LEVINAS E,3
SALDUKAITYTE J,LEVINAS E,2
SANTANA W,LEVINAS E,2
SASS L,LEVINAS E,1
SCHALOW F,LEVINAS E,1
SCHNELL A,LEVINAS E,3
SCHRIJVERS J,LEVINAS E,2
SEBBAH F,LEVINAS E,3
SEEMAN D,LEVINAS E,1
SERON D,LEVINAS E,1
SHOLOKHOVA S,LEVINAS E,2
SKODLAR B,LEVINAS E,1
SMITH J,LEVINAS E,1
SMITH N,LEVINAS E,2
SOLOVEV E,LEVINAS E,1
SPARROW T,LEVINAS E,5
ST L,LEVINAS E,1
STAUDIGL M,LEVINAS E,5
STEINBOCK A,LEVINAS E,2
STEPHENSEN H,LEVINAS E,2
STERNAD C,LEVINAS E,1
STRUYKERBOUDIER C,LEVINAS E,2
SVENAEUS F,LEVINAS E,1
SZIGETI A,LEVINAS E,1
TALLON A,LEVINAS E,1
TATTAM H,LEVINAS E,2
TENG Y,LEVINAS E,2
TENGELYI L,LEVINAS E,3
TERREBLANCHE S,LEVINAS E,2
THEODOROU P,LEVINAS E,1
THOMSON I,LEVINAS E,1
TOADVINE T,LEVINAS E,2
TODARIYA S,LEVINAS E,1
TRIGG D,LEVINAS E,1
TURNER D,LEVINAS E,1
ULATE E,LEVINAS E,1
URBAN P,LEVINAS E,1
VALINSKAITE V,LEVINAS E,2
VASILESCU O,LEVINAS E,1
VERGANI M,LEVINAS E,3
VETROVCOVA M,LEVINAS E,1
VINOLO S,LEVINAS E,2
VIRI F,LEVINAS E,2
VYDROVA J,LEVINAS E,1
WAKE P,LEVINAS E,2
WALDENFELS B,LEVINAS E,3
WERTZ F,LEVINAS E,1
WESTPHAL M,LEVINAS E,2
WILLIFORD K,LEVINAS E,1
WOOD D,LEVINAS E,2
WRATHALL M,LEVINAS E,1
YAMPOLSKAYA A,LEVINAS E,2
YANG D,LEVINAS E,1
YANG W,LEVINAS E,4
ZAHAVI D,LEVINAS E,5
ZEYNEP D,LEVINAS E,1
ZHANG E,LEVINAS E,2
ZHU G,LEVINAS E,2
AHN I,MARION J,1
ALVIS J,MARION J,6
ANDRUS G,MARION J,2
ARBIB D,MARION J,2
BALLANFAT E,MARION J,1
BEAULIEU A,MARION J,1
BECHTOL H,MARION J,5
BENOIST J,MARION J,2
BERNET R,MARION J,2
BLOECHL J,MARION J,1
BROGAN M,MARION J,1
BURCH M,MARION J,3
CALCAGNO A,MARION J,1
CAMILLERI S,MARION J,3
CARDO J,MARION J,3
CHOPLIN H,MARION J,2
CLEMENT A,MARION J,1
COLLINS A,MARION J,5
CONTY A,MARION J,1
DAHL E,MARION J,4
DALISSIER M,MARION J,1
DAVIDSON S,MARION J,2
DE O,MARION J,1
DELAY S,MARION J,1
DEPRAZ N,MARION J,6
DJIAN A,MARION J,1
DRAPER M,MARION J,1
DUBOST M,MARION J,1
DURANTE M,MARION J,1
DUVAL R,MARION J,1
DWYER D,MARION J,1
DY L,MARION J,1
EMBREE L,MARION J,1
FAGENBLAT M,MARION J,2
FALOUE E,MARION J,2
FALQUE E,MARION J,4
FERENCZ F,MARION J,1
FERNANDEZ A,MARION J,1
FERNANDEZ H,MARION J,2
FLAMARIQUE L,MARION J,1
FORESTIER F,MARION J,3
FRAISOPI F,MARION J,1
FROLOV A,MARION J,1
FURLAN R,MARION J,1
GABELLIERI E,MARION J,2
GAITSCH P,MARION J,1
GAMBA F,MARION J,2
GENIUSAS S,MARION J,2
GILBERT P,MARION J,1
GOURDAIN S,MARION J,1
GRASSI M,MARION J,3
GRAVES A,MARION J,2
GREGOR B,MARION J,2
GREISCH J,MARION J,2
GRONDIN J,MARION J,1
