name,degree,strength,community,outdegree
Brann E,2,4,9,0
Beck M,2,3,9,0
Oshiel D,2,2,9,0
Grant I,2,2,9,0
Turnbull K,2,3,9,0
Marcos G,2,2,9,0
Driesch H,2,3,9,0
Namin L,2,2,9,0
Teil E,2,2,9,0
Marrou H,2,2,9,0
Heidegger S,2,2,9,0
Dealmeida G,2,3,9,0
Ross D,2,2,9,0
Sachshombach K,2,2,9,0
Edmund H,2,3,9,0
Gibson A,2,2,9,0
Eldridge P,1,0,9,40
Lories D,1,3,9,12
Chen Y,1,1,9,12
Sabolius K,1,4,9,20
Breuer I,1,2,9,13
Krioukov A,1,0,9,16
Mccarthy J,1,4,9,22
Mintken T,1,0,9,24
Molotokiene E,1,2,9,22
Shum P,1,3,9,7
Arvidson S,1,3,9,0
Hogg M,1,2,9,0
Johannes R,1,3,9,0
Turner J,1,6,9,0
Dewitte J,1,2,9,0
Botz B,1,2,9,0
Sezeman V,1,3,9,0
Sezemanas V,1,9,9,0
Klevjer R,1,3,9,0
Sebold R,1,3,9,0
Chakravartty A,1,4,9,0
Sankey H,1,3,9,0
Wolfendale P,1,2,9,0
Belov V,1,3,9,0
Lozuraitis A,1,3,9,0
Sesemann V,1,2,9,0
Soberano R,0,0,9,9
Girardi L,0,0,9,15
Mcguirk J,0,0,9,22
Coate M,0,0,9,16
Gaitsch P,0,0,9,34
Krassoy A,0,0,9,9
Ryabushkina T,0,0,9,10
Streubel T,0,0,9,15
Zielke D,0,0,9,15
Blaiklock J,0,0,9,18
Frederix L,0,0,9,2
Geniuias S,0,0,9,9
Katz A,0,0,9,11
Miroshnichenko M,0,0,9,26
Missaggia J,0,0,9,5
Nikolic O,0,0,9,23
Peterson K,0,0,9,7
Pisano F,0,0,9,13
Satkauskas I,0,0,9,22
Surnma M,0,0,9,16
Szigeti A,0,0,9,5
Yu C,0,2,9,23
Russo A,0,0,9,17
Banu L,0,0,9,1
Ingarden R,45,93,10,0
Simons P,20,29,10,0
Fine K,6,11,10,0
Rizzoli L,5,5,10,0
Wolenski J,4,4,10,3
Celms T,4,5,10,0
Poli R,4,6,10,0
Tatarkiewicz W,4,6,10,0
Altobrando A,3,3,10,22
Casari E,3,2,10,7
Rosinska Z,3,3,10,6
Blaustein L,3,6,10,0
Ingarden,3,3,10,0
Holmes R,2,3,10,13
Bostar L,2,3,10,0
Kuspit D,2,2,10,0
Wallner I,2,3,10,0
Costello P,2,4,10,0
Moinat F,2,3,10,0
Tischner J,2,4,10,0
Hillebrand F,2,2,10,0
Cavallin J,2,2,10,0
Helman A,2,3,10,0
Lissa Z,2,2,10,0
Lozinski J,2,3,10,0
Michalski K,2,3,10,0
Gierulanka D,2,3,10,0
Jadacki J,2,2,10,0
Judycki S,2,2,10,0
Jadczak R,2,2,10,0
Plotka W,1,1,10,122
Malherbe O,1,0,10,22
Stock K,1,2,10,0
Gubser M,1,3,10,0
Kot D,1,2,10,0
Wegrzecki A,1,2,10,0
Beben D,1,3,10,0
Biegeleisen B,1,2,10,0
Bielawka M,1,2,10,0
Galarowicz J,1,2,10,0
Glombik C,1,2,10,0
Heinrich W,1,2,10,0
Kronska I,1,2,10,0
Kronski T,1,3,10,0
Krzemicka I,1,2,10,0
Martel K,1,2,10,0
Witkiewicz S,1,3,10,0
Starzynski W,1,2,10,0
Stepien A,1,2,10,0
Dupuy J,1,2,10,0
Galetti D,0,0,10,9
Pokropski M,0,0,10,29
Rokoee R,0,0,10,10
Pyra L,0,0,10,2
Stein E,55,119,11,0
Bello A,18,28,11,14
Conradmartius H,16,26,11,0
Tymieniecka A,12,27,11,2
Ales B,8,10,11,0
Scheler V,6,7,11,0
Ritter J,6,12,11,0
Mahfoud M,5,4,11,21
Beckmannzoller B,5,7,11,0
Coreth E,5,7,11,0
Beckmann B,4,8,11,0
Fuchs W,4,6,11,0
Sawicki M,4,6,11,0
Frank S,4,10,11,0
Burkhardt A,4,4,11,0
Ghigi N,3,4,11,27
Spengler O,3,10,11,0
Mitscherling J,3,3,11,0
Przywara E,3,7,11,0
Spaemann R,3,5,11,0
Pazanin A,3,3,11,0
Nemeth T,2,5,11,47
Santos G,2,1,11,6
Wulf C,2,3,11,6
Hartmann K,2,6,11,9
Kule M,2,2,11,6
Redmond W,2,1,11,6
Muller A,2,4,11,0
Noel L,2,2,11,0
Altmann A,2,2,11,0
Sberga A,2,2,11,0
Savian F,2,2,11,0
Verducci D,2,2,11,0
Jakovenko B,2,3,11,0
Aquino T,2,2,11,0
Lopatin L,2,2,11,0
Lossky N,2,5,11,0
Zenkovsky V,2,4,11,0
Manganaro P,2,2,11,0
Gredt J,2,2,11,0
Fetz R,2,2,11,0
Herbstrith W,2,3,11,0
Schulz P,2,3,11,0
Secretan P,2,3,11,0
Otto H,2,2,11,0
Hartmann H,2,2,11,0
Haefliger G,2,2,11,0
Ettlinger M,2,2,11,0
Cerf W,2,2,11,0
Tommasi F,1,1,11,15
Mora F,1,2,11,0
Garcia R,1,4,11,0
Tiercelin C,1,2,11,0
Callieri B,1,2,11,0
Burnet I,1,2,11,0
Massimi M,1,3,11,0
Stein M,1,2,11,0
Alles B,1,2,11,0
De Q,1,2,11,0
Guardini R,1,2,11,0
Takhogodi A,1,3,11,0
Jager L,1,2,11,0
Beckmann,0,0,11,23
Cozma C,0,0,11,10
Gerl,0,0,11,19
Gricoski T,0,0,11,15
Stagi P,0,0,11,9
Barisic P,0,0,11,3
Bell W,0,0,11,6
Fuentes P,0,0,11,3
Goto T,0,0,11,7
Gusich G,0,0,11,4
Juric H,0,0,11,5
Risio L,0,0,11,25
Savian J,0,0,11,12
Tremblay F,0,0,11,22
Cameiro S,0,0,11,4
Quadros E,0,0,11,3
Durfee H,0,0,11,5
Beauvais C,0,0,11,12
Shabanova J,0,0,11,11
Pfeiffer A,0,0,11,7
Dupuis M,0,2,11,10
Conrad,0,0,11,1
Nazarova O,0,0,11,3
Tymenetska A,0,0,11,1
Steinbock A,56,160,12,79
Lee N,26,36,12,21
Mensch J,25,41,12,32
Walton R,22,42,12,4
Mcintyre R,15,26,12,0
Rodemeyer L,10,25,12,17
Donohoe J,9,12,12,18
Taguchi S,9,11,12,0
Mckenna W,9,11,12,0
Larrabee M,6,8,12,14
Yamaguchi I,6,8,12,12
Biceaga B,5,10,12,0
Smith F,5,6,12,0
Morrison J,4,8,12,0
Mou Z,4,6,12,0
Thevenaz P,4,9,12,0
Sartre,4,7,12,0
Chan W,3,8,12,17
Bower M,3,9,12,116
Hutcheson P,3,5,12,14
Schmitt R,3,6,12,2
Camus A,3,12,12,0
Schrodinger E,3,4,12,0
Baumgartner W,3,4,12,0
Montague R,3,3,12,0
Mays W,2,3,12,8
Tu W,2,6,12,0
Ivanhoe P,2,6,12,0
Li M,2,4,12,0
Liang Q,2,2,12,0
Wang Y,2,8,12,0
Zhu X,2,5,12,0
Legge J,2,4,12,0
Sandmeyer B,2,4,12,0
Smith W,2,3,12,0
Luther A,2,4,12,0
Scheler,2,4,12,0
Hartmann W,2,2,12,0
Pintos M,2,3,12,0
Boelen B,2,4,12,0
Di S,2,3,12,0
Street F,2,2,12,0
Liu S,2,2,12,0
Merlan P,2,2,12,0
Csibra G,2,4,12,0
Nuki S,2,3,12,0
Cunningham S,2,4,12,0
Morrison R,2,2,12,0
Nellen K,2,2,12,0
Boycegibson W,2,2,12,0
Carr L,2,3,12,0
Inverso H,1,0,12,95
Lu Y,1,0,12,40
Chen L,1,2,12,0
Cua A,1,2,12,0
Fingarette H,1,3,12,0
Mckeon R,1,2,12,0
Mencius B,1,2,12,0
Slingerland E,1,3,12,0
Van Norden B,1,3,12,0
Galt C,1,2,12,0
Halberstam J,1,3,12,0
Bub J,1,2,12,0
Angle S,1,2,12,0
Stalnaker A,1,2,12,0
Debes R,1,2,12,0
Confucius,1,3,12,0
Folland G,1,2,12,0
Elliston F,0,0,12,14
Schuback M,0,0,12,7
Dong M,0,0,12,18
Fugali E,0,0,12,18
Palmieri P,0,0,12,24
Patocka J,65,182,13,12
Rombach H,12,23,13,3
Urban P,11,16,13,84
Chvatik I,10,13,13,6
Blecha I,9,12,13,37
Kohak E,9,15,13,43
Karfik F,7,15,13,0
Patoka J,7,9,13,0
Novotny K,6,12,13,27
Major L,6,8,13,5
Jankelevitch V,6,17,13,0
Sivak J,5,5,13,34
Bayerova M,5,7,13,10
Dosse F,5,11,13,0
Kouba P,4,11,13,21
Mcalister L,4,7,13,0
Dubsky I,4,4,13,0
Muransky M,3,2,13,6
Ritter M,3,3,13,23
Stenger G,3,3,13,20
Lesko V,3,3,13,0
Patocka,3,5,13,0
Strokerova E,3,3,13,0
Rezek P,3,4,13,0
Zumr J,3,3,13,0
Garrido J,2,4,13,8
Schaller K,2,1,13,6
Trnka J,2,1,13,52
Nitsche M,2,2,13,14
Tholt P,2,3,13,16
Evink E,2,2,13,19
Vydrova J,2,4,13,38
Hagedorn L,2,4,13,1
Bakos V,2,1,13,15
Santos A,2,3,13,4
Focillon H,2,2,13,0
Diels H,2,4,13,0
Brinck I,2,3,13,0
Hyder D,2,4,13,0
Call J,2,3,13,0
Lehmann S,2,2,13,0
Petiek M,2,2,13,0
Mukarovsky J,2,5,13,0
Painter C,2,4,13,0
Patoeka J,2,2,13,0
Birch H,2,2,13,0
Chalupecky J,2,2,13,0
Karul R,2,6,13,0
Valdes E,2,3,13,0
Chvatik K,2,2,13,0
Hoffe O,2,4,13,0
Dennett C,2,2,13,0
Tamtez S,2,2,13,0
Tvrdy J,2,2,13,0
Chvatik A,2,2,13,0
Mokrejs A,2,2,13,0
Tamtez,2,2,13,0
Buchner H,2,2,13,0
Tsujimura K,2,2,13,0
Patocky J,2,2,13,0
Stanciu O,1,2,13,12
Liptak M,1,0,13,34
Siemek M,1,2,13,1
Fabritius H,1,2,13,0
Francastel P,1,3,13,0
Hofman V,1,2,13,0
Kramar V,1,2,13,0
Kubista B,1,2,13,0
Lahoda V,1,2,13,0
Lamac M,1,2,13,0
Mathauser Z,1,2,13,0
Padilla T,1,3,13,0
Bouchindhomme C,1,2,13,0
Leavens D,1,3,13,0
Racine T,1,3,13,0
Kunna U,1,2,13,0
Ascarate L,0,0,13,19
Hubick J,0,0,13,8
Josl J,0,0,13,9
Rabanus C,0,0,13,7
Wang J,0,0,13,16
Hlavinka P,0,0,13,14
Jesic M,0,0,13,19
Jun W,0,0,13,3
Novak J,0,0,13,12
Pokorny V,0,0,13,10
Rodriguez I,0,0,13,24
Ucnik L,0,0,13,12
Tomasovicova J,0,0,13,10
Kohout J,0,0,13,5
Blaschek,0,0,13,4
Decleve H,0,0,13,1
Leufer D,0,0,13,8
Mikoska P,0,0,13,2
Palous R,0,0,13,1
Zeleny J,0,0,13,2
Zouhar J,0,0,13,2
Lohmar D,67,110,14,31
Holenstein E,31,45,14,0
Panzer U,17,18,14,0
Seebohm T,16,25,14,19
Aguirre A,15,22,14,0
Funke G,14,15,14,28
Begout B,13,27,14,11
Montavont A,10,14,14,0
Volonte P,8,10,14,0
Szilasi W,7,9,14,0
Behnke E,6,19,14,63
Metzger A,6,7,14,0
Mall R,5,6,14,37
Zirion A,4,7,14,27
Diemer A,4,5,14,0
Dwyer D,3,5,14,82
Osswald A,3,6,14,9
Gyemant M,3,3,14,0
Bergmann W,3,3,14,0
Kihlstrom J,2,6,14,0
Schapiro M,2,4,14,0
Nicol E,2,4,14,0
Schelsky H,2,2,14,0
Elveton R,2,2,14,0
Son B,2,2,14,0
Anton M,1,2,14,0
Mendozacanales R,1,2,14,0
Dok I,1,2,14,0
Rohrdietschi U,1,2,14,0
Shin G,1,2,14,0
Vasconcelos J,1,2,14,0
Barth H,1,2,14,0
Brelage M,1,3,14,0
Guerrero J,0,0,14,18
Caneo S,0,0,14,5
Baruch S,0,0,14,8
Kozyreva A,0,0,14,26
Mendoza,0,0,14,77
