name,short.name,appearances,comment,changed.in.old,present.in.old
VONHERMAN FW,VONHERMAN F,1,NA,FALSE,TRUE
VONHERMANN F,VONHERMANN F,1,NA,FALSE,TRUE
VONHERMANN FW,VONHERMANN F,4,NA,FALSE,TRUE
VONHERRMAN FW,VONHERRMAN F,1,NA,FALSE,TRUE
VONHERRMANN F W,VONHERRMANN F,1,NA,FALSE,FALSE
VONHERRMANN FW,VONHERRMANN F,11,NA,FALSE,TRUE
VONHILDEBRAND D,VONHILDEBRAND D,6,NA,FALSE,TRUE
VONHOFFMEISTER J,VONHOFFMEISTER J,1,NA,FALSE,TRUE
VONHOLST E,VONHOLST E,4,NA,FALSE,TRUE
VONHUMBOLDT W,VONHUMBOLDT W,4,NA,FALSE,TRUE
VONHUMBOLDT WILHELM,VONHUMBOLDT W,1,NA,FALSE,FALSE
VONHUMBOLT V,VONHUMBOLT V,1,NA,TRUE,TRUE
VONJUHOS B,VONJUHOS B,1,NA,FALSE,TRUE
VONKERCKHOVEN G,VONKERCKHOVEN G,1,NA,FALSE,TRUE
VONKLEIST H,VONKLEIST H,2,NA,FALSE,TRUE
VONKUES N,VONKUES N,1,NA,FALSE,TRUE
VONLEFORT G,VONLEFORT G,1,NA,FALSE,TRUE
VONLEYDEN W,VONLEYDEN W,1,NA,FALSE,TRUE
VONLUCADOU W,VONLUCADOU W,1,NA,FALSE,TRUE
VONLUPKE J,VONLUPKE J,1,NA,FALSE,TRUE
VONMISES,VONMISES,1,NA,FALSE,TRUE
VONMOLDENHAUER E,VONMOLDENHAUER E,1,NA,FALSE,TRUE
VONNEGUT K,VONNEGUT K,1,NA,FALSE,FALSE
VONNEUMANN J,VONNEUMANN J,4,NA,FALSE,TRUE
VONNOHL H,VONNOHL H,1,NA,FALSE,TRUE
VONRINTELEN FJ,VONRINTELEN F,1,NA,FALSE,TRUE
VONSAVIGNY E,VONSAVIGNY E,1,NA,FALSE,TRUE
VONUEXKULL J,VONUEXKULL J,1,NA,FALSE,TRUE
VONWEIZSACKER CF,VONWEIZSACKER C,1,NA,FALSE,TRUE
VONWEIZSACKER V,VONWEIZSACKER V,2,NA,FALSE,FALSE
VONWEIZSACKER VIKTOR,VONWEIZSACKER V,1,NA,FALSE,TRUE
VONWIESE L,VONWIESE L,1,NA,FALSE,TRUE
VONWRIGHJM,VONWRIGHJM,1,NA,FALSE,TRUE
VONWRIGHT GH,VONWRIGHT G,5,NA,FALSE,TRUE
VONZERSSEN D,VONZERSSEN D,2,NA,FALSE,TRUE
VOOR SOUCHEDAUGES D,VOOR S,1,NA,FALSE,FALSE
VOORHEES B,VOORHEES B,1,NA,FALSE,TRUE
VOPENKA P,VOPENKA P,4,NA,FALSE,TRUE
VOPENKA PS,VOPENKA P,1,NA,FALSE,TRUE
VORA KALINDI,VORA K,1,NA,FALSE,TRUE
VORGRIMLER HERBERT,VORGRIMLER H,1,NA,FALSE,TRUE
VORLANDER K,VORLANDER K,2,NA,FALSE,TRUE
VORLANDER KARL,VORLANDER K,2,NA,FALSE,TRUE
VORLESUNGEN PHILOS R,VORLESUNGEN P,1,NA,FALSE,TRUE
VORONINA N,VORONINA N,1,NA,FALSE,FALSE
VORONINA NATALYIA YU,VORONINA N,1,NA,FALSE,TRUE
VOROS S,VOROS S,73,NA,FALSE,TRUE
VOROS SEBASTJAN,VOROS S,1,NA,FALSE,FALSE
VOROS V,VOROS V,2,NA,FALSE,TRUE
VORSOKRATIKER DIE,VORSOKRATIKER D,1,NA,FALSE,FALSE
VORUZ V,VORUZ V,1,NA,FALSE,FALSE
VOS A,VOS A,1,NA,FALSE,FALSE
VOS J,VOS J,1,NA,FALSE,FALSE
VOSGERAU G,VOSGERAU G,4,NA,FALSE,TRUE
VOSNIADOU S,VOSNIADOU S,1,NA,FALSE,TRUE
VOSS A,VOSS A,1,NA,FALSE,FALSE
VOSS C,VOSS C,3,NA,FALSE,FALSE
VOSS S,VOSS S,2,NA,FALSE,TRUE
VOSS STEPHEN,VOSS S,1,NA,FALSE,FALSE
VOSS U,VOSS U,5,NA,FALSE,TRUE
VOSYLIUS SEZEMANAS,VOSYLIUS S,1,NA,FALSE,FALSE
VOTSMEIER A,VOTSMEIER A,1,NA,FALSE,TRUE
VOVCHENKO V A,VOVCHENKO V,1,NA,FALSE,TRUE
VRAHIMIS A,VRAHIMIS A,130,NA,FALSE,TRUE
VRAHIMIS ANDREAS,VRAHIMIS A,3,NA,FALSE,TRUE
VRANCKEN MAE,VRANCKEN M,1,NA,FALSE,TRUE
VRASIDAS C,VRASIDAS C,1,NA,FALSE,TRUE
VRIES DE H,VRIES D,1,NA,FALSE,TRUE
VRIES HENT,VRIES H,1,NA,FALSE,TRUE
VRIGT GH,VRIGT G,1,NA,FALSE,FALSE
VRIJ A,VRIJ A,1,NA,FALSE,TRUE
VROOMEN J,VROOMEN J,1,NA,FALSE,TRUE
VUCINICH ALEXANDER,VUCINICH A,1,NA,FALSE,TRUE
VUCKOVIC ANTE,VUCKOVIC A,1,NA,FALSE,TRUE
VUILLEMIN J,VUILLEMIN J,5,NA,FALSE,TRUE
VUILLEMIN JULES,VUILLEMIN J,3,NA,FALSE,TRUE
VUILLEUMIER P,VUILLEUMIER P,6,NA,FALSE,TRUE
VUJOSEVIC M,VUJOSEVIC M,1,NA,FALSE,TRUE
VUKSANOVIC DIVNA,VUKSANOVIC D,1,NA,FALSE,TRUE
VULF K,VULF K,1,NA,FALSE,TRUE
VULNERABILITY T HH,VULNERABILITY T,1,NA,FALSE,TRUE
VUORI A,VUORI A,1,NA,FALSE,TRUE
VUUST P,VUUST P,1,NA,FALSE,TRUE
VV AA,VV A,2,NA,FALSE,TRUE
VVAA,VVAA,1,NA,FALSE,FALSE
VVEDENSKIJ A,VVEDENSKIJ A,1,NA,FALSE,TRUE
VYCINAS V,VYCINAS V,1,NA,FALSE,TRUE
VYDRA A,VYDRA A,56,NA,FALSE,TRUE
VYDRA ANTON,VYDRA A,2,NA,FALSE,TRUE
VYDROVA J,VYDROVA J,101,NA,FALSE,TRUE
VYGOTSKIJ LS,VYGOTSKIJ L,1,NA,FALSE,FALSE
VYGOTSKIY L S,VYGOTSKIY L,1,NA,FALSE,FALSE
VYGOTSKIY LEV S,VYGOTSKIY L,1,NA,TRUE,TRUE
VYGOTSKIY LS,VYGOTSKIY L,1,NA,FALSE,FALSE
VYGOTSKY L,VYGOTSKY L,5,NA,FALSE,TRUE
VYGOTSKY L S,VYGOTSKY L,7,NA,FALSE,TRUE
VYGOTSKY LEV S,VYGOTSKY L,3,NA,FALSE,TRUE
VYGOTSKY LS,VYGOTSKY L,6,NA,FALSE,TRUE
VYJIMKOU BUDIZ GALLAGHER S,VYJIMKOU B,1,NA,FALSE,TRUE
VYSHESLAVTSEV BP,VYSHESLAVTSEV B,1,NA,FALSE,TRUE
VYSKOCIL I,VYSKOCIL I,2,NA,FALSE,TRUE
VYSOTSKA N O,VYSOTSKA N,1,NA,FALSE,TRUE
VYTAL K,VYTAL K,1,NA,FALSE,TRUE
WAAL F DE,WAAL F,1,NA,FALSE,FALSE
WAARDENBURG J,WAARDENBURG J,1,NA,FALSE,TRUE
WAARDENBURG JACQUES,WAARDENBURG J,1,NA,FALSE,TRUE
WACH J,WACH J,3,NA,FALSE,TRUE
WACH JOACHIM,WACH J,1,NA,FALSE,TRUE
WACHBRIT R,WACHBRIT R,1,NA,FALSE,TRUE
WACHOWIAK A,WACHOWIAK A,1,NA,FALSE,TRUE
WACHOWSKI A,WACHOWSKI A,1,NA,FALSE,TRUE
WACHTER D,WACHTER D,1,NA,FALSE,TRUE
WACHTERHAUSER B,WACHTERHAUSER B,1,NA,FALSE,TRUE
WACHTERSHAUSER GUNTER,WACHTERSHAUSER G,1,NA,FALSE,TRUE
WACKERMANN J,WACKERMANN J,3,NA,FALSE,TRUE
WACKERNAGEL W,WACKERNAGEL W,1,NA,FALSE,TRUE
WACONGNE C,WACONGNE C,1,NA,FALSE,FALSE
WACQUANT JD,WACQUANT J,1,NA,FALSE,TRUE
WACQUANT LJD,WACQUANT L,1,NA,FALSE,TRUE
WADDELL N,WADDELL N,1,NA,FALSE,TRUE
WADDELL NORMAN,WADDELL N,1,NA,FALSE,TRUE
WADDELL V,WADDELL V,1,NA,FALSE,TRUE
WADDELL VL,WADDELL V,31,NA,FALSE,TRUE
WADDINGTON CH,WADDINGTON C,3,NA,FALSE,TRUE
WADE KA,WADE K,1,NA,FALSE,FALSE
WADE N J,WADE N,1,NA,FALSE,FALSE
WADE NICHOLAS J,WADE N,1,NA,FALSE,TRUE
WADE NJ,WADE N,2,NA,FALSE,TRUE
WAELHENS A,WAELHENS A,1,NA,FALSE,TRUE
WAELHENS DE ALPHONSE,WAELHENS D,1,NA,FALSE,TRUE
WAELTI E,WAELTI E,1,NA,FALSE,TRUE
WAERDEN B L VAN DER,WAERDEN B,1,NA,FALSE,TRUE
WAGENAAR H,WAGENAAR H,1,NA,FALSE,FALSE
WAGENMAKERS EJ,WAGENMAKERS E,1,NA,FALSE,FALSE
WAGNE HELMUT R,WAGNE H,1,NA,FALSE,FALSE
WAGNER BJ,WAGNER B,1,NA,FALSE,FALSE
WAGNER F,WAGNER F,1,NA,FALSE,TRUE
WAGNER GP,WAGNER G,1,NA,FALSE,TRUE
WAGNER H,WAGNER H,6,NA,FALSE,TRUE
WAGNER H R,WAGNER H,1,NA,FALSE,TRUE
WAGNER HANSJOSEF,WAGNER H,1,NA,FALSE,TRUE
WAGNER HELMUT,WAGNER H,12,NA,FALSE,TRUE
WAGNER HR,WAGNER H,11,NA,FALSE,TRUE
WAGNER J,WAGNER J,1,NA,FALSE,FALSE
WAGNER M,WAGNER M,2,NA,FALSE,TRUE
WAGNER MARSHA LYNN,WAGNER M,1,NA,FALSE,TRUE
WAGNER P,WAGNER P,2,NA,FALSE,FALSE
WAGNER R,WAGNER R,2,NA,FALSE,TRUE
WAGNER SANDRA,WAGNER S,1,NA,FALSE,TRUE
WAGNER T,WAGNER T,1,NA,FALSE,TRUE
WAHL DC,WAHL D,1,NA,FALSE,TRUE
WAHL F,WAHL F,1,NA,FALSE,FALSE
WAHL J,WAHL J,11,NA,FALSE,TRUE
WAHL JEAN,WAHL J,12,NA,FALSE,TRUE
WAHLBERG MALIN,WAHLBERG M,2,NA,FALSE,FALSE
WAHMAN J,WAHMAN J,1,NA,FALSE,TRUE
WAI EK,WAI E,1,NA,FALSE,TRUE
WAIBEL V,WAIBEL V,3,NA,FALSE,TRUE
WAILEY T,WAILEY T,1,NA,FALSE,TRUE
WAINWRIGHT M,WAINWRIGHT M,1,NA,FALSE,TRUE
WAINWRIGHT O,WAINWRIGHT O,1,NA,FALSE,TRUE
WAINWRIGHT SH,WAINWRIGHT S,1,NA,FALSE,FALSE
WAINWRIGHT W,WAINWRIGHT W,1,NA,FALSE,FALSE
WAINWRIGHT WILLIAM,WAINWRIGHT W,1,NA,FALSE,TRUE
WAIS K,WAIS K,1,NA,FALSE,TRUE
WAISMANN F,WAISMANN F,6,NA,FALSE,TRUE
WAISSMANN F,WAISSMANN F,1,NA,FALSE,TRUE
WAITT G,WAITT G,1,NA,FALSE,TRUE
WAJCMAN G,WAJCMAN G,1,NA,FALSE,FALSE
WAJS ANDRZEJ,WAJS A,1,NA,FALSE,TRUE
WAJSBERG M,WAJSBERG M,1,NA,FALSE,FALSE
WAKE A,WAKE A,1,NA,FALSE,TRUE
WAKE P,WAKE P,4,NA,FALSE,TRUE
WAKEFIELD J,WAKEFIELD J,4,NA,FALSE,FALSE
WAKEFIELD J C,WAKEFIELD J,2,NA,FALSE,FALSE
WAKEFIELD JC,WAKEFIELD J,3,NA,FALSE,TRUE
WAKEFIELD JEROME C,WAKEFIELD J,1,NA,FALSE,FALSE
WAKELING JM,WAKELING J,1,NA,FALSE,TRUE
WALACH H,WALACH H,3,NA,FALSE,TRUE
WALBRIDGE J,WALBRIDGE J,1,NA,FALSE,TRUE
WALCH J G,WALCH J,1,NA,FALSE,TRUE
WALDE M,WALDE M,1,NA,FALSE,TRUE
WALDEN G,WALDEN G,1,NA,FALSE,TRUE
WALDEN S,WALDEN S,2,NA,FALSE,TRUE
WALDEN TA,WALDEN T,1,NA,FALSE,TRUE
WALDENDFELS B,WALDENDFELS B,14,NA,FALSE,TRUE
WALDENFALS B,WALDENFALS B,1,NA,FALSE,TRUE
WALDENFELS,WALDENFELS,3,NA,FALSE,TRUE
WALDENFELS B,WALDENFELS B,375,NA,FALSE,TRUE
WALDENFELS BERNARD,WALDENFELS B,3,NA,FALSE,TRUE
WALDENFELS BERNHARD,WALDENFELS B,83,NA,FALSE,TRUE
WALDENFELS BH,WALDENFELS B,1,NA,FALSE,TRUE
WALDENFELS H,WALDENFELS H,1,NA,FALSE,TRUE
WALDENFELS HANS,WALDENFELS H,3,NA,FALSE,TRUE
WALDRON WS,WALDRON W,3,NA,FALSE,TRUE
WALDSCHMIDT ANNE,WALDSCHMIDT A,1,NA,FALSE,FALSE
WALDSCHMITT L,WALDSCHMITT L,1,NA,FALSE,TRUE
WALDSTEIN W,WALDSTEIN W,1,NA,FALSE,FALSE
WALDVOGEL B,WALDVOGEL B,1,NA,FALSE,TRUE
WALGRAVE J H,WALGRAVE J,1,NA,FALSE,TRUE
WALGRAVE JH,WALGRAVE J,1,NA,FALSE,TRUE
WALICKI A,WALICKI A,2,NA,FALSE,TRUE
WALICKI ANDRZEJ,WALICKI A,1,NA,FALSE,TRUE
WALK J,WALK J,1,NA,FALSE,TRUE
WALK R D,WALK R,1,NA,FALSE,TRUE
WALKER A,WALKER A,1,NA,FALSE,TRUE
WALKER ADM,WALKER A,1,NA,FALSE,FALSE
WALKER B H,WALKER B,1,NA,FALSE,TRUE
WALKER C,WALKER C,4,NA,FALSE,TRUE
WALKER CHRIS,WALKER C,1,NA,FALSE,TRUE
WALKER J,WALKER J,2,NA,FALSE,TRUE
WALKER JAMES R,WALKER J,1,NA,FALSE,TRUE
WALKER JC,WALKER J,1,NA,FALSE,TRUE
WALKER JR,WALKER J,1,NA,FALSE,TRUE
WALKER JS,WALKER J,1,NA,FALSE,TRUE
WALKER K,WALKER K,44,NA,FALSE,TRUE
WALKER KMM,WALKER K,1,NA,FALSE,TRUE
WALKER M,WALKER M,1,NA,FALSE,TRUE
WALKER M BOULOUS,WALKER M,1,NA,FALSE,TRUE
WALKER MARGARET URBAN,WALKER M,1,NA,FALSE,FALSE
WALKER MB,WALKER M,2,NA,FALSE,TRUE
WALKER R,WALKER R,3,NA,FALSE,TRUE
WALKER RALPH,WALKER R,1,NA,FALSE,TRUE
WALKER RALPH C S,WALKER R,1,NA,FALSE,TRUE
WALKER RALPH R C,WALKER R,1,NA,FALSE,TRUE
WALKER W,WALKER W,1,NA,FALSE,TRUE
WALL J,WALL J,1,NA,FALSE,FALSE
WALL JOHN,WALL J,1,NA,FALSE,TRUE
WALL P,WALL P,2,NA,FALSE,TRUE
WALL PD,WALL P,2,NA,FALSE,TRUE
WALL S,WALL S,1,NA,FALSE,FALSE
WALL TF,WALL T,1,NA,FALSE,TRUE
WALLACE A,WALLACE A,1,NA,FALSE,FALSE
WALLACE B,WALLACE B,2,NA,FALSE,TRUE
WALLACE B A,WALLACE B,2,NA,FALSE,TRUE
WALLACE BA,WALLACE B,3,NA,FALSE,TRUE
WALLACE DAVID FOSTER,WALLACE D,1,NA,FALSE,TRUE
WALLACE DF,WALLACE D,1,NA,FALSE,FALSE
WALLACE GL,WALLACE G,2,NA,FALSE,TRUE
WALLACE J,WALLACE J,1,NA,FALSE,FALSE
WALLACE JAY,WALLACE J,1,NA,FALSE,TRUE
WALLACE K,WALLACE K,1,NA,FALSE,TRUE
WALLACE MI,WALLACE M,1,NA,FALSE,FALSE
WALLACE MICHELE,WALLACE M,1,NA,FALSE,TRUE
WALLACE PAUL,WALLACE P,1,NA,FALSE,FALSE
WALLACE R J,WALLACE R,1,NA,FALSE,FALSE
WALLACE R JAY,WALLACE R,1,NA,FALSE,TRUE
WALLACE R W,WALLACE R,1,NA,FALSE,FALSE
WALLACE RJ,WALLACE R,1,NA,FALSE,TRUE
WALLACE ROBERT M,WALLACE R,2,NA,FALSE,TRUE
WALLACE S,WALLACE S,2,NA,FALSE,TRUE
WALLACE W,WALLACE W,1,NA,FALSE,FALSE
WALLACE WILLIAM A,WALLACE W,1,NA,FALSE,TRUE
WALLACEWELLS DAVID,WALLACEWELLS D,1,NA,FALSE,FALSE
WALLACH E,WALLACH E,1,NA,FALSE,FALSE
WALLACH H,WALLACH H,1,NA,FALSE,TRUE
WALLACH MA,WALLACH M,1,NA,FALSE,TRUE
WALLACH W,WALLACH W,1,NA,FALSE,FALSE
WALLBOTT HARALD G,WALLBOTT H,1,NA,FALSE,TRUE
WALLER D,WALLER D,1,NA,FALSE,FALSE
WALLER G,WALLER G,1,NA,FALSE,TRUE
WALLER J,WALLER J,1,NA,FALSE,TRUE
WALLERSTEIN H,WALLERSTEIN H,1,NA,FALSE,TRUE
WALLERSTEIN IMMANUEL,WALLERSTEIN I,1,NA,FALSE,FALSE
WALLGREN T,WALLGREN T,1,NA,FALSE,TRUE
WALLHAGEN M,WALLHAGEN M,1,NA,FALSE,TRUE
WALLIN D J,WALLIN D,1,NA,FALSE,FALSE
WALLIN NILS LENNART,WALLIN N,1,NA,FALSE,FALSE
WALLIS C,WALLIS C,2,NA,FALSE,TRUE
WALLIS C D,WALLIS C,1,NA,FALSE,FALSE
WALLIS D,WALLIS D,1,NA,FALSE,TRUE
WALLNER DE F,WALLNER D,1,NA,FALSE,TRUE
WALLNER DE FRITZ,WALLNER D,1,NA,FALSE,TRUE
WALLNER FRITZ,WALLNER F,2,NA,FALSE,TRUE
WALLNER IM,WALLNER I,4,NA,FALSE,TRUE
WALLON H,WALLON H,6,NA,FALSE,TRUE
WALLON HENRI,WALLON H,1,NA,FALSE,TRUE
WALLRAFF CHARLES F,WALLRAFF C,1,NA,FALSE,TRUE
WALLS G L,WALLS G,1,NA,FALSE,TRUE
WALLS M,WALLS M,1,NA,FALSE,TRUE
WALLULIS J,WALLULIS J,1,NA,FALSE,TRUE
WALSH,WALSH,1,NA,FALSE,TRUE
WALSH DM,WALSH D,1,NA,FALSE,TRUE
WALSH F,WALSH F,1,NA,FALSE,TRUE
WALSH G,WALSH G,1,NA,FALSE,FALSE
WALSH J,WALSH J,1,NA,FALSE,TRUE
WALSH JJ,WALSH J,1,NA,FALSE,TRUE
WALSH P,WALSH P,7,NA,FALSE,TRUE
WALSH P J,WALSH P,1,NA,FALSE,TRUE
WALSH PHILLIP,WALSH P,1,NA,FALSE,FALSE
WALSH PJ,WALSH P,200,NA,FALSE,TRUE
WALSH R,WALSH R,2,NA,FALSE,TRUE
WALSH R N,WALSH R,1,NA,FALSE,FALSE
WALSH RD,WALSH R,1,NA,FALSE,TRUE
WALSH S,WALSH S,3,NA,FALSE,TRUE
WALSHE M,WALSHE M,2,NA,FALSE,TRUE
WALSHE THOMAS J,WALSHE T,1,NA,FALSE,TRUE
WALT S,WALT S,1,NA,FALSE,TRUE
WALTER A,WALTER A,1,NA,FALSE,TRUE
WALTER BENJAMIN,WALTER B,1,NA,FALSE,FALSE
WALTER J FREEMAN,WALTER J,1,NA,FALSE,FALSE
WALTER M,WALTER M,1,NA,FALSE,TRUE
WALTER S,WALTER S,2,NA,FALSE,TRUE
WALTERS DE,WALTERS D,1,NA,FALSE,TRUE
WALTERS M,WALTERS M,1,NA,FALSE,FALSE
WALTHER G,WALTHER G,5,NA,FALSE,TRUE
WALTHER GERDA,WALTHER G,6,NA,FALSE,TRUE
WALTHER K,WALTHER K,1,NA,FALSE,FALSE
WALTON,WALTON,1,NA,FALSE,TRUE
WALTON A,WALTON A,1,NA,FALSE,TRUE
WALTON A S,WALTON A,1,NA,FALSE,TRUE
WALTON D,WALTON D,2,NA,FALSE,TRUE
WALTON DE ROBERTO,WALTON D,1,NA,FALSE,TRUE
WALTON DOUGLAS,WALTON D,1,NA,FALSE,TRUE
WALTON DOUGLAS N,WALTON D,1,NA,FALSE,FALSE
WALTON JO ANN,WALTON J,1,NA,FALSE,FALSE
WALTON K,WALTON K,6,NA,FALSE,TRUE
WALTON KENDALL,WALTON K,5,NA,FALSE,TRUE
WALTON KL,WALTON K,21,NA,FALSE,TRUE
WALTON PETER,WALTON P,1,NA,FALSE,TRUE
WALTON R,WALTON R,28,NA,FALSE,TRUE
WALTON RJ,WALTON R,48,NA,FALSE,TRUE
WALTON ROBERTO,WALTON R,9,NA,FALSE,TRUE
WALTON ROBERTO J,WALTON R,15,NA,FALSE,TRUE
WALTTON KL,WALTTON K,1,NA,FALSE,TRUE
WALUSINSKI OLIVIER,WALUSINSKI O,1,NA,FALSE,FALSE
WALZER CF M,WALZER C,1,NA,FALSE,TRUE
WALZER M,WALZER M,4,NA,FALSE,TRUE
WALZER MICHAEL,WALZER M,3,NA,FALSE,TRUE
WAMBACQ J,WAMBACQ J,1,NA,FALSE,TRUE
WAMBACQ JUDITH,WAMBACQ J,2,NA,FALSE,TRUE
WAMPOLD BRUCE,WAMPOLD B,1,NA,FALSE,FALSE
WAMSLEY EJ,WAMSLEY E,1,NA,FALSE,TRUE
WAN XH,WAN X,1,NA,FALSE,TRUE
WANDELFELS BERNHARD,WANDELFELS B,1,NA,FALSE,FALSE
WANDER F,WANDER F,1,NA,FALSE,TRUE
WANDERFELS B,WANDERFELS B,1,NA,FALSE,FALSE
WANDESFORDESMITH G,WANDESFORDESMITH G,1,NA,FALSE,TRUE
WANDSCHNEIDER D,WANDSCHNEIDER D,2,NA,FALSE,TRUE
WANDSCHNEIDER DIETER,WANDSCHNEIDER D,1,NA,FALSE,FALSE
WANG,WANG,1,NA,FALSE,FALSE
WANG D,WANG D,1,NA,FALSE,TRUE
WANG GEN,WANG G,1,NA,FALSE,FALSE
WANG H,WANG H,22,NA,FALSE,TRUE
WANG HAO,WANG H,3,NA,FALSE,TRUE
WANG HT,WANG H,1,NA,FALSE,TRUE
WANG HY,WANG H,16,NA,FALSE,TRUE
WANG J,WANG J,29,NA,FALSE,TRUE
WANG L,WANG L,1,NA,FALSE,TRUE
WANG LONGXI,WANG L,1,NA,FALSE,FALSE
WANG LY,WANG L,1,NA,FALSE,FALSE
WANG M,WANG M,1,NA,FALSE,TRUE
WANG N,WANG N,1,NA,FALSE,TRUE
WANG P,WANG P,1,NA,FALSE,TRUE
WANG RXF,WANG R,1,NA,FALSE,FALSE
WANG TJ,WANG T,14,NA,FALSE,FALSE
WANG WS,WANG W,48,NA,FALSE,TRUE
WANG XF,WANG X,1,NA,FALSE,TRUE
WANG Y,WANG Y,4,NA,FALSE,TRUE
WANG YANGMING,WANG Y,2,NA,FALSE,TRUE
WANG YJ,WANG Y,18,NA,FALSE,FALSE
WANG YM,WANG Y,5,NA,FALSE,FALSE
WANGCHUK D,WANGCHUK D,1,NA,FALSE,FALSE
WANLESS M,WANLESS M,1,NA,FALSE,TRUE
WANN TW,WANN T,2,NA,FALSE,FALSE
WAPNER S,WAPNER S,1,NA,FALSE,TRUE
WARBURTON N,WARBURTON N,1,NA,FALSE,TRUE
WARD A,WARD A,1,NA,FALSE,TRUE
WARD BW,WARD B,1,NA,FALSE,FALSE
WARD D,WARD D,9,NA,FALSE,TRUE
WARD G,WARD G,6,NA,FALSE,TRUE
WARD GRAHAM,WARD G,4,NA,FALSE,TRUE
WARD J,WARD J,3,NA,FALSE,TRUE
WARD J K,WARD J,1,NA,FALSE,TRUE
WARD JANE,WARD J,1,NA,FALSE,TRUE
WARD K,WARD K,1,NA,FALSE,FALSE
WARD L M,WARD L,1,NA,FALSE,FALSE
WARD LM,WARD L,2,NA,FALSE,TRUE
WARD P E,WARD P,1,NA,FALSE,FALSE
WARD R,WARD R,1,NA,FALSE,FALSE
WARDA ARTHUR,WARDA A,1,NA,FALSE,FALSE
WARDEN CJ,WARDEN C,1,NA,FALSE,FALSE
WARDER AK,WARDER A,1,NA,FALSE,FALSE
WARDER ANTHONY K,WARDER A,1,NA,FALSE,TRUE
WARDLEY KENNETH JASON,WARDLEY K,1,NA,FALSE,TRUE
WARDLEY KJ,WARDLEY K,22,NA,FALSE,TRUE
WARDLEYS JASON,WARDLEYS J,1,NA,FALSE,TRUE
WARDROPE A,WARDROPE A,2,NA,FALSE,TRUE
WARE JANE,WARE J,1,NA,FALSE,FALSE
WARE KALISTOS,WARE K,1,NA,FALSE,TRUE
WARE O,WARE O,49,NA,FALSE,TRUE
WARE OWEN,WARE O,1,NA,FALSE,TRUE
WARFIELD T,WARFIELD T,1,NA,FALSE,TRUE
WARFIELD T A,WARFIELD T,1,NA,FALSE,TRUE
WARGO ROBERT,WARGO R,1,NA,FALSE,TRUE
WARGO V,WARGO V,19,NA,FALSE,TRUE
WARHOL,WARHOL,1,NA,FALSE,TRUE
WARHOL A,WARHOL A,2,NA,FALSE,TRUE
WARIN M,WARIN M,1,NA,FALSE,FALSE
WARKENTIN T,WARKENTIN T,35,NA,FALSE,FALSE
WARKOCKI W,WARKOCKI W,18,NA,FALSE,TRUE
WARMINSKI A,WARMINSKI A,5,NA,FALSE,TRUE
WARMINSKI ANDRZEJ,WARMINSKI A,1,NA,FALSE,TRUE
WARNEKEN F,WARNEKEN F,2,NA,FALSE,TRUE
WARNER CT,WARNER C,1,NA,FALSE,FALSE
WARNER KA,WARNER K,1,NA,FALSE,FALSE
WARNER L,WARNER L,1,NA,FALSE,FALSE
WARNER MICHAEL,WARNER M,1,NA,FALSE,FALSE
WARNER R,WARNER R,1,NA,FALSE,TRUE
WARNICK B,WARNICK B,1,NA,FALSE,FALSE
WARNIER JEANPIERRE,WARNIER J,1,NA,FALSE,FALSE
WARNIER JP,WARNIER J,1,NA,FALSE,TRUE
WARNING R,WARNING R,2,NA,FALSE,TRUE
WARNING RAINER,WARNING R,1,NA,FALSE,TRUE
WARNKE C,WARNKE C,1,NA,FALSE,TRUE
WARNKE G,WARNKE G,3,NA,FALSE,TRUE
WARNOCK G,WARNOCK G,1,NA,FALSE,TRUE
WARNOCK GJ,WARNOCK G,4,NA,FALSE,FALSE
WARNOCK M,WARNOCK M,3,NA,FALSE,TRUE
WARNOCK MARY,WARNOCK M,3,NA,FALSE,TRUE
WAROQUIER L,WAROQUIER L,1,NA,FALSE,TRUE
WARREN AUSTIN,WARREN A,1,NA,FALSE,FALSE
WARREN CP,WARREN C,1,NA,FALSE,FALSE
WARREN D,WARREN D,2,NA,FALSE,TRUE
WARREN DW,WARREN D,1,NA,FALSE,TRUE
WARREN HC,WARREN H,1,NA,FALSE,TRUE
WARREN JEFF,WARREN J,1,NA,FALSE,TRUE
WARREN KAREN,WARREN K,1,NA,FALSE,FALSE
WARREN KAREN J,WARREN K,1,NA,FALSE,TRUE
WARREN RM,WARREN R,1,NA,FALSE,TRUE
WARREN S,WARREN S,1,NA,FALSE,TRUE
WARREN WH,WARREN W,1,NA,FALSE,TRUE
WARRINGTON SJ,WARRINGTON S,1,NA,FALSE,FALSE
WARSOP A,WARSOP A,1,NA,FALSE,TRUE
WARTENBERG T,WARTENBERG T,1,NA,FALSE,TRUE
WARTENBERG T E,WARTENBERG T,1,NA,FALSE,FALSE
WARTENBERG TE,WARTENBERG T,2,NA,FALSE,FALSE
WARTENBERG THOMAS E,WARTENBERG T,1,NA,FALSE,FALSE
WARTHMANN S,WARTHMANN S,1,NA,FALSE,TRUE
WARTIME LEVINASS,WARTIME L,1,NA,FALSE,TRUE
WARTOFSKY M,WARTOFSKY M,1,NA,FALSE,TRUE
WASER M,WASER M,1,NA,FALSE,TRUE
WASHINGTON D,WASHINGTON D,1,NA,FALSE,TRUE
WASIAK J,WASIAK J,1,NA,FALSE,TRUE
WASIOLEK E,WASIOLEK E,1,NA,FALSE,FALSE
