name,short.name,appearances,comment,changed.in.old,present.in.old
BERNETS R,BERNETS R,1,NA,TRUE,TRUE
BERNETS RUDOLF,BERNETS R,1,NA,FALSE,FALSE
BERNETTI M,BERNETTI M,1,NA,FALSE,TRUE
BERNHARDT J,BERNHARDT J,1,NA,FALSE,TRUE
BERNHARDT S,BERNHARDT S,1,NA,FALSE,TRUE
BERNIER F,BERNIER F,2,NA,FALSE,TRUE
BERNIER JF,BERNIER J,1,NA,FALSE,TRUE
BERNIER M,BERNIER M,1,NA,FALSE,TRUE
BERNIER P,BERNIER P,1,NA,FALSE,TRUE
BERNINGER A,BERNINGER A,47,NA,FALSE,TRUE
BERNS L,BERNS L,1,NA,FALSE,FALSE
BERNSHTEIN E,BERNSHTEIN E,1,NA,FALSE,TRUE
BERNSTEIN,BERNSTEIN,1,NA,TRUE,TRUE
BERNSTEIN E A,BERNSTEIN E,1,NA,FALSE,FALSE
BERNSTEIN EM,BERNSTEIN E,1,NA,FALSE,TRUE
BERNSTEIN IH,BERNSTEIN I,1,NA,FALSE,TRUE
BERNSTEIN J,BERNSTEIN J,1,NA,FALSE,TRUE
BERNSTEIN J M,BERNSTEIN J,3,NA,FALSE,TRUE
BERNSTEIN J RICHARD,BERNSTEIN J,1,NA,FALSE,TRUE
BERNSTEIN JAY,BERNSTEIN J,2,NA,FALSE,TRUE
BERNSTEIN JAY M,BERNSTEIN J,1,NA,FALSE,TRUE
BERNSTEIN JM,BERNSTEIN J,8,NA,FALSE,TRUE
BERNSTEIN L,BERNSTEIN L,1,NA,FALSE,TRUE
BERNSTEIN M A,BERNSTEIN M,1,NA,FALSE,FALSE
BERNSTEIN MA,BERNSTEIN M,1,NA,FALSE,TRUE
BERNSTEIN MICHAEL ANDRE,BERNSTEIN M,1,NA,FALSE,TRUE
BERNSTEIN N,BERNSTEIN N,1,NA,FALSE,TRUE
BERNSTEIN NA,BERNSTEIN N,1,NA,FALSE,FALSE
BERNSTEIN R,BERNSTEIN R,5,NA,FALSE,FALSE
BERNSTEIN R J,BERNSTEIN R,3,NA,FALSE,TRUE
BERNSTEIN RICHARD,BERNSTEIN R,4,NA,FALSE,TRUE
BERNSTEIN RICHARD J,BERNSTEIN R,3,NA,FALSE,TRUE
BERNSTEIN RJ,BERNSTEIN R,4,NA,FALSE,TRUE
BERNSTEIN S,BERNSTEIN S,2,NA,FALSE,TRUE
BERNTSEN D,BERNTSEN D,1,NA,FALSE,TRUE
BERQUE A,BERQUE A,3,NA,FALSE,TRUE
BERQUE AUGUSTIN,BERQUE A,1,NA,FALSE,TRUE
BERRAUD V,BERRAUD V,1,NA,FALSE,TRUE
BERRIDGE KC,BERRIDGE K,2,NA,FALSE,TRUE
BERRIOS G E,BERRIOS G,3,NA,FALSE,TRUE
BERRIOS GE,BERRIOS G,12,NA,FALSE,TRUE
BERRIOS GERMAN E,BERRIOS G,1,NA,FALSE,FALSE
BERRY B,BERRY B,2,NA,FALSE,TRUE
BERRY DC,BERRY D,1,NA,FALSE,FALSE
BERRY T,BERRY T,1,NA,FALSE,TRUE
BERRY THOMAS,BERRY T,1,NA,FALSE,TRUE
BERRY W,BERRY W,1,NA,FALSE,FALSE
BERSHADY HAROLD,BERSHADY H,1,NA,FALSE,FALSE
BERSON RJ,BERSON R,1,NA,FALSE,TRUE
BERSTEIN RICHARD,BERSTEIN R,1,NA,FALSE,TRUE
BERT J F,BERT J,1,NA,FALSE,FALSE
BERT JEANFRANCOIS,BERT J,3,NA,FALSE,FALSE
BERT JF,BERT J,1,NA,FALSE,TRUE
BERTA L,BERTA L,1,NA,FALSE,TRUE
BERTALANFFY L,BERTALANFFY L,1,NA,FALSE,FALSE
BERTALANFFY LV,BERTALANFFY L,1,NA,FALSE,TRUE
BERTAMINI M,BERTAMINI M,3,NA,FALSE,TRUE
BERTANI C,BERTANI C,1,NA,FALSE,TRUE
BERTANI M,BERTANI M,1,NA,FALSE,FALSE
BERTELS PETERSMA,BERTELS P,1,NA,FALSE,TRUE
BERTHER NELLA,BERTHER N,1,NA,FALSE,TRUE
BERTHEUX MICHEL,BERTHEUX M,1,NA,FALSE,FALSE
BERTHIER FRANCOIS,BERTHIER F,1,NA,FALSE,TRUE
BERTHOLDBOND D,BERTHOLDBOND D,5,NA,FALSE,TRUE
BERTHOLDBOND DANIEL,BERTHOLDBOND D,1,NA,FALSE,TRUE
BERTHOZ A,BERTHOZ A,11,NA,FALSE,TRUE
BERTHOZ ALAIN,BERTHOZ A,6,NA,FALSE,TRUE
BERTHOZ ALAN,BERTHOZ A,1,NA,FALSE,FALSE
BERTHRONG J,BERTHRONG J,1,NA,FALSE,TRUE
BERTI A,BERTI A,4,NA,FALSE,TRUE
BERTI E,BERTI E,4,NA,FALSE,TRUE
BERTI ENRICO,BERTI E,4,NA,FALSE,TRUE
BERTINETTO A,BERTINETTO A,36,NA,FALSE,FALSE
BERTINETTO ALESSANDRO,BERTINETTO A,1,NA,FALSE,TRUE
BERTINO AC,BERTINO A,39,NA,FALSE,TRUE
BERTO F,BERTO F,2,NA,FALSE,TRUE
BERTO FRANCESCO,BERTO F,1,NA,FALSE,FALSE
BERTOCCI PA,BERTOCCI P,5,NA,FALSE,TRUE
BERTOLASO M,BERTOLASO M,14,NA,FALSE,TRUE
BERTOLDI EF,BERTOLDI E,8,NA,FALSE,TRUE
BERTOLINI P,BERTOLINI P,2,NA,FALSE,TRUE
BERTOLINI S,BERTOLINI S,78,NA,FALSE,TRUE
BERTOLINI SIMONA,BERTOLINI S,1,NA,FALSE,TRUE
BERTOLINO DA SILVA PEDRO,BERTOLINO D,1,NA,FALSE,FALSE
BERTOLINO L,BERTOLINO L,1,NA,FALSE,TRUE
BERTOLOTTI T,BERTOLOTTI T,1,NA,FALSE,FALSE
BERTON,BERTON,1,NA,FALSE,FALSE
BERTON B,BERTON B,1,NA,FALSE,TRUE
BERTON C,BERTON C,1,NA,FALSE,TRUE
BERTONE A,BERTONE A,1,NA,FALSE,TRUE
BERTORELLO A,BERTORELLO A,34,NA,FALSE,TRUE
BERTOZZI B,BERTOZZI B,1,NA,FALSE,TRUE
BERTRA GW,BERTRA G,1,NA,FALSE,TRUE
BERTRAM G,BERTRAM G,1,NA,FALSE,TRUE
BERTRAM GEORG W,BERTRAM G,1,NA,FALSE,FALSE
BERTRAM GW,BERTRAM G,32,NA,FALSE,TRUE
BERTRAND CLAUDEJEAN,BERTRAND C,1,NA,FALSE,FALSE
BERTRAND RUSSELL,BERTRAND R,1,NA,TRUE,TRUE
BERTULETIT A,BERTULETIT A,1,NA,FALSE,TRUE
BERTULETTI A,BERTULETTI A,1,NA,FALSE,TRUE
BERTUOLIA CS,BERTUOLIA C,1,NA,FALSE,TRUE
BERWICK R,BERWICK R,1,NA,FALSE,TRUE
BERWICK RC,BERWICK R,1,NA,FALSE,TRUE
BERWICK ROBERT C,BERWICK R,1,NA,FALSE,FALSE
BERZE J,BERZE J,4,NA,FALSE,TRUE
BESCANON A,BESCANON A,1,NA,FALSE,TRUE
BESMER KM,BESMER K,2,NA,FALSE,TRUE
BESNER KIRK M,BESNER K,1,NA,FALSE,TRUE
BESNIER B,BESNIER B,2,NA,FALSE,TRUE
BESOLI S,BESOLI S,116,NA,FALSE,TRUE
BESOLI STEFANO,BESOLI S,2,NA,FALSE,TRUE
BESSE JM,BESSE J,1,NA,FALSE,TRUE
BESSEMANS C,BESSEMANS C,24,NA,FALSE,TRUE
BESSERJONES L,BESSERJONES L,1,NA,FALSE,FALSE
BESSMEL'TSEVA O,BESSMEL,4,NA,TRUE,TRUE
BESSONE MAGALI,BESSONE M,1,NA,FALSE,TRUE
BEST K,BEST K,1,NA,FALSE,TRUE
BEST S,BEST S,1,NA,FALSE,TRUE
BESTELMEYER PEG,BESTELMEYER P,2,NA,FALSE,TRUE
BESTMANN S,BESTMANN S,1,NA,FALSE,TRUE
BETANCUR JPH,BETANCUR J,18,NA,FALSE,TRUE
BETENSKY M,BETENSKY M,1,NA,FALSE,TRUE
BETENSKYOVA M,BETENSKYOVA M,1,NA,FALSE,TRUE
BETH E,BETH E,1,NA,FALSE,TRUE
BETH E W,BETH E,2,NA,FALSE,TRUE
BETHGE E,BETHGE E,1,NA,FALSE,FALSE
BETHGE EBERHARD,BETHGE E,1,NA,FALSE,TRUE
BETT R,BETT R,1,NA,FALSE,TRUE
BETTCHER T,BETTCHER T,1,NA,FALSE,TRUE
BETTCHER T M,BETTCHER T,1,NA,FALSE,TRUE
BETTCHER TM,BETTCHER T,1,NA,FALSE,TRUE
BETTELHEIM B,BETTELHEIM B,2,NA,FALSE,TRUE
BETTENCOURT BA,BETTENCOURT B,1,NA,FALSE,TRUE
BETTI A,BETTI A,2,NA,FALSE,TRUE
BETTI E,BETTI E,1,NA,FALSE,TRUE
BETTINELLI C,BETTINELLI C,1,NA,FALSE,TRUE
BETTINESCHI P,BETTINESCHI P,15,NA,FALSE,FALSE
BETTIS JOSEPH,BETTIS J,1,NA,FALSE,TRUE
BETTOCCHI B,BETTOCCHI B,1,NA,FALSE,TRUE
BETTS PAUL,BETTS P,1,NA,FALSE,FALSE
BETTY S,BETTY S,1,NA,FALSE,TRUE
BETTY STAFFORD L,BETTY S,1,NA,FALSE,TRUE
BETZ HULL M,BETZ H,2,NA,FALSE,TRUE
BETZ J,BETZ J,1,NA,FALSE,TRUE
BETZ J R,BETZ J,1,NA,FALSE,FALSE
BETZ W,BETZ W,1,NA,FALSE,TRUE
BETZLER M,BETZLER M,11,NA,FALSE,TRUE
BETZLER MONIKA,BETZLER M,1,NA,FALSE,TRUE
BEUCHOT M,BEUCHOT M,7,NA,FALSE,FALSE
BEUCHOT MAURICIO,BEUCHOT M,2,NA,FALSE,TRUE
BEUGNET M,BEUGNET M,1,NA,FALSE,TRUE
BEUGNET MARTINE,BEUGNET M,1,NA,FALSE,TRUE
BEUHLER PT,BEUHLER P,1,NA,FALSE,TRUE
BEUS CE,BEUS C,1,NA,FALSE,TRUE
BEUTHAN R,BEUTHAN R,1,NA,FALSE,TRUE
BEVERNAGE BERBER,BEVERNAGE B,1,NA,FALSE,TRUE
BEVIR M,BEVIR M,12,NA,FALSE,TRUE
BEVIS KATHRYN,BEVIS K,1,NA,FALSE,TRUE
BEVIS M,BEVIS M,1,NA,FALSE,FALSE
BEWLEY AISHA,BEWLEY A,1,NA,FALSE,FALSE
BEY ALI,BEY A,1,NA,FALSE,FALSE
BEYE CHARLES ROWAN,BEYE C,1,NA,FALSE,TRUE
BEYER C,BEYER C,39,NA,FALSE,TRUE
BEYER CH,BEYER C,1,NA,FALSE,TRUE
BEYER CHR,BEYER C,4,NA,FALSE,FALSE
BEYER CHRISTIAN,BEYER C,3,NA,FALSE,TRUE
BEYER GERALD JOHN,BEYER G,1,NA,FALSE,FALSE
BEYER S,BEYER S,1,NA,FALSE,FALSE
BEYERS C,BEYERS C,26,NA,FALSE,TRUE
BEYERSDORFF R,BEYERSDORFF R,1,NA,FALSE,TRUE
BEYLEVELD D,BEYLEVELD D,17,NA,FALSE,TRUE
BEYLIE CLAUDE,BEYLIE C,1,NA,FALSE,TRUE
BEYSSADE J M,BEYSSADE J,1,NA,FALSE,TRUE
BEYSSADE JEANMARIE,BEYSSADE J,1,NA,FALSE,TRUE
BEYSSADE JM,BEYSSADE J,3,NA,FALSE,TRUE
BEZIAU JY,BEZIAU J,1,NA,FALSE,FALSE
BEZZOLA TOBIA,BEZZOLA T,1,NA,FALSE,TRUE
BHABHA HK,BHABHA H,1,NA,FALSE,TRUE
BHABHA HOMI K,BHABHA H,2,NA,FALSE,TRUE
BHABHA J,BHABHA J,1,NA,TRUE,TRUE
BHADURI S,BHADURI S,1,NA,FALSE,FALSE
BHALLA M,BHALLA M,1,NA,FALSE,TRUE
BHANDAR B,BHANDAR B,1,NA,FALSE,TRUE
BHANDAR BRENNA,BHANDAR B,1,NA,FALSE,TRUE
BHARGAVA R,BHARGAVA R,15,NA,FALSE,TRUE
BHASKAR R,BHASKAR R,3,NA,FALSE,TRUE
BHASKAR ROY,BHASKAR R,1,NA,FALSE,TRUE
BHATT R,BHATT R,1,NA,FALSE,TRUE
BHATT RS,BHATT R,1,NA,FALSE,TRUE
BHATTA KUMARILA,BHATTA K,1,NA,FALSE,TRUE
BHATTA NARAYANA,BHATTA N,1,NA,FALSE,TRUE
BHATTACHARYA A,BHATTACHARYA A,1,NA,FALSE,TRUE
BHATTACHARYA J,BHATTACHARYA J,1,NA,FALSE,TRUE
BHATTACHARYA K C,BHATTACHARYA K,2,NA,FALSE,FALSE
BHATTACHARYA KAMALESWAR,BHATTACHARYA K,1,NA,FALSE,TRUE
BHATTACHARYA V,BHATTACHARYA V,1,NA,FALSE,TRUE
BHATTACHARYYA,BHATTACHARYYA,1,NA,TRUE,TRUE
BHATTACHARYYA A,BHATTACHARYYA A,1,NA,FALSE,FALSE
BHATTACHARYYA K,BHATTACHARYYA K,1,NA,TRUE,TRUE
BHATTACHARYYA KC,BHATTACHARYYA K,1,NA,TRUE,TRUE
BHATTACHARYYA V,BHATTACHARYYA V,1,NA,TRUE,TRUE
BHIKKHU B,BHIKKHU B,1,NA,TRUE,TRUE
BHIKKHU T,BHIKKHU T,1,NA,FALSE,TRUE
BHUSHAN N,BHUSHAN N,8,NA,FALSE,TRUE
BI MA LA MI TRA,BI M,1,NA,FALSE,FALSE
BIAGI M L ALTIERI,BIAGI M,1,NA,TRUE,TRUE
BIAGIOLI,BIAGIOLI,1,NA,FALSE,FALSE
BIALIK HAYYIM NAHMAN,BIALIK H,1,NA,FALSE,TRUE
BIALOSTOSKY D,BIALOSTOSKY D,1,NA,FALSE,TRUE
BIANCHI E,BIANCHI E,2,NA,FALSE,TRUE
BIANCHI F,BIANCHI F,1,NA,FALSE,TRUE
BIANCHI I A,BIANCHI I,1,NA,FALSE,FALSE
BIANCHI IA,BIANCHI I,1,NA,FALSE,TRUE
BIANCHI L,BIANCHI L,1,NA,FALSE,FALSE
BIANCHIN M,BIANCHIN M,42,NA,FALSE,TRUE
BIANCO F,BIANCO F,1,NA,FALSE,TRUE
BIANCO G,BIANCO G,3,NA,FALSE,TRUE
BIANCO GIUSEPPE,BIANCO G,2,NA,FALSE,TRUE
BIANDIN B,BIANDIN B,1,NA,FALSE,TRUE
BIAOCCHI GIANPAOLO,BIAOCCHI G,1,NA,FALSE,FALSE
BIARD D,BIARD D,1,NA,FALSE,TRUE
BIARD J,BIARD J,3,NA,FALSE,TRUE
BIASINI A,BIASINI A,1,NA,FALSE,FALSE
BIASUTII F,BIASUTII F,1,NA,TRUE,TRUE
BIASUTTI F,BIASUTTI F,2,NA,FALSE,TRUE
BIBEAU G,BIBEAU G,1,NA,FALSE,TRUE
BIBIHIN VV,BIBIHIN V,2,NA,TRUE,TRUE
BIBIKHIN V,BIBIKHIN V,1,NA,FALSE,TRUE
BIBIKHIN V V,BIBIKHIN V,2,NA,FALSE,FALSE
BIBIKHIN VV,BIBIKHIN V,2,NA,FALSE,TRUE
BIBITOLHESPERIES ANNIE,BIBITOLHESPERIES A,1,NA,FALSE,TRUE
BIBLE,BIBLE,13,NA,TRUE,TRUE
BIBLER V,BIBLER V,1,NA,FALSE,FALSE
BIBLIOGRAFIA AMERICAN PSYCHIATRIC ASSOCIATION APA,BIBLIOGRAFIA A,1,NA,TRUE,TRUE
BIBLIOTHEQUE NATIONALE DE FRANCE DEPARTMENT OF MANUSCRIPTS,BIBLIOTHEQUE N,1,NA,TRUE,TRUE
BIBZA A,BIBZA A,1,NA,FALSE,TRUE
BICCHIERI C,BICCHIERI C,2,NA,FALSE,TRUE
BICEAGA B,BICEAGA B,12,NA,FALSE,TRUE
BICEAGA V,BICEAGA V,6,NA,FALSE,TRUE
BICHAT H,BICHAT H,1,NA,FALSE,FALSE
BICHAT X,BICHAT X,1,NA,FALSE,FALSE
BICK PA,BICK P,1,NA,FALSE,TRUE
BICKEL WK,BICKEL W,1,NA,FALSE,FALSE
BICKERTON C,BICKERTON C,1,NA,FALSE,FALSE
BICKERTON D,BICKERTON D,1,NA,FALSE,TRUE
BICKERTON DEREK,BICKERTON D,1,NA,FALSE,TRUE
BICKHARD M H,BICKHARD M,1,NA,FALSE,TRUE
BICKHARD MH,BICKHARD M,1,NA,FALSE,TRUE
BICKLE J,BICKLE J,5,NA,FALSE,TRUE
BICKNELL JEANETTE,BICKNELL J,1,NA,FALSE,TRUE
BIDIMA JG,BIDIMA J,1,NA,FALSE,FALSE
BIDNEY MARTIN,BIDNEY M,1,NA,FALSE,TRUE
BIEBIGHAUSER JEFFREY,BIEBIGHAUSER J,1,NA,FALSE,TRUE
BIEDERMAN I,BIEDERMAN I,6,NA,FALSE,TRUE
BIEDERMAN J,BIEDERMAN J,1,NA,FALSE,TRUE
BIEDERMANN H,BIEDERMANN H,1,NA,FALSE,FALSE
BIEGELEISEN B,BIEGELEISEN B,1,NA,FALSE,TRUE
BIEGELEISEN BRONISLAW,BIEGELEISEN B,1,NA,FALSE,TRUE
BIEGLER P,BIEGLER P,1,NA,FALSE,TRUE
BIEHL JOAO,BIEHL J,1,NA,FALSE,TRUE
BIELAS J,BIELAS J,30,NA,FALSE,TRUE
BIELAWKA M,BIELAWKA M,1,NA,FALSE,TRUE
BIELAWKA MARIA,BIELAWKA M,1,NA,FALSE,TRUE
BIELKE MARTN SIMESEN DE,BIELKE M,1,NA,FALSE,FALSE
BIEMEL,BIEMEL,1,NA,TRUE,TRUE
BIEMEL M,BIEMEL M,12,NA,TRUE,TRUE
BIEMEL MANY,BIEMEL M,1,NA,TRUE,TRUE
BIEMEL MARLY,BIEMEL M,15,NA,TRUE,TRUE
BIEMEL MARTY,BIEMEL M,1,NA,TRUE,TRUE
BIEMEL MW,BIEMEL M,1,NA,TRUE,TRUE
BIEMEL W,BIEMEL W,112,NA,FALSE,TRUE
BIEMEL WALTER,BIEMEL W,25,NA,FALSE,TRUE
BIEN G,BIEN G,1,NA,FALSE,TRUE
BIEN J,BIEN J,5,NA,FALSE,TRUE
BIEN JOSEPH,BIEN J,1,NA,FALSE,TRUE
BIENEL W,BIENEL W,1,NA,FALSE,FALSE
BIENENSTOCK M,BIENENSTOCK M,1,NA,FALSE,TRUE
BIERI P,BIERI P,2,NA,FALSE,TRUE
BIERMANN KARLREINHARD,BIERMANN K,1,NA,FALSE,FALSE
BIERNACKI L,BIERNACKI L,1,NA,FALSE,FALSE
BIERNACKI RICHARD,BIERNACKI R,1,NA,FALSE,TRUE
BIERNEL W,BIERNEL W,1,NA,FALSE,TRUE
BIERNOFF S,BIERNOFF S,1,NA,FALSE,FALSE
BIERRIA A,BIERRIA A,1,NA,FALSE,TRUE
BIESE,BIESE,1,NA,TRUE,TRUE
BIESTA G,BIESTA G,3,NA,FALSE,TRUE
BIESTA GERT,BIESTA G,1,NA,FALSE,TRUE
BIESTA GJJ,BIESTA G,2,NA,FALSE,TRUE
BIEVER C,BIEVER C,1,NA,FALSE,TRUE
BIFFI I,BIFFI I,1,NA,TRUE,TRUE
BIFFT I,BIFFT I,1,NA,FALSE,TRUE
BIGALKE HG,BIGALKE H,1,NA,FALSE,FALSE
BIGE ROMAIN,BIGE R,1,NA,FALSE,FALSE
BIGELOW J,BIGELOW J,3,NA,FALSE,TRUE
BIGELOW KATHRYN,BIGELOW K,1,NA,FALSE,TRUE
BIGGS V,BIGGS V,1,NA,FALSE,TRUE
BIGNAMI L,BIGNAMI L,1,NA,FALSE,FALSE
BIGWOOD C,BIGWOOD C,4,NA,FALSE,TRUE
BIGWOOD CAROL,BIGWOOD C,2,NA,FALSE,TRUE
BIJKER W E,BIJKER W,1,NA,FALSE,TRUE
BIJKER WE,BIJKER W,1,NA,FALSE,FALSE
BIJKER WIEBE E,BIJKER W,1,NA,FALSE,FALSE
BIJLEVELD E,BIJLEVELD E,1,NA,FALSE,FALSE
BIJSTERVELD A,BIJSTERVELD A,1,NA,TRUE,TRUE
BIJSTERVELD K,BIJSTERVELD K,1,NA,FALSE,TRUE
BIKNERAHSBAHS A,BIKNERAHSBAHS A,1,NA,FALSE,TRUE
BILALIC M,BILALIC M,1,NA,FALSE,TRUE
BILBAN T,BILBAN T,32,NA,FALSE,FALSE
BILBAN TINA,BILBAN T,1,NA,FALSE,FALSE
BILBENY N,BILBENY N,1,NA,FALSE,TRUE
BILEFSKY D,BILEFSKY D,1,NA,FALSE,TRUE
BILGER BURKHARD,BILGER B,1,NA,FALSE,FALSE
BILGRAMI AKEEL,BILGRAMI A,1,NA,FALSE,FALSE
BILHLER K,BILHLER K,1,NA,FALSE,TRUE
BILIMORIA P,BILIMORIA P,4,NA,FALSE,TRUE
BILLER GERHARD,BILLER G,1,NA,FALSE,FALSE
BILLETER J F,BILLETER J,3,NA,FALSE,TRUE
BILLETER JEAN FRANCOIS,BILLETER J,1,NA,FALSE,TRUE
BILLETT S,BILLETT S,1,NA,FALSE,TRUE
BILLIEUX J,BILLIEUX J,1,NA,FALSE,FALSE
BILLIG M,BILLIG M,1,NA,FALSE,FALSE
BILLINGHAM J,BILLINGHAM J,1,NA,FALSE,FALSE
BILLINGHURST MARK,BILLINGHURST M,1,NA,FALSE,TRUE
BILLINGS J,BILLINGS J,1,NA,FALSE,TRUE
BILLOCK VGLEASON,BILLOCK V,1,NA,FALSE,TRUE
BILLON A,BILLON A,2,NA,FALSE,TRUE
BILLON ALEXANDRE,BILLON A,1,NA,FALSE,FALSE
BILMORIA P,BILMORIA P,1,NA,FALSE,TRUE
BILYK V,BILYK V,11,NA,FALSE,TRUE
BILZ RUDOLF,BILZ R,1,NA,FALSE,TRUE
BIMALAMITRA,BIMALAMITRA,1,NA,FALSE,TRUE
BIMBENET E,BIMBENET E,40,NA,FALSE,TRUE
BIMBENET ETIENNE,BIMBENET E,6,NA,FALSE,TRUE
BIN KIMURA,BIN K,2,NA,TRUE,TRUE
BINABURO ITURRIDE J A,BINABURO I,1,NA,FALSE,FALSE
BINASCO MARIO,BINASCO M,1,NA,FALSE,FALSE
BINDER G,BINDER G,1,NA,FALSE,TRUE
BINDER W,BINDER W,1,NA,FALSE,FALSE
BINDREITER UTA,BINDREITER U,1,NA,FALSE,TRUE
BINET A,BINET A,1,NA,FALSE,TRUE
BINET MA,BINET M,1,NA,FALSE,FALSE
BINGGELI S,BINGGELI S,1,NA,FALSE,TRUE
BINGGELL S,BINGGELL S,1,NA,TRUE,TRUE
BINGHAM C,BINGHAM C,3,NA,FALSE,TRUE
BINGHAM CW,BINGHAM C,14,NA,FALSE,TRUE
BINGHAM GP,BINGHAM G,1,NA,FALSE,TRUE
BINKELMANN C,BINKELMANN C,14,NA,FALSE,TRUE
BINKELMANN CHRISTOPH,BINKELMANN C,1,NA,FALSE,FALSE
BINKIMURA,BINKIMURA,1,NA,TRUE,TRUE
BINNICK R I,BINNICK R,1,NA,FALSE,FALSE
BINSVANGER L,BINSVANGER L,2,NA,TRUE,TRUE
BINSWANGER L,BINSWANGER L,53,NA,FALSE,TRUE
BINSWANGER LUDWIG,BINSWANGER L,17,NA,FALSE,TRUE
BINWONG R,BINWONG R,1,NA,FALSE,FALSE
BIOLO S,BIOLO S,1,NA,FALSE,TRUE
BION WR,BION W,2,NA,FALSE,TRUE
BIORCIO ROBERTO,BIORCIO R,1,NA,FALSE,FALSE
BIRAN I,BIRAN I,1,NA,FALSE,TRUE
BIRBAUMER N,BIRBAUMER N,1,NA,FALSE,TRUE
BIRCH H T,BIRCH H,1,NA,FALSE,TRUE
BIRCH HG,BIRCH H,1,NA,FALSE,TRUE
BIRCH JE,BIRCH J,1,NA,FALSE,TRUE
BIRCH LL,BIRCH L,1,NA,FALSE,TRUE
BIRCH SAJ,BIRCH S,1,NA,FALSE,TRUE
BIRCH TH,BIRCH T,1,NA,FALSE,FALSE
BIRCHWOOD M,BIRCHWOOD M,1,NA,FALSE,TRUE
BIRD-POLLAN S,BIRD,20,NA,TRUE,TRUE
BIRD A,BIRD A,3,NA,FALSE,TRUE
BIRD ALEXANDER,BIRD A,3,NA,FALSE,FALSE
BIRD G,BIRD G,1,NA,FALSE,TRUE
BIRD GRAHAM,BIRD G,1,NA,FALSE,TRUE
BIRD S J,BIRD S,1,NA,FALSE,TRUE
BIRD SJ,BIRD S,1,NA,FALSE,TRUE
BIRDPOLLAN S,BIRDPOLLAN S,2,NA,FALSE,TRUE
BIRIS I,BIRIS I,16,NA,FALSE,FALSE
BIRIS IOAN,BIRIS I,1,NA,FALSE,FALSE
BIRKE L,BIRKE L,1,NA,FALSE,FALSE
BIRKENBEIL E,BIRKENBEIL E,1,NA,FALSE,TRUE
BIRKHOFF G,BIRKHOFF G,3,NA,FALSE,TRUE
BIRKHOFF G D,BIRKHOFF G,1,NA,FALSE,FALSE
BIRKNER HJ,BIRKNER H,1,NA,FALSE,TRUE
BIRMINGHAM E,BIRMINGHAM E,1,NA,FALSE,TRUE
BIRMINGHAM P,BIRMINGHAM P,2,NA,FALSE,TRUE
BIRMINGHAM PE,BIRMINGHAM P,1,NA,FALSE,TRUE
BIRMINGHAM PEG,BIRMINGHAM P,1,NA,FALSE,TRUE
BIRNBACHER D,BIRNBACHER D,1,NA,FALSE,FALSE
BIRNBAUM HG,BIRNBAUM H,1,NA,FALSE,TRUE
BIRNER BJ,BIRNER B,1,NA,FALSE,TRUE
BIRO A,BIRO A,1,NA,FALSE,FALSE
BIRO DAVID,BIRO D,1,NA,FALSE,TRUE
BIRO JOHN,BIRO J,1,NA,FALSE,FALSE
BIRO Y,BIRO Y,1,NA,FALSE,FALSE
BIRRINGER J,BIRRINGER J,1,NA,FALSE,FALSE
BIRTCHNELL S,BIRTCHNELL S,1,NA,FALSE,FALSE
BIRULES F,BIRULES F,5,NA,FALSE,TRUE
BIRUNI MUHAMMAD IBN AHMAD,BIRUNI M,1,NA,FALSE,FALSE
BIRYUKOV BV,BIRYUKOV B,2,NA,FALSE,TRUE
BISCHIN MR,BISCHIN M,19,NA,FALSE,TRUE
BISCHOF N,BISCHOF N,1,NA,FALSE,TRUE
BISER EUGEN,BISER E,1,NA,FALSE,TRUE
BISHOP EA,BISHOP E,1,NA,FALSE,FALSE
BISHOP J,BISHOP J,2,NA,FALSE,TRUE
BISHOP JEFFREY PAUL,BISHOP J,1,NA,FALSE,FALSE
BISHOP JOHN,BISHOP J,2,NA,FALSE,FALSE
BISHOP JP,BISHOP J,1,NA,FALSE,TRUE
BISIACH E,BISIACH E,4,NA,FALSE,TRUE
BISIN L,BISIN L,1,NA,FALSE,FALSE
BISKOWSKI LAURENCE,BISKOWSKI L,1,NA,FALSE,TRUE
BISLEY JW,BISLEY J,2,NA,FALSE,TRUE
BISS M,BISS M,1,NA,FALSE,TRUE
BISSACA G,BISSACA G,1,NA,FALSE,TRUE
BISSELL B P H,BISSELL B,1,NA,FALSE,TRUE
BISSELL D,BISSELL D,1,NA,FALSE,TRUE
BISWAS A,BISWAS A,1,NA,FALSE,TRUE
BITBOL M,BITBOL M,94,NA,FALSE,TRUE
BITBOL MICHEL,BITBOL M,3,NA,FALSE,TRUE
BITBOLHESPERIES A,BITBOLHESPERIES A,2,NA,FALSE,FALSE
BITKOFF S,BITKOFF S,1,NA,FALSE,TRUE
BITTNER RUDIGER,BITTNER R,1,NA,FALSE,TRUE
BITZER L,BITZER L,1,NA,FALSE,TRUE
BITZER L F,BITZER L,1,NA,FALSE,FALSE
BIUSO A G,BIUSO A,2,NA,FALSE,TRUE
BIUSO AG,BIUSO A,24,NA,FALSE,TRUE
BIXLER J,BIXLER J,1,NA,FALSE,TRUE
BIZOT FRANCOIS,BIZOT F,1,NA,FALSE,TRUE
BIZRI N,BIZRI N,1,NA,FALSE,TRUE
BIZZARI V,BIZZARI V,60,NA,FALSE,TRUE
BIZZI E,BIZZI E,2,NA,FALSE,TRUE
