community,size,mean.degree,mean.strength,total.degree,total.strength,relative.size
Lewis,4,3.75,16,15,64,0.02877697841726619
Solomon,39,14.666666666666666,97.6923076923077,572,3810,0.2805755395683453
Goldie,28,8.678571428571429,53.142857142857146,243,1488,0.2014388489208633
Nussbaum,35,11.657142857142857,73.6,408,2576,0.2517985611510791
Desousa,28,21.107142857142858,151.35714285714286,591,4238,0.2014388489208633
Trout,5,4.2,16.8,21,84,0.03597122302158273
