community,size,mean.degree,mean.strength,total.degree,total.strength,relative.size
Arendt,73,18.602739726027398,106.02739726027397,1358,7740,0.026808666911494677
Merleauponty,677,15.180206794682423,113.12850812407682,10277,76588,0.24862284245317665
Derrida,476,17.79621848739496,138.1638655462185,8471,65766,0.17480719794344474
Hegel,391,19.751918158567776,136.83375959079285,7723,53502,0.14359162688211533
Heidegger,562,14.866548042704625,117.85053380782918,8355,66232,0.20639001101726037
Patocka,44,11.068181818181818,80.68181818181819,487,3550,0.016158648549394052
Benjamin,36,18.13888888888889,83,653,2988,0.013220712449504223
Kant,214,15.33177570093458,118.46728971962617,3281,25352,0.07858979067205288
Butler,198,17.585858585858585,110.53535353535354,3482,21886,0.07271391847227322
